0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,5,3,1,5,3,1,3,1,5,2,2,3,3,0,4,3,4,2,1,2,5,6,1,2,3,0,2,4,0,4,2,6,0,5,2,4,0,4,1,1,2,4,2,5,0,3,5,2,2,7,1,2,9,1,2,10,10,10,10,10,10,9,10,9,8,10,10,6,9,7,10,9,8,9,9,7,8,10,10,8,9,8,9,10,9,7,10,10,8,7,10,7,10,9,9,7,0.561472350856703,0.6131313131313129
10,10,7,7,7,3,7,3,9,10,9,10,10,10,10,10,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,9,10,10,10,10,9,8,10,10,8,9,10,10,10,10,10,10,10,10,10,10,9,10,7,7,9,10,8,9,7,10,7,9,9,7,10,7,9,10,7,9,8,10,10,7,9,10,8,4,10,3,5,10,9,9,5,1.2049143056917062,0.09090909090909091
10,10,8,6,0,3,4,2,1,4,1,4,5,4,1,3,0,4,1,5,1,0,2,2,5,1,2,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,8,9,10,10,10,10,10,10,10,10,10,10,10,10,9,8,10,10,9,9,7,10,8,9,9,8,9,7,9,10,7,9,9,7,9,9,8,9,9,9,9,10,8,10,9,10,9,0.8403071443602591,0.3111111111111112
10,10,6,5,3,1,5,2,1,4,1,5,1,2,3,3,1,4,3,4,2,1,2,5,5,1,2,3,0,2,5,0,3,2,6,1,5,3,4,0,3,1,0,5,3,2,5,0,5,5,5,1,6,4,6,9,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,10,8,10,9,9,9,9,7,7,10,10,8,10,8,9,10,10,7,10,10,9,7,10,7,10,10,9,7,0.5902186172832325,0.5727272727272726
10,10,7,5,3,1,5,2,1,3,1,4,2,3,3,3,2,4,2,4,1,1,2,5,5,1,2,2,0,2,5,2,2,2,5,4,5,3,10,2,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,8,10,10,9,9,9,7,8,10,10,7,9,9,9,9,9,8,10,9,9,9,10,8,10,9,10,7,0.7133657390057538,0.42222222222222244
10,10,6,5,3,1,5,2,1,4,1,5,2,2,3,3,1,4,3,4,1,1,2,5,5,1,2,3,0,3,5,1,2,2,6,0,5,3,2,1,2,0,0,5,6,1,2,3,2,5,2,1,6,4,5,5,10,5,10,10,10,10,10,10,9,10,9,10,10,10,9,9,8,10,9,9,9,9,8,8,10,10,8,10,8,9,10,9,9,10,10,9,8,10,7,10,9,10,7,0.5761104332805836,0.5939393939393938
10,10,6,5,3,1,5,2,1,4,1,5,2,3,3,2,1,4,3,4,1,1,2,5,6,1,2,2,1,4,5,2,2,3,6,0,5,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,8,10,9,9,9,9,8,8,10,10,7,10,9,9,9,9,8,10,10,9,8,10,8,10,9,10,8,0.7272327256658184,0.4111111111111113
10,10,7,6,3,3,3,2,1,4,1,4,2,3,0,3,1,4,2,4,1,2,4,5,6,1,1,2,8,5,5,1,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,8,10,9,9,9,8,9,8,10,10,7,10,9,8,9,9,9,10,9,9,8,10,8,10,8,10,8,0.8020110206791825,0.34141414141414156
10,10,6,5,3,1,5,3,1,3,1,5,2,2,3,3,0,4,3,4,2,1,2,5,5,0,3,2,1,2,4,1,3,3,5,0,5,1,3,1,2,6,0,2,4,2,5,0,4,5,2,1,5,1,2,6,1,2,5,2,7,5,10,10,9,10,10,8,10,10,9,9,8,10,9,9,9,9,7,7,10,10,9,10,8,9,10,9,8,10,10,9,7,10,7,9,9,10,7,0.5446796726179972,0.644444444444444
10,10,7,5,3,1,5,2,1,4,1,4,2,3,3,3,2,4,2,4,1,1,2,5,5,1,2,3,0,2,5,1,2,2,6,2,5,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,9,9,9,9,7,8,10,10,7,9,8,9,9,8,8,10,10,9,9,10,8,9,9,10,7,0.7323457414347326,0.40303030303030324
10,10,7,5,3,1,5,2,1,4,1,4,2,3,2,3,0,4,3,4,1,1,2,5,6,1,2,3,0,5,5,1,2,2,6,1,5,3,2,2,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,10,9,9,9,8,8,10,10,7,10,8,9,8,9,9,10,10,9,8,10,8,10,9,10,7,0.7066199722798419,0.43232323232323255
10,10,6,5,3,1,5,2,1,3,1,5,2,2,3,3,1,4,3,4,2,1,2,5,5,0,3,3,0,1,5,0,3,2,5,0,5,2,5,1,3,0,0,5,2,2,4,0,2,6,2,2,6,4,1,5,5,5,5,3,5,9,10,10,9,10,10,10,10,10,9,9,10,10,9,9,9,9,7,7,10,10,9,10,8,9,10,10,7,10,10,9,7,10,7,10,10,9,8,0.5511880351162345,0.633333333333333
10,10,8,7,0,3,7,3,10,10,9,10,10,10,10,10,7,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,9,8,10,10,8,9,10,10,10,10,10,10,10,10,10,10,9,10,8,7,9,10,8,9,7,10,7,9,9,7,10,7,9,10,7,9,8,9,10,8,9,10,8,4,10,3,5,10,4,9,9,1.1883741955230607,0.10101010101010101
10,10,7,5,3,1,5,2,1,4,1,4,2,2,2,3,1,4,3,4,0,1,2,5,6,1,3,2,1,2,5,2,2,2,6,1,5,2,3,2,5,2,2,5,5,5,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,10,9,10,9,8,8,10,10,7,10,9,9,9,9,9,10,10,9,9,10,8,10,9,10,8,0.6603950534999378,0.4828282828282831
10,10,7,6,0,3,4,2,1,3,1,5,3,5,1,3,0,4,3,5,1,2,1,5,6,1,2,10,1,5,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,10,10,10,9,7,10,8,10,9,8,9,8,10,10,7,9,8,8,9,10,8,10,10,9,9,10,8,10,9,10,9,0.8289178988318271,0.32121212121212134
10,10,7,6,3,2,2,2,1,4,1,5,2,3,3,3,2,4,2,4,1,2,2,2,5,1,2,4,1,2,5,1,2,4,6,6,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,8,10,9,9,9,8,8,8,10,10,8,9,9,9,9,9,9,10,10,9,9,10,8,10,9,10,8,0.7452111553701292,0.3919191919191921
10,10,7,5,3,1,4,2,1,3,1,4,2,3,3,3,1,4,2,4,0,3,2,6,6,2,2,2,1,5,5,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,9,10,8,10,9,10,9,8,9,8,10,10,7,9,8,9,9,9,9,10,10,9,9,10,8,10,9,9,8,0.7900083814969466,0.35050505050505065
10,10,6,5,3,1,5,2,1,3,2,5,2,2,3,4,1,4,3,4,1,1,2,4,5,1,2,2,0,3,5,1,2,2,6,0,5,2,2,2,2,1,1,5,4,2,2,1,2,5,5,5,8,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,9,10,10,10,9,10,7,7,10,10,8,10,9,9,10,9,9,10,10,9,7,10,7,10,9,10,7,0.6026092946118384,0.5545454545454546
