0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,10,6,5,5,2,5,0,0,5,2,1,5,1,5,1,3,3,2,3,2,2,1,5,1,3,2,2,5,6,1,3,0,2,2,9,1,4,2,0,0,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,10,10,10,10,10,7,10,10,9,10,10,10,9,10,10,10,9,10,9,10,7,6,9,6,10,7,9,10,9,7,7,7,9,10,7,9,9,7,9,0.6829630865787677,0.45151515151515176
10,10,7,5,2,2,6,0,0,5,2,1,5,2,2,2,4,3,1,3,3,2,5,3,1,3,2,2,3,5,1,0,0,3,3,5,1,2,2,3,5,0,2,5,5,5,5,2,1,9,6,10,10,10,10,10,10,8,9,10,10,10,10,10,10,7,10,10,9,10,10,10,10,9,10,9,10,10,9,10,9,9,9,9,9,8,10,10,9,7,7,7,8,7,8,8,10,7,9,0.6147297366004235,0.5323232323232324
10,10,7,5,2,2,6,0,0,5,3,1,5,1,2,2,2,3,0,3,3,3,5,4,0,3,3,1,5,4,3,1,2,1,7,5,1,5,2,3,4,0,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,10,10,10,10,10,7,10,10,10,10,10,10,9,10,10,10,10,10,9,10,7,10,9,9,10,7,10,10,8,7,7,7,9,10,7,8,9,8,9,0.6733205550002971,0.4626262626262629
10,10,7,5,3,2,6,0,0,5,2,1,5,2,2,2,4,2,0,3,3,2,5,3,0,3,3,2,4,6,0,0,3,4,3,2,0,5,2,2,5,0,2,2,1,10,5,2,5,5,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,7,10,10,10,10,10,10,9,9,10,9,10,10,9,9,8,9,10,9,10,7,10,10,9,7,7,7,8,7,10,8,9,7,9,0.6215346191813896,0.5232323232323234
10,10,5,5,2,3,5,0,0,5,3,1,5,1,5,2,2,4,2,3,2,4,1,3,1,3,3,3,4,5,0,6,1,1,1,5,6,5,2,3,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,9,10,10,7,10,10,10,10,10,10,9,10,10,10,9,10,9,10,7,10,9,10,10,8,10,10,8,7,7,8,9,10,7,9,9,7,9,0.7025832926709116,0.43232323232323255
10,10,6,5,3,2,6,0,0,5,3,1,5,1,2,1,3,2,2,3,3,2,5,3,1,3,2,2,5,5,2,1,3,0,3,5,2,5,1,3,5,4,2,2,3,10,10,10,10,10,10,10,10,10,10,10,10,8,9,10,10,10,10,10,10,7,10,10,9,10,10,10,10,10,10,9,10,10,9,10,8,10,10,9,10,8,10,10,8,7,7,6,9,9,8,8,9,7,9,0.6551705844501561,0.4828282828282831
10,10,6,5,2,2,5,3,2,5,0,0,5,0,2,2,5,3,3,6,4,2,3,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,9,10,10,10,7,10,10,10,10,10,10,9,10,10,10,10,10,8,10,7,10,9,9,9,10,10,10,7,8,6,6,10,10,8,9,9,9,9,0.9154538197771819,0.2616161616161617
10,10,7,2,3,2,6,0,3,2,4,2,3,3,1,3,3,5,0,3,2,2,5,3,0,6,3,1,3,6,1,0,3,4,1,5,0,2,5,3,2,1,5,2,1,5,1,1,3,3,1,2,3,6,3,1,5,2,2,0,5,2,3,3,2,4,4,5,9,10,10,10,10,10,10,9,10,10,9,9,9,8,9,4,9,9,10,5,10,9,8,9,8,7,9,9,9,7,5,0.5128634549995412,0.7131313131313125
10,10,5,5,3,3,5,0,3,5,3,1,4,1,2,2,2,3,2,5,2,4,1,3,1,4,3,2,4,5,1,1,3,1,0,5,4,5,5,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,9,10,8,10,7,10,9,10,10,8,10,10,7,7,8,7,9,10,7,9,9,7,10,0.7150314191840313,0.4212121212121214
10,10,9,5,1,5,5,10,10,10,9,7,10,9,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,9,10,10,9,7,10,10,10,10,10,10,9,6,9,10,9,10,8,10,7,9,8,9,10,10,10,9,8,9,9,7,10,10,7,9,6,9,9,1.2209169738022456,0.09090909090909091
10,10,7,2,3,2,6,0,3,2,4,1,3,3,1,3,3,5,0,2,2,2,5,3,0,5,2,1,3,9,1,0,3,4,1,5,0,2,4,2,5,1,5,3,1,5,1,1,3,3,1,2,2,6,2,2,5,2,2,0,5,5,5,10,10,1,9,10,9,10,10,10,10,9,10,9,10,10,9,9,9,8,10,10,9,9,10,10,10,9,8,9,8,7,9,6,10,7,10,0.5327807475960784,0.6727272727272723
10,10,5,5,2,3,5,0,3,5,3,1,5,1,5,2,3,3,1,3,2,4,1,3,0,3,3,2,5,3,3,1,3,1,0,5,4,5,5,0,9,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,10,10,10,7,10,10,10,10,10,10,9,10,10,10,9,10,8,10,7,9,9,10,10,5,10,10,8,7,7,7,9,10,7,9,9,8,9,0.6936500431550207,0.44141414141414165
10,10,5,5,2,3,5,3,2,5,0,0,6,0,2,2,6,1,2,2,5,7,2,5,0,0,2,2,5,5,1,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,8,10,7,10,9,9,9,10,10,10,7,8,9,7,10,10,8,9,9,8,9,0.8051830216527224,0.34141414141414156
10,10,6,5,2,3,5,3,2,5,1,0,5,0,2,2,5,0,2,1,5,3,2,2,9,6,3,2,5,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,7,10,10,10,10,10,10,9,10,10,10,10,10,8,10,7,10,9,9,10,9,10,10,7,9,9,7,9,10,8,9,9,9,9,0.8427364098405828,0.3111111111111112
10,10,5,5,2,2,5,3,2,4,0,4,5,1,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,9,10,10,10,7,10,10,10,10,10,10,9,9,10,10,9,10,8,10,7,9,7,9,10,10,10,9,7,9,9,7,10,10,8,9,9,9,9,1.0517358160390216,0.18080808080808083
