0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,10-p utility,10-p reliability
10,9,7,5,3,2,2,3,4,2,2,4,2,2,3,2,3,3,0,5,3,2,2,3,4,2,1,5,1,2,3,2,5,2,2,0,6,1,2,2,7,1,4,3,6,3,1,0,4,5,10,10,10,10,10,10,8,10,10,10,10,10,10,9,9,10,10,10,10,10,9,9,10,10,10,9,10,10,10,10,10,8,7,10,9,10,9,7,10,10,9,9,10,10,10,10,9,8,9,0.6232795135521391,0.5333333333333334
10,9,7,5,4,2,2,3,3,2,2,2,2,2,3,5,3,3,0,5,0,2,2,4,4,3,2,3,2,3,2,2,5,1,3,1,5,2,0,3,4,0,2,3,7,1,5,0,5,5,0,5,5,1,2,5,2,3,5,0,3,9,10,9,9,10,10,10,10,10,10,9,10,10,10,9,10,9,10,10,10,7,9,10,9,9,8,7,10,9,10,9,10,10,10,10,10,8,6,0.552631972043631,0.643434343434343
10,10,7,5,3,2,2,3,4,1,3,3,2,2,3,1,3,4,1,4,3,1,2,3,4,2,1,7,2,1,2,5,10,5,10,10,10,10,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,9,9,10,10,10,10,9,7,10,10,10,7,7,10,10,10,8,10,10,10,9,10,8,6,0.7806686876412119,0.3616161616161618
10,9,7,5,3,2,2,3,4,2,2,2,2,2,3,3,3,4,1,5,3,2,2,4,3,2,2,5,2,2,2,2,5,3,2,0,6,1,2,2,4,1,3,3,5,3,5,0,5,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,8,7,10,9,10,8,7,10,10,10,9,10,10,9,10,9,8,6,0.6329281848490106,0.5222222222222224
10,9,7,5,3,2,2,3,4,2,2,4,2,2,3,2,3,3,0,5,3,2,2,2,4,3,1,6,2,2,3,2,5,3,2,0,6,2,1,3,3,1,2,3,6,4,2,0,3,5,1,10,9,6,10,10,7,10,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,8,8,10,10,10,8,7,10,10,10,9,10,10,9,10,9,8,9,0.61137971038728,0.5505050505050506
10,9,7,5,4,2,2,3,3,2,2,3,2,2,3,2,3,3,0,6,3,2,2,3,4,3,2,2,3,2,2,2,5,2,4,0,6,2,1,0,5,1,2,3,5,0,5,0,5,5,2,5,5,6,5,10,9,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,10,10,10,9,10,10,10,10,10,8,8,10,9,9,8,7,10,10,10,9,10,10,10,10,9,8,9,0.5958868799644759,0.5727272727272726
10,9,7,5,3,2,2,2,4,2,2,4,2,2,3,2,2,3,1,5,3,2,2,2,4,2,2,5,2,2,2,2,5,3,1,1,6,2,2,2,6,1,2,3,5,7,3,7,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10,10,8,7,10,10,10,8,7,10,10,10,9,10,10,10,10,9,8,9,0.6452439086184717,0.5040404040404043
10,9,7,5,3,2,2,3,4,2,2,3,2,2,3,2,4,3,0,5,1,2,3,2,3,3,1,7,2,2,3,2,5,1,2,1,6,2,0,0,3,1,2,3,7,2,4,0,5,5,1,5,2,1,2,10,1,3,5,5,10,10,10,9,9,10,10,10,9,10,10,9,10,10,10,9,10,10,10,10,10,7,9,10,9,10,8,7,10,9,10,9,10,10,10,10,9,8,9,0.56150179033287,0.6232323232323229
10,9,7,5,4,2,2,2,4,2,2,3,2,2,3,2,3,4,0,5,3,2,2,3,4,3,1,3,3,2,2,2,5,2,2,1,5,2,2,1,4,1,2,3,6,0,4,0,1,4,2,5,1,2,2,5,5,2,3,3,2,9,5,9,10,4,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,8,9,10,9,10,8,7,10,10,10,9,10,10,10,10,10,8,9,0.5421760134791184,0.6646464646464642
10,9,7,5,4,2,2,2,4,2,1,3,2,2,3,2,3,4,0,5,3,2,2,2,4,3,1,4,3,2,2,2,5,2,2,1,5,2,2,1,5,1,2,3,6,3,4,0,1,2,6,5,6,1,2,5,6,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,8,9,10,9,10,9,7,10,10,10,9,10,10,9,10,9,8,9,0.580933451453535,0.5949494949494948
10,10,7,5,2,2,2,3,4,1,3,3,2,2,3,1,3,4,1,5,3,2,3,3,3,2,2,6,2,1,4,2,5,2,3,4,10,10,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,9,8,10,9,10,7,7,10,10,10,9,10,10,10,9,10,8,9,0.7493416712053469,0.3919191919191921
10,9,7,5,3,2,2,3,4,2,3,3,2,2,3,3,3,4,0,2,3,2,3,3,4,3,1,5,2,2,2,2,5,1,2,2,6,1,2,2,6,5,2,10,10,10,10,9,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,9,7,10,10,10,8,7,10,10,10,10,10,10,10,10,9,7,9,0.681466027833125,0.4606060606060609
10,10,7,5,3,2,2,3,4,1,3,3,3,2,2,1,3,4,1,2,3,5,3,2,4,1,1,4,2,1,2,3,5,3,6,2,5,2,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,9,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,9,7,9,10,10,8,7,10,10,10,9,9,10,10,10,10,8,9,0.726624397547161,0.41212121212121233
10,9,7,5,4,2,2,2,3,2,2,4,2,2,3,2,3,4,0,5,3,2,2,3,4,3,2,4,2,3,2,2,5,0,2,1,6,2,2,1,5,1,2,3,5,3,4,0,2,5,0,5,5,1,2,10,7,1,10,9,1,10,10,10,10,10,10,10,9,10,10,9,10,10,10,10,10,10,10,10,10,8,9,10,9,10,9,7,10,10,10,9,10,10,10,10,10,8,9,0.5737495617460636,0.6111111111111109
10,10,4,6,3,3,2,5,5,1,0,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,9,10,10,9,10,10,9,8,10,10,9,9,8,9,10,10,10,9,8,9,9,10,9,10,7,10,7,10,8,8,10,10,10,7,9,10,10,9,10,8,6,1.1096189850895029,0.1505050505050505
10,10,7,5,3,2,2,3,4,1,3,2,2,2,5,1,2,4,1,3,3,2,5,3,3,2,1,7,2,0,5,4,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,9,9,10,10,10,10,9,8,10,10,10,8,7,10,10,10,8,10,10,10,10,10,8,9,0.7962635392497878,0.35151515151515167
10,10,7,5,3,3,2,5,4,2,0,2,2,2,5,1,2,4,1,6,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,9,10,9,10,10,10,9,9,9,9,10,10,8,8,10,9,9,7,8,10,10,10,8,9,10,10,9,10,8,9,0.935660410767469,0.25050505050505056
10,10,7,5,3,2,2,3,4,3,0,2,3,2,5,1,2,5,1,5,2,2,5,5,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,9,9,10,10,9,9,9,9,10,10,8,8,10,9,9,7,7,10,10,10,8,9,10,10,9,10,8,9,0.8733939749573438,0.290909090909091
10,10,7,4,3,2,2,3,4,2,3,2,3,2,5,1,3,5,1,2,3,2,3,3,2,2,1,7,3,4,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,8,10,10,9,10,10,10,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,9,9,9,10,10,10,10,8,10,9,10,7,7,10,10,10,8,10,10,10,10,10,8,9,0.8220237858051718,0.33131313131313145
10,10,7,5,2,2,2,3,4,1,3,3,3,2,3,1,3,4,1,4,0,5,3,3,5,2,1,3,5,1,4,2,5,2,5,5,10,10,10,10,9,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,9,8,10,9,10,7,7,10,10,10,7,10,10,10,9,10,8,9,0.7565695414839202,0.382828282828283
10,10,7,5,3,3,3,5,3,1,0,5,2,5,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,9,10,9,10,10,9,10,10,9,9,10,10,9,10,8,9,10,10,10,9,8,9,9,10,9,10,7,10,7,10,8,8,10,10,10,7,9,10,10,9,10,8,9,1.0694129279513784,0.17070707070707072
