epsilon_progress,nfe
0,0
20,100
61,1193
108,2286
146,3384
186,4483
221,5578
258,6578
303,7672
348,8769
380,9860
424,10959
449,12056
478,13151
506,14246
534,15339
562,16433
591,17532
609,18629
641,19726
654,20741
675,21876
696,23010
720,24137
739,25271
767,26407
779,27541
794,28677
816,29806
834,30937
852,32065
870,33198
886,34330
898,35460
908,36589
923,37719
931,38853
948,39981
956,41114
969,42248
979,43381
993,44514
1008,45650
1017,46783
1032,47913
1038,49045
1051,50179
1063,51314
1073,52447
1084,53582
1092,54718
1103,55846
1113,56981
1125,58114
1136,59245
1143,60381
1150,61514
1159,62647
1167,63775
1180,64910
1187,66042
1200,67173
1207,68304
1210,69432
1215,70564
1220,71692
1232,72826
1239,73959
1244,75090
1250,76221
1258,77353
1271,78487
1276,79621
1282,80757
1294,81889
1303,83021
1307,84147
1318,85280
1327,86415
1334,87549
1341,88683
1349,89817
1362,90948
1367,92077
1375,93210
1382,94342
1394,95476
1403,96605
1412,97738
1415,98869
1420,99998
1427,101130
1438,102266
1447,103396
1455,104528
1467,105659
1473,106791
1477,107923
1480,109058
1486,110191
1488,111324
1493,112458
1498,113592
1504,114726
1509,115861
1518,116997
1524,118132
1527,119265
1533,120399
1536,121530
1543,122663
1550,123796
1557,124927
1562,126059
1569,127191
1570,128324
1578,129452
1582,130586
1585,131718
1595,132852
1597,133987
1601,135121
1610,136255
1616,137390
1621,138525
1624,139659
1632,140791
1637,141924
1639,143058
1643,144193
1646,145327
1649,146460
1653,147590
1657,148720
1665,149855
1668,150989
1670,152119
1672,153251
1679,154376
1684,155511
1687,156646
1689,157782
1694,158916
1695,160050
1696,161182
1697,162295
1699,163399
1700,164499
1705,165599
1710,166701
1713,167802
1719,168905
1723,170007
1730,171111
1735,172214
1738,173316
1743,174418
1746,175518
1750,176621
1755,177722
1755,178825
1761,179924
1771,181023
1774,182127
1781,183228
1785,184326
1788,185424
1792,186525
1795,187628
1799,188730
1803,189832
1806,190934
1812,192034
1816,193129
1820,194231
1828,195332
1832,196432
1837,197529
1838,198633
1839,199733
1842,200833
1847,201935
1853,203036
1857,204137
1858,205236
1864,206337
1866,207440
1866,208538
1867,209626
1870,210720
1874,211808
1875,212901
1878,213992
1880,215080
1887,216175
1890,217271
1892,218363
1897,219460
1900,220560
1904,221662
1905,222764
1909,223863
1911,224963
1915,226067
1920,227167
1922,228268
1925,229370
1928,230471
1929,231571
1931,232674
1934,233776
1938,234874
1938,235978
1940,237082
1945,238182
1950,239285
1952,240386
1956,241490
1960,242588
1961,243690
1963,244793
1964,245894
1969,246989
1969,248089
1970,249189
1971,250288
1973,251381
1974,252480
1978,253583
1982,254680
1983,255780
1987,256877
1989,257977
1990,259079
1996,260176
1998,261276
2002,262378
2006,263477
2011,264578
2015,265680
2016,266780
2019,267880
2021,268984
2021,270084
2024,271186
2025,272285
2026,273386
2030,274486
2034,275588
2036,276684
2036,277785
2039,278888
2043,279988
2046,281091
2046,282193
2048,283295
2051,284394
2054,285495
2054,286597
2055,287698
2062,288800
2064,289901
2066,290995
2069,292099
2072,293197
2074,294298
2077,295400
2077,296502
2078,297604
2082,298706
2083,299809
2084,300910
2090,302012
2091,303113
2092,304217
2093,305317
2097,306419
2103,307520
2106,308610
2109,309712
2110,310813
2112,311915
2113,313018
2115,314114
2118,315215
2120,316314
2121,317415
2125,318513
2129,319613
2131,320714
2133,321812
2134,322909
2134,324011
2137,325114
2139,326211
2140,327313
2143,328416
2144,329517
2146,330616
2148,331718
2148,332820
2150,333922
2150,335023
2151,336126
2154,337222
2158,338326
2160,339430
2162,340528
2163,341630
2164,342732
2166,343832
2168,344935
2168,345993
2168,347095
2168,348194
2170,349296
2174,350400
2175,351502
2179,352606
2181,353704
2181,354806
2185,355908
2187,357012
2188,358112
2192,359212
2194,360316
2200,361417
2202,362519
2208,363619
2211,364719
2215,365823
2218,366924
2221,368026
2229,369124
2231,370225
2233,371321
2233,372421
2235,373524
2238,374624
2240,375724
2241,376820
2241,377920
2243,379021
2245,380122
2247,381216
2249,382310
2250,383410
2254,384508
2258,385606
2261,386707
2262,387809
2265,388913
2269,390011
2272,391110
2276,392213
2276,393314
2277,394414
2278,395516
2280,396616
2281,397719
2284,398817
2288,399916
2292,401017
2293,402119
2294,403220
2301,404321
2303,405425
2305,406526
2306,407625
2308,408726
2313,409828
2314,410926
2314,412025
2316,413119
2318,414221
2321,415315
2327,416419
2329,417520
2330,418622
2333,419724
2337,420824
2338,421926
2341,423021
2347,424124
2348,425227
2350,426330
2352,427432
2354,428530
2356,429630
2362,430725
2365,431827
2369,432929
2370,434029
2375,435130
2376,436233
2377,437331
2380,438431
2382,439529
2385,440633
2388,441732
2388,442834
2390,443934
2391,445037
2395,446138
2397,447239
2402,448338
2405,449432
2408,450532
2409,451629
2411,452731
2411,453832
2412,454932
2415,456035
2416,457135
2418,458233
2420,459333
2420,460435
2423,461536
2427,462638
2431,463740
2432,464842
2435,465940
2436,467040
2437,468141
2439,469241
2441,470338
2443,471442
2448,472544
2450,473644
2451,474743
2451,475845
2452,476942
2454,478044
2460,479146
2462,480249
2464,481351
2464,482453
2467,483556
2468,484657
2470,485759
2472,486860
2472,487962
2473,489065
2476,490166
2479,491268
2482,492370
2484,493469
2485,494566
2488,495668
2489,496769
2490,497869
2495,498967
2500,500068
2501,501166
2502,502269
2502,503369
2503,504468
2506,505570
2509,506671
2509,507775
2510,508876
2512,509980
2516,511083
2517,512184
2520,513287
2521,514384
2522,515484
2524,516588
2525,517690
2527,518790
2531,519891
2532,520990
2535,522089
2536,523189
2538,524293
2539,525393
2542,526496
2543,527599
2544,528702
2544,529851
2544,530851
2544,532049
2547,533247
2551,534445
2553,535643
2556,536839
2557,538035
2560,539231
2561,540429
2565,541626
2568,542824
2569,543824
2569,544824
2573,546018
2575,547216
2579,548413
2582,549611
2583,550611
2584,551809
2586,553006
2589,554200
2592,555397
2595,556595
2599,557789
2603,558987
2607,560183
2608,561380
2610,562575
2613,563768
2614,564964
2617,566157
2620,567157
2624,568355
2629,569552
2630,570747
2631,571939
2635,573128
2635,574322
2639,575517
2641,576714
2645,577912
2647,579100
2648,580295
2649,581487
2651,582679
2654,583870
2659,585061
2663,586254
2667,587443
2667,588629
2668,589820
2673,590995
2676,592182
2676,593378
2679,594576
2680,595775
2683,596972
2685,598167
2686,599364
2689,600563
2689,601758
2691,602956
2692,604153
2692,605347
2694,606546
2698,607738
2700,608930
2703,609930
2704,611124
2706,612323
2709,613522
2710,614717
2711,615717
2711,616717
2713,617717
2713,618914
2715,619914
2717,621108
2720,622306
2720,623503
2722,624700
2723,625894
2724,627089
2729,628089
2730,629284
2732,630479
2735,631677
2736,632871
2736,633871
2738,635068
2742,636261
2744,637458
2747,638656
2748,639656
2748,640656
2749,641853
2750,643052
2751,644249
2752,645446
2753,646446
2753,647446
2756,648643
2756,649842
2758,651039
2759,652232
2760,653232
2760,654431
2762,655431
2762,656629
2762,657629
2763,658825
2763,659825
2763,661024
2764,662223
2764,663223
2765,664421
2767,665618
2769,666618
2771,667618
2773,668817
2775,670013
2775,671208
2775,672405
2776,673602
2777,674602
2778,675799
2779,676998
2780,677998
2782,679194
2782,680390
2782,681390
2787,682588
2788,683588
2789,684785
2790,685785
2791,686984
2792,687984
2793,689180
2795,690180
2798,691377
2800,692574
2800,693773
2802,694971
2804,696169
2804,697368
2805,698565
2805,699761
2806,700959
2806,702156
2808,703355
2809,704553
2811,705750
2816,706948
2818,707948
2818,708948
2820,709948
2821,711144
2821,712343
2821,713540
2822,714738
2822,715937
2822,717132
2822,718132
2822,719132
2825,720132
2826,721330
2827,722528
2828,723724
2828,724724
2829,725922
2832,727118
2833,728316
2833,729329
2833,730397
2834,731467
2834,732536
2836,733605
2837,734671
2838,735737
2840,736803
2840,737868
2842,738937
2843,740002
2846,741068
2848,742137
2848,743203
2849,744268
2849,745337
2849,746407
2849,747474
2851,748542
2852,749607
2853,750675
2853,751745
2855,752813
2857,753879
2859,754941
2860,756006
2860,757069
2860,758135
2861,759199
2863,760268
2864,761335
2864,762404
2865,763467
2868,764534
2868,765601
2869,766663
2870,767729
2870,768796
2870,769865
2874,770933
2875,772000
2878,773065
2878,774129
2879,775195
2879,776261
2879,777326
2881,778385
2881,779446
2883,780509
2884,781573
2885,782632
2886,783689
2887,784751
2888,785808
2889,786868
2890,787919
2890,788970
2890,790016
2891,791060
2893,792123
2894,793193
2894,794258
2894,795321
2895,796387
2898,797457
2900,798527
2902,799594
2903,800661
2904,801729
2904,802797
2905,803865
2906,804935
2906,806004
2907,807074
2909,808142
2909,809208
2910,810272
2912,811342
2912,812411
2912,813479
2914,814543
2914,815612
2915,816681
2916,817750
2916,818812
2917,819880
2918,820943
2920,822009
2921,823076
2923,824146
2923,825214
2924,826283
2924,827352
2924,828421
2924,829488
2925,830554
2925,831620
2925,832689
2925,833753
2925,834823
2925,835890
2926,836959
2926,838028
2926,839098
2927,840167
2928,841231
2929,842297
2929,843366
2930,844432
2931,845498
2931,846567
2932,847635
2933,848703
2933,849768
2935,850836
2938,851902
2940,852965
2941,854030
2942,855098
2944,856164
2944,857233
2944,858297
2945,859364
2945,860432
2945,861500
2945,862566
2945,863634
2946,864702
2946,865766
2947,866834
2948,867903
2948,868969
2948,870036
2948,871104
2948,872173
2950,873242
2950,874309
2950,875377
2953,876444
2953,877512
2956,878581
2956,879651
2956,880721
2957,881791
2958,882857
2960,883926
2960,884993
2960,886062
2961,887131
2961,888201
2963,889267
2965,890334
2966,891402
2966,892467
2967,893536
2967,894605
2968,895671
2968,896738
2969,897808
2969,898875
2969,899943
2969,901005
2969,902074
2970,903143
2970,904209
2970,905273
2970,906341
2970,907408
2971,908478
2973,909547
2973,910616
2975,911683
2976,912748
2977,913815
2977,914882
2977,915946
2979,917013
2979,918080
2981,919148
2981,920213
2982,921280
2982,922345
2985,923410
2988,924476
2990,925545
2990,926610
2991,927680
2992,928746
2992,929816
2993,930884
2993,931953
2994,933023
2995,934092
2995,935161
2995,936229
2997,937299
2998,938367
2998,939437
2998,940506
2999,941575
2999,942629
2999,943745
3001,944863
3002,945981
3002,947098
3002,948215
3002,949333
3003,950452
3003,951571
3004,952686
3005,953805
3007,954922
3009,956040
3009,957159
3009,958278
3009,959398
3010,960516
3012,961634
3012,962753
3012,963871
3012,964987
3013,966105
3014,967221
3015,968338
3016,969456
3018,970576
3021,971692
3023,972807
3024,973922
3026,975038
3026,976156
3029,977272
3029,978390
3031,979503
3032,980617
3032,981733
3033,982849
3036,983965
3037,985080
3039,986194
3040,987301
3040,988404
3040,989507
3041,990604
3042,991686
3042,992773
3043,993865
3044,994949
3046,996031
3048,997110
3048,998206
3050,999288
