epsilon_progress,nfe
0,0
3,100
34,1195
55,2291
76,3389
86,4484
99,5577
102,6669
109,7759
116,8844
122,9867
123,10917
128,11950
129,12981
130,14005
134,15030
137,16045
138,17057
139,18059
139,19066
139,20070
144,21095
145,22113
147,23131
147,24150
148,25163
148,26187
149,27205
149,28224
150,29250
150,30280
152,31309
153,32339
153,33357
153,34372
153,35385
154,36407
155,37441
156,38478
156,39505
157,40509
157,41512
157,42538
157,43539
157,44560
157,45593
157,46616
157,47633
157,48662
157,49672
157,50695
157,51726
158,52743
158,53762
158,54786
158,55808
158,56840
158,57841
158,58876
158,59888
159,60908
159,61941
159,62951
159,63951
159,64980
159,66012
159,67020
160,68026
160,69057
160,70059
160,71076
160,72114
160,73115
160,74116
160,75118
160,76138
160,77160
160,78165
160,79174
160,80189
160,81189
160,82192
160,83194
160,84195
161,85221
161,86227
161,87230
161,88252
161,89270
161,90318
161,91358
161,92386
161,93399
161,94426
161,95458
161,96464
161,97492
161,98516
161,99522
161,100524
161,101528
161,102559
161,103589
161,104613
162,105651
162,106670
162,107695
162,108710
162,109739
162,110784
162,111828
162,112848
163,113876
163,114914
163,115946
163,116986
163,118003
163,119042
164,120051
164,121079
164,122088
164,123120
164,124126
164,125146
164,126147
164,127185
164,128207
164,129229
164,130250
164,131254
165,132295
165,133308
165,134335
165,135340
165,136365
165,137373
165,138402
165,139439
165,140456
166,141456
166,142464
166,143492
166,144502
166,145513
166,146513
166,147537
166,148540
166,149551
166,150577
166,151591
166,152595
166,153616
166,154639
166,155670
166,156672
166,157673
166,158674
166,159682
166,160708
166,161716
166,162737
166,163752
166,164752
166,165752
166,166770
166,167774
166,168780
166,169793
166,170815
166,171818
166,172849
166,173859
166,174863
166,175868
166,176886
166,177916
166,178943
166,179949
166,180955
166,181975
166,182987
166,184017
166,185034
166,186045
166,187071
166,188085
166,189103
166,190117
166,191137
166,192139
166,193157
166,194173
167,195189
167,196191
167,197203
167,198227
167,199243
