epsilon_progress,nfe
0,0
12,100
42,1192
72,2287
105,3386
127,4483
137,5580
159,6677
173,7769
182,8863
192,9961
206,11050
212,12148
214,13247
226,14247
230,15332
231,16424
233,17504
237,18545
238,19607
239,20683
240,21685
240,22685
241,23688
242,24705
242,25779
243,26783
243,27794
243,28876
244,29893
244,30970
244,31981
244,33011
244,34086
244,35089
244,36108
245,37121
247,38146
247,39172
248,40185
248,41185
249,42194
250,43210
250,44239
250,45275
251,46359
252,47368
252,48402
252,49425
252,50456
252,51494
252,52545
253,53585
253,54600
253,55627
253,56656
253,57676
254,58746
255,59771
255,60820
256,61902
257,62971
257,63971
257,65049
257,66051
260,67124
260,68196
261,69240
261,70294
261,71356
261,72421
261,73489
261,74570
261,75652
262,76693
262,77751
263,78814
263,79872
264,80905
264,81990
265,83075
265,84129
265,85200
265,86241
265,87318
265,88372
268,89414
268,90468
270,91511
270,92559
270,93595
272,94624
272,95665
273,96705
273,97712
276,98747
276,99819
277,100875
277,101907
278,102948
279,103950
280,104981
281,106011
281,107066
283,108101
286,109117
288,110130
288,111155
290,112186
291,113223
293,114251
293,115272
293,116289
293,117349
293,118363
293,119367
294,120407
294,121429
294,122467
295,123509
295,124548
295,125598
296,126649
296,127657
296,128710
299,129780
299,130839
299,131902
301,132941
301,133989
301,135006
301,136042
302,137099
302,138146
302,139202
303,140221
303,141253
303,142295
303,143333
304,144373
304,145386
304,146407
304,147445
304,148510
304,149573
304,150604
304,151644
304,152665
304,153686
304,154739
305,155782
305,156848
305,157894
305,158928
305,159968
306,160987
306,162056
306,163079
307,164176
307,165244
307,166270
307,167305
307,168383
307,169459
307,170505
307,171508
308,172560
308,173595
309,174635
309,175672
309,176687
309,177717
310,178746
310,179748
310,180789
310,181810
310,182829
310,183883
310,184929
310,185968
310,187029
310,188067
310,189101
310,190158
310,191188
310,192241
310,193304
310,194339
310,195370
310,196450
310,197451
310,198499
310,199532
