fish_population_1,fish_population_2
8.703062443600263,8.53186677273207
5.245850122994394,9.313932886892859
7.068156009458163,8.995335817542644
4.227034783069699,9.458397747477052
8.566691153968883,8.5897179207468
8.446081197814621,8.636739696845897
7.487072369373017,8.900547132803823
8.384118008739229,8.657892207321066
7.135422295011079,8.981467194407214
7.269588127694792,8.952162838638026
8.627771232421082,8.563549979860634
6.861738256968792,9.037321569818081
8.789143744774753,8.49000557091511
9.180524306015288,8.075502529757948
8.520698835577344,8.60875977384405
5.359422031598274,9.296588133654812
8.58975826054612,8.579414708055001
8.822204577342271,8.473571578116873
4.199106817791083,9.461923178103902
8.418797285126653,8.645986329618685
8.492226171727063,8.619425697448793
5.7992228154849155,9.226127194202492
8.276060811253798,8.69377583642457
9.219853755312714,7.951624491972674
6.012179215365766,9.191238122058158
6.925702304455426,9.022408167754167
7.11717553438646,8.985317219219796
8.178870157598382,8.721740010357038
4.688194151801953,9.399061501157604
8.950399248889747,8.394496416378031
7.862491079375244,8.812397768905258
5.812962118078963,9.220941048260745
9.033395883088922,8.325196532402465
9.1660329232343,8.109421018281456
8.955860291936492,8.389920053093245
8.914402616268761,8.418885827772396
4.695259611883757,9.39696958776017
5.217956208716665,9.319750236749652
3.2939573928615107,9.585445161023483
1.8256930542401184,9.759459983924913
8.918721148163167,8.416492439085681
8.890293938928943,8.433685233684017
7.4819553986852245,8.904181114464048
7.094251439483163,8.988766121076846
7.852742038793213,8.813216478214619
9.078248266437257,8.273747190638673
7.15567843431681,8.977241171236956
6.169356309114675,9.164134093074667
8.865217016913947,8.446942812930196
9.073814414121825,8.280517801215144
8.133545470766867,8.737621033237524
8.580032390789576,8.583786241107866
8.962025176187627,8.385945204800729
7.667883850800266,8.861360002485691
7.564548133368253,8.88795146208024
7.7075311428926465,8.850765670689865
2.311706921284372,9.695069349301383
9.163908994327182,8.114396443925804
9.129340166179773,8.190733063462888
5.289525039440813,9.307012313938511
8.296109243621705,8.684673853576784
8.589265953130186,8.58077026214007
7.382161252261403,8.926636129174996
6.5844810973556225,9.090079371261892
5.0627177605486935,9.342495107447236
7.683793520022335,8.857296104484428
7.614613660793459,8.875706920274553
3.360143099640986,9.581506433413415
7.591940564566489,8.87921737235446
