fish_population_1,fish_population_2
5.372084566305105,9.198383563114753
9.662436533271363,1.8035064387095499
9.236970641523895,7.803067275388215
8.58665135571199,8.570065087675237
7.124608152409066,8.915171479688551
8.374662897389642,8.588062825075319
6.304253965185396,9.035957514111473
1.2676412043001544,9.781822774051985
9.648476925999583,2.0927763328004265
8.389420382564563,8.587488092230167
9.478057620471134,6.039210825164063
0.6461260025675815,9.86368168350864
9.778876315813335,0.5165704915137742
8.7768905271733,8.475989464385002
2.1795568141587998,9.655612455754808
8.138028086683097,8.691984300346316
5.849523228480917,9.198055764580339
3.2798736560478066,9.502439165419057
9.268616358594908,7.4960368621662585
8.757327101612415,8.497889923443052
1.361336314012388,9.746992826673951
3.380757419870142,9.450370177791237
6.836411600883024,8.964265138059076
0.9386027697512799,9.82786283291251
6.18450525138161,9.03859516213629
1.56176869961119,9.713033074767388
1.7065422714998797,9.711144332154305
1.3809237253618258,9.74625480088347
4.677940750888352,9.310582222155231
9.397536688105792,6.62026188542022
9.245531122013523,7.5994412721663265
9.243879970075572,7.784600798159769
7.5493855374824115,8.849060037715514
9.286090158787541,7.443293568275177
8.589535609961304,8.54620398353392
8.291482193059082,8.662212226976568
2.008843532770715,9.660066344449413
8.780290877338548,8.43899683788593
1.8721693670121584,9.700836392434681
4.28891420129677,9.359874634322873
9.574717350476067,5.047066129931223
7.065661449011736,8.961164027068428
9.383450596941996,6.741210236740407
7.734290859644742,8.801174284507805
9.086220894483269,8.300788313439815
9.409694658812338,6.503562501512677
8.350562649407475,8.599229618021852
8.790457573046833,8.43075844663351
6.396081833173314,9.02151089804495
0.9573407029281591,9.81980083885858
0.5,9.914361898416516
2.8202472862934673,9.576498801022133
6.633018103274895,9.01513746609685
7.844970601519837,8.749432413629695
6.32413616581323,9.022812570848876
1.471484537159047,9.73593221447808
4.44006444784678,9.318656606561817
9.455987644504086,6.258486699513583
1.036722364729867,9.790224655618847
7.677305101788656,8.836375214881107
8.963399284701248,8.399174022167143
9.17381556507743,8.02637609285862
7.333370297096485,8.885799609551698
2.264034539661455,9.655523726029454
6.044555901874799,9.086411661501394
4.315572683286124,9.336060686363918
7.4280398819157885,8.856545228390598
8.473127254607888,8.578016776779313
2.376721278925099,9.602392897730063
9.901273313662937,0.5
8.641693058453237,8.506421566399105
5.94765397409823,9.114251943967501
9.593680790443887,4.467318248084585
5.191187283709361,9.280306118414934
0.9220334523591489,9.842670957661865
8.596597776785856,8.541302817515733
3.328105508415438,9.459036024726315
2.5460632284845612,9.59688320383182
7.998626255807167,8.749275974081016
3.438695046085525,9.439738162019577
9.328577230101903,7.0913737069597085
0.7892260447326294,9.849083745559989
8.083506791757266,8.718649910295136
9.159845277333899,8.09304638024644
3.2584712092028223,9.545674594230096
7.799037557258921,8.79344239089493
3.9962931912393187,9.417547340020258
2.66658072336328,9.58967325112112
9.516024526472496,5.19233548248245
9.484740040091054,5.456805968882179
1.955139651380429,9.678621607642041
9.562270650760523,5.084128603311999
6.681850158241702,8.970907860013703
9.50133757605272,5.364855740776266
9.222017734458397,7.951303446440881
