fish_population_1,fish_population_2
9.270519039244304,7.444027992019598
8.747929079365633,8.453265216770697
7.26119628901867,8.905073896964081
9.370389175466304,6.714112394372977
7.734384214041593,8.803725475470038
1.8522252627769897,9.676314495172653
8.14600561003181,8.669320656288502
7.731453745980541,8.81141761332197
6.678720099564227,9.012321471531262
0.8760025420028685,9.805475295315555
9.868123294851804,0.5
2.150641547387935,9.650014519207438
1.8168812870106972,9.714441390065575
3.838052289261519,9.409792475234461
9.430079573394728,6.123535063588846
1.5870640543073726,9.732152731066178
4.258125426735641,9.395530301190139
7.0768066071376285,8.942067955893052
5.457882186200561,9.17027171033942
9.064253413176413,8.15728420979974
9.637657439833738,3.771492460120014
1.2303801108840293,9.765086451368218
8.257385837680681,8.663402685029594
5.53019734446905,9.16744443398266
6.689364103337086,9.005779068132643
9.720764845435554,2.68935905382417
2.218833344401003,9.647295765052208
7.086223054062119,8.925366178797951
9.018784259226818,8.19064473903441
7.259618907219133,8.916787080751407
7.965401537823631,8.744807910810398
8.74703700796779,8.464671994050843
3.8154470022161338,9.473119977412882
4.715381542679735,9.310095187935504
8.286005746541406,8.634826519503765
9.159534618238377,8.101537756844207
1.064267159853357,9.789475146547874
2.419857360680777,9.63313356397623
8.96230472852465,8.392807044450143
9.213270422844392,7.9586110414257405
5.384385036580688,9.237080173392528
8.13226168789195,8.691743788858917
7.87966444835803,8.79211965142213
1.9396722020782828,9.67072349177394
7.344098629896495,8.85537003036699
8.56593461060837,8.57827829360657
9.218936092268136,7.638648338298929
4.216434038510249,9.4031211696996
8.615532041572667,8.508346314609467
9.71111894097956,3.598653434759833
7.281974037343705,8.865517546882494
8.064429088573537,8.723702790368693
9.246159892685089,7.614923045908137
9.349559753901431,6.966986364455365
7.893200428346626,8.746899345812128
9.31145591912622,7.188476694192543
1.6221114536716472,9.723548529277256
2.7306416528715385,9.609255788916336
8.27506073891771,8.643222711550912
8.460006469865736,8.61474603193191
7.276708325154131,8.901379618871697
5.961270236253267,9.128572776299908
5.725722661922109,9.166365937727553
9.607879878740661,4.709827907528056
0.5,9.924546248551021
9.395455918694752,6.3811397428756385
8.378575840630974,8.628069040219323
1.839715102469453,9.682220052125384
9.395490768868534,6.291075920784532
8.771677411028215,8.443476070343237
0.8678304752957486,9.832045561251043
5.242215261089054,9.278616166667655
7.473443144520804,8.851089611600866
1.2430121745205034,9.761729466599327
9.549229421483691,5.344939199522149
1.148311632249316,9.785280882078204
9.216505156722091,7.80855535029253
5.852734373256343,9.135743220392495
6.475773660349183,9.09124524921581
7.094782360311133,8.920205910267248
8.027133156292848,8.724404578769892
6.958463207845584,8.990007243875237
9.46126757379296,6.10018716376753
7.150359212471519,8.918848013300128
9.171861412610916,8.042373349922462
3.082413842923578,9.54431786569483
8.969370115126793,8.27444491293122
0.735689512664988,9.844191421127004
1.0534153115229048,9.80282305312121
9.05549796415596,8.170190902064352
6.1077034303203295,9.108640220618728
8.213172177263266,8.663823941299139
9.621040690122202,4.635838188656897
8.419769840553656,8.615877550413243
9.002296735371834,8.243569215404765
3.535546027560706,9.495700791827165
1.4749746592885649,9.748497631990144
7.580289587707558,8.816478900993257
8.72641545817235,8.50512803834928
1.0031627303132553,9.804479735465508
8.91603699851804,8.429438518675788
9.036214504593232,8.178886061538487
