epsilon_progress,nfe
0,0
8,100
32,1196
46,2293
52,3392
52,4490
55,5588
55,6683
57,7780
57,8780
57,9872
57,10875
58,11888
58,12900
58,13915
58,14918
58,15926
58,16927
58,17935
58,18938
58,19946
