0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.328417486519595,0.32903388311038007,0.3288617418121037,0.3318586004965727,0.330561368834248,0.33045886810337,0.3302780706501384,0.32979179420165544,0.3311996098140371,0.3308700093168817,0.3305841844548945,0.3308078167910501,0.32982732500530704,0.32897222199664455,0.32955880406859767,0.32881602360787976,0.33042011943673416,0.32903369326005216,0.33041292502541636,0.32976745266499174
