0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.328417486519595,0.3300503419628896,0.32602176875552863,0.33185183703953514,0.3294879627458023,0.3301797763294049,0.3302780706501384,0.32680614094180765,0.32763189369192824,0.3298296797813969,0.33074290166348863,0.3308579593982742,0.3289555943259088,0.32920339863686787,0.3285892454698021,0.32983650200971815,0.33121013103567437,0.3292500043070872,0.33006857922359695,0.3296693287889787
