0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.329394609458843,0.32964597034353493,0.3290413388608433,0.3293056716811967,0.3304844778684642,0.32897110021427756,0.3280190987915983,0.32952214857198686,0.32917309729271566,0.328033994780916,0.32927664770069526,0.32916748523822636,0.3295177986420424,0.32928788950343985,0.32975643869363186,0.32899659225980477,0.3295992368416642,0.32938628965257105,0.32893363890996935,0.33006164193286275
