utility,reliability
1.3254354498615777,0.16161616161616163
1.0905815519430626,0.2727272727272728
0.7216312772369159,0.5656565656565656
0.5245487412524761,0.999999999999998
1.0120489485525728,0.3333333333333335
0.9853592620223027,0.3535353535353537
0.6432123463991094,0.6565656565656561
0.8725644182328673,0.4545454545454548
0.8247217416193104,0.48484848484848514
0.8398664977295834,0.47474747474747503
0.9498919652184876,0.3737373737373739
0.5342685215913754,0.8282828282828271
0.5593829130151442,0.7777777777777768
1.5016724039151643,0.09090909090909091
1.373485867489021,0.1414141414141414
0.9481026053431666,0.38383838383838403
1.051894092377056,0.30303030303030315
0.8517744776193104,0.4646464646464649
0.7567212732999797,0.5353535353535355
0.7429454840791986,0.5454545454545455
1.2584346202444905,0.19191919191919196
0.6840803995203776,0.6060606060606059
0.807831856111361,0.5252525252525254
0.8169398767060135,0.49494949494949525
1.2003054608543169,0.2222222222222223
0.913807183221761,0.40404040404040426
1.2106688729214656,0.21212121212121218
1.4071760831832594,0.1212121212121212
1.526565665117831,0.08080808080808081
1.290193992623317,0.17171717171717174
0.8972528944056672,0.4343434343434346
1.0379844717415443,0.31313131313131326
0.9021686572761065,0.4242424242424245
0.9979026201952188,0.3434343434343436
1.1644983019483688,0.2323232323232324
1.0155562888883465,0.32323232323232337
1.1071345482585568,0.2626262626262627
1.1415436701647426,0.24242424242424251
1.3773286876996167,0.1313131313131313
1.4468555102004939,0.1111111111111111
1.4529456009013924,0.10101010101010101
0.5775357667018872,0.7474747474747466
1.575628901241474,0.060606060606060615
1.0805707363361492,0.29292929292929304
1.336175832971,0.15151515151515152
1.5524130606014739,0.07070707070707072
1.238485636230467,0.20202020202020207
0.9362688144483327,0.39393939393939414
1.141520035385464,0.2525252525252526
0.9724996336353063,0.3636363636363638
