utility,reliability
0.6432123463991094,0.6565656565656561
0.8086766043839227,0.5050505050505053
0.8972528944056672,0.4343434343434346
0.6888074691651639,0.5858585858585857
1.31075268040106,0.21212121212121218
0.7322116870608206,0.5555555555555556
1.6262615113423176,0.09090909090909091
1.3254354498615777,0.16161616161616163
1.4386696112933948,0.15151515151515152
0.9513033566589565,0.3333333333333335
1.5923587021495487,0.10101010101010101
0.8560065416193103,0.4646464646464649
1.197583756675066,0.2222222222222223
0.7804819642320622,0.5151515151515154
1.1406416210145514,0.24242424242424251
0.5225677234623841,0.999999999999998
0.8351280094411452,0.47474747474747503
1.5477046234157712,0.1111111111111111
1.1139899871861179,0.2626262626262627
0.7705153565361832,0.5252525252525254
1.0483481506697465,0.31313131313131326
