epsilon_progress,nfe
0,0
36,100
220,1196
407,2295
544,3393
653,4484
745,5484
827,6577
915,7675
1028,8772
1142,9869
1155,10879
1170,11918
1190,12957
1228,13997
1279,15037
1348,16076
1385,17115
1426,18153
1461,19193
1503,20233
1545,21273
1580,22313
1620,23352
1664,24392
1701,25432
1740,26472
1775,27512
1816,28552
1860,29591
1898,30630
1935,31669
1972,32708
1994,33747
2023,34786
2055,35826
2084,36864
2108,37904
2130,38942
2157,39981
2179,41021
2206,42061
2227,43101
2263,44140
2292,45180
2316,46220
2340,47260
2375,48300
2396,49340
2417,50380
2444,51420
2469,52460
2509,53500
2529,54539
2545,55579
2566,56619
2591,57659
2612,58699
2632,59737
2661,60777
2686,61817
2696,62965
2705,64641
2718,66316
2735,67990
2748,69666
2776,71341
2807,73017
2830,74690
2852,76365
2875,78041
2904,79717
2924,81391
2949,83062
2969,84738
3004,86412
3026,88088
3055,89763
3084,91438
3106,93114
3124,94787
3153,96461
3175,98137
3197,99813
3214,101489
3233,103165
3267,104841
3293,106515
3310,108191
3329,109867
3344,111542
3368,113218
3384,114893
3400,116568
3413,118244
3428,119920
3451,121594
3464,123269
3487,124945
3502,126621
3516,128297
3537,129973
3555,131647
3578,133321
3594,134995
3614,136671
3630,138346
3651,140022
3664,141698
3682,143374
3692,145050
3713,146726
3733,148401
3750,150077
3760,151753
3772,153428
3783,155103
3808,156779
3831,158451
3842,160127
3855,161801
3872,163476
3887,165151
3904,166827
3916,168502
3930,170177
3948,171850
3958,173526
3977,175201
3990,176877
4000,178552
4015,180227
4034,181903
4053,183578
4075,185254
4094,186929
4101,188605
4116,190280
4130,191955
4149,193629
4162,195304
4174,196976
4190,198652
4208,200328
4219,202004
4240,203678
4258,205354
4279,207028
4297,208702
4310,210378
4321,212053
4336,213729
4360,215405
4373,217079
4400,218753
4425,220428
4444,222104
4455,223780
4473,225456
4487,227132
4502,228807
4510,230481
4520,232154
4535,233827
4549,235502
4565,237178
4578,238852
4586,240526
4600,242202
4619,243878
4635,245554
4653,247230
4663,248906
4679,250582
4688,252258
4703,253934
4718,255610
4731,257286
4745,258962
4762,260638
4771,262314
4794,263989
4808,265664
4817,267340
4828,269016
4844,270692
4851,272368
4865,274044
4875,275718
4894,277394
4907,279070
4928,280746
4945,282419
4953,284094
4964,285770
4976,287446
4982,289121
4996,290797
5007,292473
5016,294148
5029,295824
5044,297499
5055,299174
5063,300850
5072,302526
5082,304199
5095,305874
5103,307549
5117,309224
5132,310900
5145,312576
5152,314252
5165,315927
5174,317602
5186,319278
5191,320953
5204,322629
5214,324305
5222,325981
5235,327656
5241,329330
5250,331005
5261,332677
5270,334352
5282,336027
5294,337702
5304,339376
5315,341052
5323,342728
5339,344398
5351,346071
5360,347747
5372,349423
5379,351099
5388,352775
5400,354451
5414,356127
5424,357801
5431,359477
5442,361152
5449,362828
5457,364503
5462,366178
5469,367854
5481,369530
5494,371206
5504,372882
5513,374558
5519,376231
5530,377906
5541,379581
5546,381257
5559,382932
5568,384607
5572,386283
5579,387957
5586,389631
5594,391307
5601,392983
5611,394659
5614,396335
5620,398009
5630,399684
5637,401360
5644,403036
5650,404712
5653,406385
5661,408061
5667,409736
5671,411412
5678,413087
5686,414763
5692,416437
5701,418111
5705,419786
5712,421459
5716,423135
5717,424811
5719,426486
5727,428162
5731,429838
5736,431514
5742,433190
5746,434865
5752,436539
5758,438215
5762,439891
5770,441564
5779,443238
5783,444914
5788,446590
5793,448266
5797,449942
5803,451618
5812,453293
5816,454966
5826,456642
5828,458317
5839,459992
5845,461668
5852,463344
5857,465018
5860,466693
5862,468368
5868,470042
5872,471718
5878,473393
5884,475068
5891,476740
5897,478416
5900,480092
5905,481766
5913,483442
5920,485118
5925,486794
5929,488470
5932,490146
5934,491822
5937,493498
5942,495174
5948,496849
5953,498525
