fish_population_1,fish_population_2,fish_population_3
4.920783596440689,5.259055654747556,6.428143646452126
4.877085654221545,5.919178627623928,6.015990653200769
5.73603018866749,5.163675336500108,0.5376056256651723
0.5,7.43223179817964,0.5
5.096868792433403,5.776954776283291,5.911720497043175
4.969864824529195,6.451053406493084,2.911130366413463
4.955044823698447,5.514022607955004,6.377566220792015
1.2077751744660528,1.4583779053064745,7.812923940015941
4.935334577242613,5.863245614900025,5.806728662772208
5.240886907793474,5.944186922502291,4.537667713845103
4.997203584491765,5.970696154174772,5.552115892638843
5.389899378444575,5.899507706838216,3.3051376308627143
0.6134688380730879,0.5591133705804671,8.274086700233033
4.968232906431044,5.417578188431466,6.201774585484835
5.967482989061289,3.883094940181193,0.5
0.606983923335245,0.559258577167561,8.275593010313429
6.089501031461468,0.5,1.8380187439319895
5.115263285303139,5.683192291040642,5.427756728820595
3.612081131991396,3.9902523600211666,7.09548787017658
5.337599667050235,5.316439757105213,5.156421147925023
5.676105242552021,5.672188606052964,0.5178349931704052
6.130396670139659,0.5,0.5676738681948079
5.135281071533768,5.085435706966945,6.205571946451464
5.174620044621165,5.390357492834641,6.0033878224080865
5.0995870769825355,3.6673586148027133,6.513003237819111
4.225725746954997,5.496509127378808,6.847944820042587
4.594753040641208,6.259086655000175,5.433512685959586
0.6537495681542858,0.5267536166768535,8.379376570910592
0.5543254589806786,0.5,8.643242733990432
5.0132622986457065,5.839499335246623,5.695735979537177
5.4318249862017725,4.059223659618418,4.7510556231393135
5.9956519331375056,2.076633822551596,0.6217274112446525
5.004863610779048,6.0081778208480285,5.282629661139638
4.007393367713107,5.404626321423139,6.992026187783106
5.430242517524645,4.9236489262591165,4.898873266800294
4.201016562584552,6.135214237158143,6.356750528580386
5.299157816604303,2.627531334142934,6.652193727959859
4.543416441407272,5.0308862634226,6.830821188243606
4.975229705748863,6.075593544524962,4.939220448441898
4.862902848697151,6.015974977474643,6.013416264451445
5.38626215634232,0.5,6.9645351575299514
5.289527500515641,5.62740299155631,5.037850750954315
5.801989322049509,5.870359714240566,0.5
5.102162145004402,5.732338424005715,5.560794693608453
5.0924450874707174,6.254217083322157,4.012264964095417
6.202680131922298,0.5607358510156819,0.5
4.981573535249055,5.801701518793783,5.77568516593979
5.033725359671658,4.50146284930209,6.630304675046456
4.958233923066496,6.264380753905766,4.401422619032078
4.954270940106227,6.395304898360869,3.2480010496758154
3.9844217736827865,6.058633810587451,6.524163998537668
4.793891654667897,2.7978063016867054,6.839549695136673
3.6535536768032206,6.670681076404677,4.418981849633148
5.18351403959375,4.796922376029137,6.16486670468373
4.7978745348141985,6.1026557257618155,5.438843214234868
4.542214954380493,6.490507038976641,1.9003589252726245
4.9831315654331565,5.145225392536167,6.106012564609007
5.081846812337909,5.135239703411472,6.322231550150264
4.80558472560817,5.564898628017885,6.320440128160231
5.293111906466552,6.323459449237947,2.131764037491017
4.495261006096888,5.031979350006263,6.929110257836396
3.6729688901958712,6.446652902350409,5.427426351127313
4.5106426722822714,6.5425180513778205,2.057773079653856
2.1242149148532574,6.568412417901729,6.9267215720030695
4.986515241814509,4.88081464189648,6.41761162312191
0.6605445845084265,0.5164494058486756,8.515246360372803
5.549138053250145,0.5,6.288756876052365
0.5,6.485556939365608,7.203819158803672
0.5,6.685438083934608,7.087164355918879
4.938409623298374,5.284247554534303,6.407695334398416
5.450642645573944,1.5682933004761515,5.610029627662495
4.933682815006259,5.222049615337551,6.567107470384352
3.037419896562448,6.344041779294436,6.631648504860146
0.5483635256657207,7.2849436301352455,0.7564585329301541
4.801121580594989,5.36946328411173,6.615722142663158
5.464505910125606,0.5,6.631133361078953
5.981734514257418,2.4326267013277825,0.5357876425505661
4.479098966705845,5.973375044780758,6.575383793889676
0.6142930551026693,7.10812677379566,1.007774082687392
4.8884363163441,6.011741048080268,5.862152351016361
4.34304516789273,6.3937708621419995,4.6973077567175645
4.928659941425779,4.77219003354717,6.670924164906443
2.9945647890654477,6.563933293523945,4.749434885677861
0.5,7.424595596014856,0.57
5.785058796247208,0.5,4.349092646298074
0.6186083236490151,7.221908775476352,0.8596860338010485
1.6408459718289374,6.736173760234464,6.41113377188299
5.259406401764254,5.876978386071723,4.43130198368896
4.620498449592211,6.46841073523955,2.9367090618069716
4.670542037272258,5.793025108953664,6.445731933443457
4.493139299828381,5.953664961294176,6.386796552661645
5.190332256511197,5.882714444236578,4.714584276124332
5.24654308771224,4.342075746327057,5.947511178622164
4.97803727830266,6.260367005596663,4.875935491845228
5.214447975831013,5.2881920713459305,5.642493303489028
0.6060973797176742,0.5572331296254314,8.590116898267198
5.026774579015381,5.760346731379362,6.0678065502021
4.876740620835437,5.478653921978133,6.39501037409222
4.777573710513789,6.010217795906802,6.225617919494834
4.704019776485694,6.11032238311121,6.061908509505934
5.405507677445653,2.6112949320329992,6.342001461371028
6.183470515322311,0.5258108276051962,0.5618814381946486
5.068410165662324,4.178817885409633,6.342922683124007
5.794132315569575,0.5,3.653129613618053
5.2664792164651475,0.5972544813806848,7.195652960190948
2.82614179055227,6.544961373473674,6.725793860341539
5.14093557060982,5.974297344083629,4.375225293699158
5.282862464757397,5.174114476274805,5.52811792806547
3.9578902914069793,6.300589183080149,6.45059448166995
0.5,7.429449739386547,0.5092641682940604
4.136251140738297,6.183910778128508,6.105162273724433
4.9454750817788735,6.096493399135151,5.081365808457496
0.6091365076858526,0.5569350180494221,8.556536190717047
3.7916615355404053,6.619227870604668,3.5974762685678243
5.207668442064972,5.250217411013413,5.950285055924374
1.0943632557510041,1.1283087415534987,7.864771308357875
4.545018242603215,5.776524096387551,6.623620396484619
0.7594917246843285,7.007959839142643,0.9609244588617958
5.001091072901363,5.511900102510476,6.084307135272632
5.543150818726599,5.830464318894008,2.172037298514567
6.153203001305109,0.7351316981344902,0.5521516573611917
4.904723216506907,5.778310126284366,6.255693008307915
4.185002978148655,6.405446909989271,5.788268457115956
4.781773290850983,5.942713036175013,6.309414501861304
0.5,7.424550532448692,0.5721587723923633
6.227889727281209,0.5599301580858873,0.5
5.693568509511683,3.3656692409568265,4.106627284212008
4.431317970676152,6.115504792674191,6.242824866761909
5.650486681801503,5.841479494842208,0.5949927281305653
4.042845632332649,5.8864542047769755,6.577378929392503
3.9597296552214862,3.331715344440661,7.5401579705996715
0.555973506373951,0.5,8.624345630252362
5.352948229754911,5.754361197675314,4.312555668243235
5.380915808817341,5.01697325248346,5.089293695091611
0.55675052065499,0.5,8.597840905782334
5.279057092710131,5.724740270779871,4.451230365889083
6.01760537950934,0.5,2.48885211165795
4.565773707903719,6.128963024839788,5.707552990806862
6.11370960875456,0.7246887954960157,0.6005517780093353
4.022802078513851,6.7879202504533245,1.4348292193294945
3.007782014574821,6.685163820594463,4.553565731068195
4.7930991238805944,6.174370975948527,5.676859622471862
4.943759626874515,5.120754189746112,6.450614462448588
6.127771269230595,0.6960617519344622,0.5632295154367623
5.184435112529524,5.760603006540437,5.408892278214366
0.5207176291283083,6.952940225737741,1.0411409726948297
4.01600611303952,6.6005551176857855,3.038176429093866
4.9272137834717515,6.000268827903326,5.514352731970953
0.5573542565724772,7.259375439931375,0.6952827829107131
4.909935087319647,6.019979199368613,5.570011790366186
4.561568362494043,6.0504316306253925,6.264991387606122
4.90195912627071,5.782992123029684,6.06453740176655
0.5590074550594695,7.379404288728966,0.5
5.968748945490343,3.843682214165167,0.5382636602525065
5.34106319641219,6.318778428357571,2.4255016229788744
3.94850348363618,6.121983409209667,6.749262415899264
0.7073383968401392,0.6945450835020597,8.25057919481896
4.846518949899322,6.190455575064107,5.094732412327213
5.986243661690831,3.512962568981738,0.5081288191225463
0.5,7.358512490401502,0.7605768733783038
5.334819680713193,6.104956802459789,3.6911379149245986
0.5,7.176822230829548,4.670220142567132
4.896815521269983,5.916664067701822,6.15736317816293
0.8560310354348031,6.918223365733241,1.0073144323709957
2.959170362282319,6.4728220675945884,6.6809509474925255
4.329934704137337,0.5,7.550470271711934
5.9435633015796805,4.537735037187281,0.5426713554674437
5.121868727627836,5.607247947334525,5.724985805204939
5.176141130885136,5.318564428731173,5.511499848722973
4.152382975246059,6.474715671213395,5.265770545771461
0.5410622837287703,7.294180896817748,0.9857062423191326
4.688014075197541,3.545769621547341,7.161431003598394
4.081276495913043,6.268582686247616,6.199340533349132
3.7332956340546515,6.5260291065089415,5.371455454384826
6.001709858756651,2.883407863022021,0.5
4.934976526485872,4.664810915968792,6.465150239883302
3.072183181434551,6.3731379246527,6.3881684613084495
4.818693866909854,5.111650602704424,6.599661143271292
5.470365618573883,0.5,6.616522007587632
5.139051230553537,6.033180562388826,5.048320357260529
0.55,0.5,8.650403022943857
3.252802845214644,0.6893781935554523,7.912311556754369
5.397543503154141,5.227419117065475,3.7312439645269717
5.718557721908253,5.397006288079878,0.5308010437581883
3.2013468732832933,6.31866824334574,6.714907887488354
4.487660485051804,5.498185940429204,6.724272058693982
5.616095271918114,6.149735606501642,0.7845665851911134
3.6576293871372525,6.1739222458016965,6.461427923267133
3.5326642272931075,6.522906814599049,5.434574726976924
3.43204717758641,6.8735745710035285,2.59986022463174
4.590559994626413,6.682893051058373,0.5
6.127415885751631,2.1114196237257814,0.5
0.6090680325325999,0.5573453086773139,8.420858670370311
5.332620072160957,5.765326914970967,4.443853680578407
4.828029735908487,5.845363188858738,6.2076407716137245
2.3393245424609246,6.036535933398396,6.757326038539524
5.571600550401493,5.2470097593410285,1.5921515080424067
4.649206388725377,4.735501537539957,6.862867219428534
4.649754683752099,6.1956311866731895,5.686366226622329
5.327295616373149,6.112943876434638,3.045839990300436
4.758853706496563,4.698751800247509,6.833497988931954
6.16310981104708,0.5683759662438203,0.5
0.5512048472825964,0.5,8.645813446260822
1.5712803871090002,5.465706206578261,7.267250179841241
4.1960291123207,0.5,7.882324616333062
4.9654957163315485,5.576838523860019,6.277345514979066
4.4570500317990875,6.113283093527453,6.129296290933889
5.191608702502926,4.251367104871749,6.234149467697801
4.9599398556721095,5.85498604295353,5.710838199670047
0.5,7.424557324965327,0.5719531250226549
2.683268781719646,5.207965871999286,7.144796083402718
4.144019120283984,6.122124476743088,6.466349389254493
4.402733228101056,6.089776931803971,6.5217523363544165
4.944632823674434,6.06985226121784,5.410245688143476
4.659307607701672,5.851437766683631,6.446798032271548
5.227087611986256,5.87549365690306,5.017398298556474
4.605726110212967,6.3514971353052125,5.099460088448719
0.7793405326336824,7.184858113513121,0.7265633906281337
0.6501860865404814,7.055845183791636,0.7467484221520299
5.325612954475955,5.987627504252622,4.108682830792314
5.093544991336981,5.916784500801919,5.3358819748230335
5.916234539593544,4.998785798954213,0.5
4.5611817968530275,5.991797767383965,6.344203764687556
5.209901439533294,5.531717378446683,5.503710350826745
5.058794082577821,0.5,7.484430350804911
4.301213154189133,6.262590156016499,5.8031970368641135
