epsilon_progress,nfe
0,0
18,100
69,1192
106,2289
142,3379
186,4471
223,5563
265,6658
306,7754
338,8846
369,9943
399,11040
443,12134
473,13229
508,14327
534,15425
571,16523
595,17619
620,18716
639,19814
670,20907
698,22001
727,23097
752,24194
773,25292
798,26389
817,27488
841,28581
871,29674
890,30772
906,31871
925,32967
942,34060
966,35159
982,36258
1006,37350
1028,38443
1043,39537
1050,40632
1064,41730
1077,42827
1085,43924
1102,45018
1117,46112
1129,47209
1145,48306
1157,49398
1164,50470
1177,51604
1189,52735
1201,53869
1215,55004
1226,56136
1246,57263
1261,58392
1275,59526
1286,60659
1294,61793
1306,62928
1312,64061
1330,65196
1341,66328
1352,67461
1356,68591
1367,69725
1373,70855
1380,71986
1392,73119
1400,74253
1415,75388
1426,76524
1434,77656
1447,78788
1453,79920
1464,81054
1470,82188
1485,83319
1487,84447
1489,85578
1494,86711
1500,87842
1504,88977
1508,90107
1512,91242
1519,92376
1526,93508
1533,94640
1541,95767
1547,96901
1552,98028
1559,99161
1561,100290
1570,101418
1573,102544
1574,103668
1577,104793
1582,105924
1586,107048
1591,108172
1597,109295
1602,110407
1608,111526
1609,112651
1614,113776
1616,114899
1617,116032
1621,117151
1622,118281
1627,119404
1634,120532
1637,121658
1640,122790
1646,123923
1653,125058
1666,126193
1675,127324
1680,128458
1684,129592
1689,130723
1694,131859
1700,132991
1703,134125
1705,135257
1712,136389
1719,137520
1725,138650
1731,139782
1735,140913
1742,142040
1746,143173
1749,144304
1759,145437
1765,146569
1768,147700
1773,148829
1777,149961
1783,151091
1787,152225
1791,153361
1795,154495
1801,155631
1803,156764
1808,157900
1812,159034
1818,160167
1819,161302
1820,162435
1823,163568
1827,164700
1833,165832
1836,166966
1842,168100
1850,169228
1853,170363
1853,171494
1856,172625
1860,173757
1862,174886
1863,176020
1866,177150
1869,178283
1871,179415
1873,180549
1875,181681
1877,182812
1881,183943
1886,185076
1887,186206
1892,187338
1895,188469
1899,189604
1905,190738
1905,191760
1906,192921
1909,194083
1910,195245
1914,196404
1919,197565
1926,198721
1932,199881
1936,201038
1938,202197
1945,203356
1953,204513
1955,205671
1958,206833
1960,207991
1969,209153
1975,210315
1981,211474
1986,212633
1988,213794
1990,214953
1994,216110
1997,217268
2000,218429
2004,219588
2007,220749
2010,221909
2015,223071
2019,224231
2023,225390
2027,226550
2030,227707
2032,228868
2039,230026
2044,231184
2048,232344
2050,233502
2057,234664
2059,235820
2062,236976
2064,238136
2070,239295
2074,240448
2075,241603
2077,242758
2080,243913
2082,245072
2085,246232
2087,247386
2088,248548
2089,249705
2091,250863
2092,252025
2096,253181
2096,254340
2099,255498
2103,256656
2105,257814
2106,258971
2108,260129
2112,261290
2115,262450
2116,263610
2119,264771
2124,265927
2128,267085
2132,268245
2135,269402
2136,270563
2142,271718
2145,272877
2145,274036
2147,275195
2150,276353
2154,277514
2160,278672
2161,279833
2165,280995
2166,282154
2169,283315
2171,284473
2173,285633
2174,286784
2176,287943
2180,289102
2183,290259
2185,291414
2188,292566
2189,293722
2190,294880
2194,296038
2195,297200
2197,298361
2198,299517
2201,300674
2202,301834
2205,302994
2207,304152
2209,305310
2214,306469
2219,307626
2224,308786
2224,309946
2224,311105
2225,312265
2227,313424
2229,314584
2231,315739
2233,316897
2235,318057
2238,319217
2240,320379
2246,321538
2248,322700
2251,323858
2251,325018
2253,326171
2255,327331
2256,328492
2258,329644
2259,330804
2260,331965
2262,333118
2262,334275
2265,335433
2267,336591
2271,337748
2272,338906
2274,340068
2278,341227
2279,342386
2287,343546
2289,344707
2290,345863
2296,347024
2299,348183
2305,349344
2307,350506
2308,351666
2310,352825
2311,353986
2312,355142
2314,356298
2315,357304
2316,358489
2317,359677
2317,360859
2319,362043
