epsilon_progress,nfe
0,0
19,100
65,1196
115,2290
175,3388
224,4483
281,5483
327,6578
372,7672
406,8768
447,9860
481,10957
510,12055
547,13151
577,14247
600,15342
629,16441
668,17537
691,18537
719,19632
740,20730
760,21822
778,22910
800,24002
819,25099
838,26186
860,27275
874,28371
893,29462
905,30560
920,31648
945,32744
962,33841
975,34934
994,36029
1011,37127
1023,38222
1034,39321
1041,40360
1046,41365
1056,42372
1069,43376
1078,44384
1087,45389
1096,46395
1103,47402
1107,48409
1121,49413
1129,50417
1137,51423
1145,52431
1153,53436
1163,54440
1174,55444
1182,56451
1185,57458
1193,58461
1201,59462
1209,60468
1213,61473
1220,62477
1228,63483
1234,64489
1241,65495
1250,66499
1259,67506
1264,68511
1270,69511
1277,70516
1285,71520
1292,72527
1298,73534
1302,74541
1308,75546
1319,76554
1325,77555
1331,78558
1340,79561
1346,80563
1352,81570
1362,82577
1365,83582
1368,84585
1375,85592
1378,86596
1388,87599
1393,88605
1401,89610
1403,90616
1404,91620
1411,92624
1416,93627
1425,94632
1429,95635
1437,96640
1445,97647
1449,98651
1453,99657
1455,100661
1455,101666
1457,102673
1463,103681
1467,104687
1471,105690
1473,106696
1476,107701
1480,108704
1486,109709
1493,110716
1499,111720
1503,112724
1506,113729
1513,114735
1516,115741
1523,116742
1527,117747
1531,118752
1535,119756
1539,120762
1543,121768
1545,122772
1551,123779
1554,124783
1563,125788
1568,126793
1570,127798
1577,128939
1583,129946
1586,131086
1588,132092
1591,133099
1598,134102
1605,135106
1614,136110
1622,137115
1625,138120
1632,139128
1637,140134
1643,141136
1644,142138
1647,143139
1653,144141
1658,145149
1659,146152
1661,147159
1665,148164
1667,149170
1671,150311
1677,151317
1683,152325
1687,153331
1689,154337
1692,155344
1694,156348
1697,157354
1699,158360
1702,159361
1706,160368
1708,161369
1710,162373
1712,163375
1714,164377
1720,165380
1724,166384
1728,167390
1735,168393
1742,169400
1746,170402
1751,171407
1754,172412
1756,173418
1760,174426
1762,175429
1765,176432
1773,177438
1776,178441
1782,179447
1785,180449
1787,181456
1791,182599
1795,183769
1796,184822
1799,185874
1799,186928
1801,187983
1806,189038
1809,190092
1811,191147
1814,192199
1818,193254
1822,194308
1825,195363
1828,196419
1837,197474
1840,198528
1846,199573
1849,200625
1855,201673
1863,202723
1865,203776
1868,204828
1868,205875
1870,206927
1875,207975
1882,209025
1888,210080
1895,211132
1899,212185
1902,213240
1904,214289
1909,215343
1912,216381
1913,217433
1913,218478
1917,219532
1919,220584
1925,221638
1927,222687
1934,223739
1936,224792
1941,225847
1943,226898
1947,227947
1950,228998
1952,230046
1954,231097
1957,232151
1959,233195
1965,234240
1969,235296
1976,236349
1979,237404
1983,238459
1985,239512
1987,240564
1992,241617
1998,242671
2006,243726
2011,244781
2013,245833
2016,246880
2020,247936
2026,248992
2029,250046
2033,251102
2035,252152
2038,253202
2040,254258
2041,255311
2041,256366
2043,257422
2046,258476
2050,259531
2052,260584
2053,261637
2055,262692
2059,263746
2061,264797
2065,265852
2067,266907
2070,267957
2072,269009
2074,270060
2075,271113
2079,272167
2081,273222
2083,274275
2086,275329
2089,276380
2090,277431
2094,278483
2095,279535
2096,280584
2101,281630
2101,282685
2103,283732
2106,284784
2111,285838
2115,286892
2119,287944
2123,288995
2126,290047
2126,291100
2130,292152
2131,293204
2134,294257
2137,295311
2142,296356
2143,297408
2145,298461
2145,299512
2149,300565
2151,301615
2153,302669
2154,303723
2154,304778
2155,305831
2159,306885
2160,307937
2160,308987
2162,310040
2165,311092
2167,312146
2167,313195
2169,314244
2170,315294
2173,316346
2176,317401
2176,318452
2177,319507
2178,320560
2178,321612
2180,322668
2180,323721
2182,324774
2183,325826
2187,326878
2188,327933
2188,328987
2190,330041
2192,331097
2194,332152
2197,333205
2198,334258
2200,335308
2200,336362
2200,337414
2202,338470
2203,339523
2203,340576
2206,341630
2209,342680
2212,343732
2215,344785
2216,345838
2216,346889
2217,347944
2220,348998
2223,350051
2226,351104
2228,352156
2229,353211
2230,354263
2230,355314
2230,356366
2230,357414
2232,358469
2232,359479
2232,360534
2232,361589
2232,362641
2232,363694
2234,364746
2235,365801
2235,366856
2239,367909
2242,368964
2247,370016
2249,371068
2250,372122
2251,373172
2253,374227
2253,375281
2254,376335
2255,377389
2258,378444
2259,379496
2262,380550
2265,381603
2266,382658
2266,383711
2269,384760
2271,385811
2274,386855
2274,387905
2277,388958
2279,390007
2281,391055
2285,392106
2288,393153
2289,394205
2290,395254
2292,396306
2294,397356
2298,398406
2302,399458
2303,400512
2306,401566
2308,402621
2309,403676
2312,404731
2314,405785
2317,406839
2318,407893
2319,408944
2321,409998
2322,411047
2325,412102
2325,413154
2326,414208
2327,415263
