epsilon_progress,nfe
0,0
28,100
110,1100
177,2195
220,3289
260,4385
286,5480
316,6577
336,7674
364,8771
384,9869
391,10887
407,12005
427,13121
445,14238
459,15356
472,16471
483,17590
495,18709
504,19829
519,20949
532,22067
541,23186
549,24304
550,25416
552,26527
555,27647
560,28764
565,29883
568,31001
572,32118
576,33235
581,34352
589,35472
597,36590
603,37710
608,38829
612,39946
616,41065
621,42185
627,43303
633,44420
641,45537
645,46654
646,47770
651,48889
657,50004
660,51124
664,52243
672,53361
679,54479
682,55598
685,56717
692,57834
697,58950
699,60068
702,61186
705,62302
706,63419
709,64538
710,65657
716,66774
719,67893
720,69007
721,70123
722,71239
725,72359
727,73477
728,74565
729,75674
730,76784
732,77892
733,79002
735,80109
735,81219
737,82329
740,83438
743,84547
746,85655
749,86765
754,87873
755,88979
755,90088
756,91194
758,92303
761,93412
761,94521
766,95630
769,96738
771,97846
771,98955
771,100064
773,101174
774,102283
776,103393
781,104501
784,105610
786,106720
788,107828
791,108938
792,110046
794,111156
796,112264
797,113373
801,114481
803,115590
805,116696
807,117805
808,118913
809,120020
811,121130
812,122238
814,123343
816,124446
820,125554
823,126659
826,127768
828,128878
835,129986
836,131095
838,132202
840,133309
842,134417
846,135521
848,136630
850,137739
852,138847
854,139956
854,141063
856,142171
858,143280
861,144389
864,145497
870,146602
871,147711
872,148820
874,149927
875,151033
876,152139
877,153247
880,154356
880,155466
883,156572
888,157680
891,158788
893,159896
894,161006
896,162116
896,163226
898,164335
901,165443
902,166552
903,167659
906,168768
909,169874
912,170984
915,172092
915,173202
917,174311
920,175419
921,176528
922,177637
923,178747
923,179855
924,180963
927,182068
929,183177
929,184287
932,185395
935,186503
936,187613
936,188720
937,189828
940,190935
941,192042
944,193151
944,194260
945,195369
945,196475
950,197584
951,198693
952,199801
955,200909
960,202015
961,203125
963,204233
964,205343
966,206452
968,207560
969,208670
970,209780
972,210890
972,211999
973,213106
977,214215
977,215325
981,216432
982,217542
983,218649
984,219759
986,220869
986,221978
987,223088
990,224193
992,225302
994,226410
997,227518
1000,228626
1002,229734
1004,230842
1006,231951
1008,233061
1015,234169
1018,235276
1019,236386
1019,237495
1023,238602
1025,239710
1025,240819
1027,241929
1027,243037
1029,244147
1034,245257
1037,246364
1038,247470
1038,248578
1039,249686
1041,250792
1044,251902
1047,253012
1049,254119
1049,255224
1051,256332
1056,257439
1061,258546
1061,259654
1064,260761
1065,261869
1067,262973
1072,264082
1074,265190
1078,266298
1080,267403
1081,268512
1085,269621
1089,270731
1090,271840
1094,272949
1098,274058
1106,275168
1109,276278
1115,277387
1119,278493
1121,279595
1124,280702
1125,281810
1127,282915
1127,284020
1129,285129
1132,286238
1133,287347
1136,288452
1137,289558
1138,290665
1138,291775
1138,292884
1141,293994
1146,295103
1147,296254
1147,297366
1147,298478
1147,299588
1149,300700
1150,301809
1150,302921
1150,304033
1155,305141
1158,306249
1158,307355
1159,308465
1160,309575
1164,310686
1166,311797
1170,312907
1172,314018
1172,315126
1175,316236
1176,317344
1182,318456
1185,319568
1188,320680
1188,321792
1190,322903
1193,324014
1195,325125
1196,326234
1196,327344
1197,328455
1202,329566
1206,330676
1207,331785
1208,332897
1210,334007
1211,335117
1216,336228
1218,337340
1221,338450
1223,339557
1224,340667
1224,341777
1224,342887
1224,343997
1227,345107
1228,346219
1229,347330
1230,348440
1230,349549
1232,350661
1234,351773
1235,352884
1238,353995
1238,355105
1242,356215
1242,357324
1243,358433
1243,359541
1245,360650
1247,361759
1250,362870
1253,363980
1255,365089
1255,366201
1259,367313
1261,368423
1261,369532
1264,370643
1266,371755
1267,372866
1268,373975
1268,375086
1270,376196
1271,377308
1273,378418
1274,379529
1276,380640
1280,381749
1283,382861
1283,383972
1285,385082
1285,386192
1290,387300
1293,388412
1293,389524
1295,390634
1298,391744
1298,392855
1299,393967
1302,395076
1304,396185
1306,397297
1307,398408
1312,399516
1314,400626
1318,401737
1320,402848
1324,403958
1325,405070
1328,406179
1329,407291
1332,408403
1335,409513
1337,410624
1341,411734
1342,412844
1342,413954
1343,415066
1345,416178
1346,417287
1350,418399
1354,419509
1355,420618
1362,421729
1365,422838
1367,423949
1369,425060
1373,426171
1378,427282
1381,428392
1387,429503
1391,430615
1391,431727
1392,432837
1394,433949
1397,435059
1401,436169
1403,437278
1405,438387
1407,439493
1409,440604
1413,441716
1414,442827
1415,443939
1417,445050
1417,446160
1420,447272
1420,448382
1422,449493
1427,450605
1427,451716
1432,452827
1433,453936
1436,455048
