0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,avg utility,avg reliability
10,8,8,2,5,1,2,1,2,2,5,1,0,5,5,1,2,4,0,1,3,1,2,7,4,2,2,1,5,0,6,1,1,5,4,4,3,1,2,0,1,3,2,4,1,2,4,4,1,3,2,3,6,2,5,3,3,0,4,2,5,2,1,6,0,3,0,5,6,6,0,6,3,3,4,3,7,1,6,7,0,3,6,4,3,5,7,6,5,4,6,0,7,10,7,9,9,9,10,0.5947689932389205,0.9325252525252508
10,7,7,2,5,3,3,1,2,0,6,1,1,5,5,2,3,3,0,1,3,2,2,5,2,4,1,2,5,0,6,1,2,3,5,3,5,2,2,0,1,5,5,2,1,2,4,4,2,3,0,4,6,2,5,4,0,0,6,5,4,3,0,7,3,5,5,5,3,7,0,6,2,3,6,2,7,1,5,4,0,5,5,4,5,3,4,4,5,5,5,4,6,6,7,9,10,9,10,0.6137446169345304,0.9206060606060589
10,9,10,2,7,2,3,2,5,1,5,4,1,5,6,5,2,2,5,6,3,2,2,6,3,2,6,2,6,1,6,2,5,4,4,4,7,0,5,5,7,5,2,5,1,2,6,7,5,3,1,5,5,1,9,2,4,3,7,4,1,2,1,7,4,4,2,6,6,6,0,6,4,1,6,4,7,6,5,0,2,4,8,5,4,0,4,5,5,5,6,7,8,10,8,10,10,10,10,0.7829266003672274,0.8216161616161601
10,10,10,5,3,3,5,5,5,4,4,6,0,5,5,5,2,6,4,5,3,5,6,5,4,5,5,3,6,4,6,4,2,6,6,5,7,6,6,5,7,5,2,6,7,4,6,7,7,5,5,6,6,5,9,5,7,5,7,4,6,3,9,7,4,5,4,6,6,7,6,6,4,5,6,9,8,5,2,6,6,5,9,5,7,5,8,5,9,10,7,7,9,10,9,10,10,9,10,0.9816770822957801,0.6301010101010093
10,8,9,5,5,2,3,2,5,3,6,2,0,5,6,5,5,4,2,6,2,6,6,4,3,3,7,1,7,3,5,2,5,2,5,7,0,5,2,6,5,5,1,3,6,2,3,7,4,3,0,6,1,1,6,5,7,1,4,7,4,3,5,6,3,2,5,5,5,5,2,6,4,1,0,7,4,6,6,6,1,3,9,5,1,2,7,2,6,5,9,7,4,10,7,10,10,10,10,0.7957999543959624,0.8123232323232308
10,10,10,6,4,5,1,5,5,5,4,6,2,5,4,6,5,4,5,6,2,5,6,6,7,5,5,2,6,7,6,5,5,6,6,5,8,5,5,5,7,5,5,5,6,4,6,6,7,4,6,6,6,2,9,5,6,4,7,6,7,2,10,6,4,5,5,5,6,6,6,6,2,7,6,9,7,7,6,5,5,5,6,5,7,5,8,7,9,9,7,6,9,10,9,10,10,10,10,1.0144762206421472,0.6020202020202012
10,8,8,3,5,2,2,1,2,3,6,1,1,5,4,2,3,5,4,6,3,3,2,7,0,3,7,1,5,1,6,1,2,4,5,4,4,2,2,6,1,5,2,2,6,2,4,4,3,4,1,1,6,2,7,2,3,3,5,5,4,5,1,6,5,3,5,5,2,5,1,6,3,1,7,2,7,2,6,6,0,7,6,4,3,4,4,7,5,4,4,7,4,5,7,10,10,9,10,0.7011446134670778,0.8701010101010085
10,10,10,6,4,5,1,5,5,6,4,6,0,6,4,5,5,4,5,7,2,6,6,5,4,7,5,5,6,7,6,5,5,6,5,5,7,5,6,5,7,4,5,6,6,5,6,7,7,5,6,6,4,5,9,5,5,4,6,6,7,2,10,7,3,5,5,6,6,7,5,6,4,7,6,9,5,6,5,9,5,5,6,5,7,5,7,6,9,9,8,8,10,10,9,10,10,10,10,1.0246792438180419,0.5937373737373729
10,8,8,2,5,2,2,1,2,3,5,1,1,5,3,1,2,4,5,1,3,2,2,4,2,2,0,2,5,3,6,2,2,2,4,3,3,2,3,7,0,5,2,2,1,3,4,4,3,3,1,7,6,2,4,3,0,1,6,5,4,3,0,7,3,2,4,5,4,6,0,6,3,7,3,2,7,1,5,6,0,3,6,4,4,3,4,5,5,5,2,4,7,10,7,9,10,8,10,0.6316861591639892,0.9101010101010084
10,10,10,6,4,5,2,5,6,5,3,6,3,5,5,6,5,4,5,4,5,5,6,5,7,5,6,5,7,9,6,4,5,6,6,5,7,6,6,4,7,5,5,5,6,4,7,6,4,5,6,6,6,2,9,5,6,5,6,5,7,2,10,6,3,5,5,6,7,7,6,6,4,7,5,9,8,6,5,6,5,5,5,5,6,5,7,7,9,5,8,8,9,10,9,10,10,10,10,1.0355052654660553,0.5838383838383829
10,8,7,2,5,2,1,1,2,2,6,1,1,5,3,1,3,4,1,1,3,2,2,4,3,2,1,2,4,0,6,1,2,3,4,3,3,2,3,0,2,5,2,2,1,2,3,4,0,3,0,3,7,2,7,3,3,0,1,5,4,3,0,6,0,2,0,5,3,1,1,6,3,3,3,2,7,1,6,6,0,0,6,4,5,3,7,5,5,5,1,3,7,5,7,9,10,9,10,0.5671150271831001,0.9515151515151498
10,10,10,6,4,5,3,6,5,4,4,6,3,6,7,6,5,4,6,3,5,5,6,6,7,5,4,5,7,9,5,5,5,6,6,5,7,5,5,5,7,5,5,6,6,4,6,6,7,5,6,6,6,2,9,4,6,5,5,6,7,2,10,7,4,5,5,5,7,7,6,6,5,7,1,9,8,6,6,5,6,5,7,5,7,5,7,7,9,10,7,7,9,10,9,10,10,10,10,1.0514812046021818,0.57090909090909
10,9,7,2,5,0,2,1,5,0,6,1,1,5,4,2,2,4,0,6,3,2,2,4,3,4,0,2,4,0,6,2,5,2,4,4,3,2,3,2,0,5,5,3,1,5,4,4,3,3,1,4,6,0,7,4,3,0,6,5,4,3,1,6,3,2,2,5,1,6,0,6,2,5,7,5,7,1,5,4,0,5,7,4,4,3,4,6,5,5,5,7,5,6,7,9,10,10,10,0.643803921332585,0.9018181818181803
10,10,9,5,4,3,2,5,5,3,4,5,1,6,4,5,6,4,4,4,1,5,6,5,2,5,5,3,6,5,6,2,2,5,6,6,0,5,6,5,7,5,2,5,6,5,6,5,4,2,6,6,6,5,8,6,5,3,5,7,7,5,10,6,4,5,4,5,6,7,6,6,4,7,6,9,7,5,6,6,6,5,9,5,6,5,7,7,9,10,7,9,9,9,10,10,10,10,10,0.9348645317363227,0.6753535353535345
10,9,9,3,5,2,2,1,2,2,5,6,1,5,5,1,2,4,5,5,3,2,5,4,5,3,6,1,6,2,1,5,5,2,4,4,4,5,2,4,7,4,5,2,6,2,5,4,4,3,1,7,1,3,9,5,2,2,6,6,5,4,2,6,3,3,2,5,6,6,1,6,3,6,1,2,7,2,5,5,0,4,6,5,0,2,7,6,5,5,5,7,0,10,7,9,10,10,10,0.7468790915441572,0.8428282828282814
10,10,10,5,5,2,3,5,5,4,4,6,1,5,2,6,5,3,5,4,2,6,6,5,4,4,5,3,6,5,6,5,2,5,6,6,0,6,6,5,7,5,5,5,6,4,7,6,4,5,6,6,6,5,8,5,6,5,4,6,7,2,9,7,4,5,4,6,6,7,6,6,5,7,6,6,7,5,6,6,5,5,8,5,7,5,7,4,10,9,4,7,9,10,9,10,10,10,10,0.9561734946431508,0.653939393939393
10,10,10,9,4,5,3,5,5,5,7,6,3,6,7,5,5,5,5,6,5,6,7,6,8,5,4,5,7,7,5,5,4,6,6,5,7,5,5,5,7,5,5,5,6,5,6,7,7,4,6,6,6,2,9,5,6,6,4,6,7,2,10,7,3,5,5,5,6,7,6,7,4,7,9,6,4,7,5,6,5,5,8,5,9,5,7,6,9,9,8,7,9,10,9,10,10,10,10,1.0809026001901472,0.5450505050505041
10,10,10,9,7,5,5,5,5,5,4,6,2,9,7,5,5,6,7,7,5,5,7,6,7,5,5,5,6,8,5,5,4,6,6,5,7,6,5,5,7,6,5,5,7,5,8,7,7,5,6,6,6,1,9,6,6,7,4,7,7,2,10,6,3,5,5,6,5,7,6,6,4,7,6,6,8,6,6,6,6,10,8,5,8,5,7,9,9,10,8,9,10,10,9,10,10,10,10,1.124906016014435,0.503636363636363
10,10,10,6,4,2,2,5,5,3,4,6,2,6,4,6,5,4,4,5,2,4,6,5,4,5,5,2,6,6,5,2,5,6,4,6,7,5,5,5,7,5,2,5,7,5,6,7,7,3,6,6,5,3,9,5,6,4,6,5,7,5,10,6,3,5,5,6,7,7,5,6,2,7,7,6,8,5,6,6,5,5,7,5,6,5,7,7,9,10,7,7,9,10,10,10,10,10,10,0.9701113387943746,0.6424242424242417
10,10,10,5,4,2,2,5,5,2,4,5,1,5,3,5,5,3,4,5,2,5,7,5,3,5,4,0,6,5,6,4,2,5,6,6,0,5,1,6,7,2,5,6,6,4,1,5,4,2,6,6,1,5,8,5,5,2,1,5,7,2,5,7,4,5,4,5,6,7,1,7,4,7,6,6,7,5,6,6,5,5,9,5,6,5,8,6,9,10,6,7,10,9,10,10,10,10,10,0.8734182908364575,0.7412121212121201
10,8,7,2,5,2,2,1,2,2,6,1,1,5,3,1,3,4,2,1,3,2,2,4,3,2,1,2,5,0,6,1,2,2,4,3,3,2,3,0,1,5,2,2,1,2,3,7,0,3,1,4,4,2,5,3,3,0,1,2,4,2,4,6,1,2,3,5,3,1,0,6,3,4,3,3,7,1,6,8,0,3,6,4,5,3,7,7,5,4,1,4,7,5,7,9,9,9,10,0.5829987382025839,0.9406060606060589
10,9,7,2,4,1,1,0,2,2,6,0,0,5,3,1,3,3,3,1,3,1,2,4,2,2,1,2,2,0,6,1,2,2,4,0,4,3,3,0,1,5,2,2,1,2,3,6,0,3,3,4,1,5,6,3,2,0,1,3,2,3,0,7,0,2,4,5,2,1,0,5,2,3,4,2,0,1,6,1,0,0,5,4,1,7,4,2,5,5,2,3,1,5,7,4,10,8,10,0.5158301989825091,0.9701010101010084
10,10,10,5,4,3,4,5,5,2,4,5,1,5,4,5,6,3,4,5,3,4,6,6,3,5,3,2,6,5,6,3,2,6,6,5,0,5,6,5,6,4,5,5,6,4,0,7,4,2,6,6,6,2,8,5,5,3,5,7,7,5,5,6,4,5,4,6,6,7,6,6,4,7,6,9,7,6,6,6,6,5,8,4,6,5,7,7,10,10,8,8,10,9,9,10,10,10,10,0.9248898660738584,0.6846464646464636
10,10,10,5,4,4,2,5,5,4,4,6,1,6,4,6,5,4,5,5,2,4,6,5,7,5,5,2,6,5,5,5,4,6,6,6,7,5,6,5,7,5,2,5,7,5,6,7,7,3,6,6,5,5,8,5,6,4,6,4,7,5,10,6,3,5,5,5,6,7,5,6,5,7,6,9,7,6,6,6,5,5,6,6,6,5,7,7,8,9,7,6,10,10,10,10,10,10,10,0.9935382313879664,0.6206060606060597
