epsilon_progress,nfe
0,0
24,100
98,1193
151,2292
196,3389
245,4484
281,5583
316,6674
342,7767
378,8866
405,9959
411,10969
436,12023
453,13079
480,14133
492,15189
510,16242
522,17297
534,18351
552,19405
564,20459
571,21515
579,22570
584,23626
593,24682
595,25735
602,26783
604,27836
617,28892
623,29946
629,30999
637,32054
644,33106
650,34162
656,35212
663,36268
667,37324
670,38376
678,39431
682,40487
689,41541
692,42591
701,43644
707,44698
713,45750
718,46804
721,47857
726,48913
731,49965
737,51020
742,52071
746,53127
750,54181
753,55234
756,56289
761,57344
768,58398
773,59451
778,60502
781,61557
787,62612
791,63668
795,64722
799,65777
804,66829
808,67882
812,68934
815,69989
817,71045
820,72094
823,73147
829,74201
831,75253
834,76309
837,77363
844,78415
849,79470
851,80523
856,81572
858,82625
861,83678
861,84734
867,85788
873,86843
880,87895
884,88950
891,90004
892,91057
895,92109
900,93161
902,94216
906,95272
910,96327
914,97382
917,98564
917,99751
919,100941
925,102128
927,103316
933,104500
940,105688
946,106877
949,108065
952,109255
958,110442
959,111631
964,112816
967,114004
967,115192
971,116381
971,117569
973,118756
973,119944
976,121134
981,122319
983,123506
983,124695
985,125885
987,127070
990,128256
994,129445
997,130633
998,131821
1002,133007
1009,134195
1014,135381
1018,136571
1022,137757
1029,138945
1034,140135
1036,141325
1038,142513
1039,143702
1042,144890
1046,146079
1049,147267
1052,148456
1053,149646
1055,150834
1058,152023
1060,153210
1064,154400
1065,155589
1067,156773
1069,157963
1071,159150
1072,160338
1074,161526
1077,162713
1080,163898
1082,165087
1083,166276
1085,167466
1088,168654
1091,169844
1093,171031
1094,172221
1096,173410
1098,174596
1099,175784
1100,176968
1101,178158
1103,179347
1104,180534
1107,181724
1109,182913
1113,184102
1114,185286
1115,186473
1115,187662
1116,188850
1119,190039
1122,191223
1124,192411
1125,193599
1126,194788
1129,195975
1132,197165
1134,198353
1134,199541
1135,200729
1136,201917
1136,203104
1142,204291
1143,205479
1145,206667
1146,207856
1150,209046
1153,210235
1155,211422
1157,212611
1158,213800
1159,214990
1159,216180
1161,217368
1163,218557
1164,219746
1166,220934
1168,222123
1169,223310
1170,224500
1172,225685
1172,226871
1174,228058
1177,229248
1177,230436
1178,231625
1180,232815
1180,234004
1182,235194
1184,236383
1187,237572
1188,238758
1189,239946
1195,241134
1196,242322
1198,243511
1199,244701
1200,245888
1202,247074
1203,248263
1204,249450
1207,250635
1208,251823
1209,253013
1211,254203
1214,255391
1214,256577
1214,257764
1216,258954
1220,260144
1221,261331
1221,262518
1223,263705
1223,264893
1225,266081
1227,267271
1229,268459
1231,269648
1231,270836
1234,272026
1235,273215
1235,274399
1235,275587
1238,276777
1238,277966
1240,279156
1241,280343
1243,281531
1246,282718
1248,283905
1249,285094
1251,286283
1254,287473
1255,288662
1255,289851
1257,291041
1262,292230
1262,293419
1262,294606
1265,295793
1265,296979
1266,298167
1267,299353
1270,300541
1270,301731
1272,302919
1272,304108
1274,305293
1274,306480
1275,307668
1279,308858
1280,310048
1282,311234
1283,312424
1286,313614
1288,314798
1292,315986
1293,317171
1294,318360
1294,319548
1297,320736
1297,321921
1297,323110
1298,324295
1298,325483
1300,326672
1302,327860
1304,329047
1304,330234
1306,331424
1307,332613
1308,333800
1309,334987
1312,336214
1313,337398
1313,338579
1313,339761
1315,340945
1315,342127
1315,343310
1316,344494
1317,345678
1317,346861
1319,348044
1320,349228
1322,350411
1326,351592
1327,352771
1328,353952
1330,355135
1331,356317
1333,357499
1333,358683
1334,359865
1334,361049
1337,362233
1338,363417
1338,364599
1339,365782
1339,366963
1342,368144
1346,369327
1350,370509
1351,371688
1354,372868
1356,374052
1358,375236
1358,376419
1362,377602
1362,378785
1366,379967
1366,381148
1368,382331
1369,383514
1372,384695
1374,385878
1374,387061
1375,388242
1375,389426
1376,390608
1379,391789
1381,392972
1382,394153
1383,395336
1383,396518
1384,397701
1384,398882
1385,400066
1385,401250
1385,402432
1385,403616
1385,404799
1385,405981
1385,407162
1386,408346
1387,409530
1387,410712
1388,411896
1389,413079
1391,414263
1391,415445
1395,416627
1396,417811
1398,418994
1402,420177
1404,421360
1406,422542
1406,423725
1408,424907
1410,426090
1412,427273
1413,428455
1413,429638
1413,430820
1414,432002
1416,433186
1417,434370
1420,435553
1425,436737
1425,437920
1426,439104
1427,440288
1430,441471
1431,442654
1431,443837
1432,445021
1433,446204
1435,447387
1435,448570
1439,449753
1441,450937
1442,452121
1445,453301
1446,454484
1447,455667
1447,456850
1449,458033
1449,459217
1449,460399
1450,461582
1450,462765
1451,463944
1453,465128
1455,466309
1457,467490
1459,468671
1462,469855
1462,471039
1463,472222
1465,473404
1466,474586
1466,475769
1466,476953
1467,478130
1469,479313
1472,480497
1474,481679
1474,482859
1474,484040
1477,485224
1478,486404
1482,487587
1483,488768
1483,489951
1485,491135
1487,492319
1488,493499
1490,494679
1492,495861
1493,497044
1493,498226
1494,499407
1495,500589
1496,501771
1500,502953
1502,504136
1503,505320
1503,506503
1504,507685
1504,508867
1505,510051
1506,511235
1506,512419
1509,513602
1512,514784
1513,515966
1514,517148
1517,518330
1518,519511
1519,520689
1520,521871
1524,523053
1525,524237
1525,525421
1528,526603
1529,527787
1531,528970
1531,530153
1532,531335
1532,532519
1535,533703
1536,534883
1536,536067
1537,537250
1539,538429
1540,539612
1543,540796
1548,541979
1549,543163
1550,544346
1551,545527
1552,546711
1552,547895
1556,549076
1558,550260
1558,551439
1558,552623
1559,553807
1559,554989
1562,556171
1563,557350
1563,558532
1564,559711
1566,560891
1567,562074
1569,563255
1570,564437
1572,565620
1572,566804
1573,567984
1573,569168
1573,570350
1574,571533
1575,572716
1577,573898
1578,575082
1579,576263
1579,577446
1580,578628
1581,579811
1582,580995
1584,582179
1586,583362
1589,584545
1590,585727
1592,586910
1593,588092
1593,589275
1596,590458
1596,591641
1597,592824
1598,594008
1599,595191
1602,596375
1603,597559
1606,598742
1609,599926
1610,601109
1611,602290
1614,603474
1618,604658
1619,605842
1620,607025
1620,608206
1623,609389
1625,610569
1626,611749
1629,612929
1629,614113
1629,615295
1632,616476
1632,617660
1635,618839
1637,620019
1640,621201
1642,622383
1648,623565
