0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
5,9,5,5,5,6,5,5,5,5,5,6,8,6,6,6,6,4,6,6,7,5,6,6,5,5,5,5,7,5,6,5,6,9,5,5,5,5,5,6,5,5,5,5,5,6,5,10,6,6,6,5,9,5,7,10,7,7,6,4,6,6,6,6,4,5,6,9,6,6,7,5,5,5,5,6,5,7,6,7,7,9,6,10,5,5,9,6,6,6,7,6,6,5,7,5,7,6,4,7,-2.8880178948361976,-9.428735883736984
10,9,6,5,5,6,5,5,5,6,4,7,4,6,6,7,6,6,6,6,6,4,6,5,10,6,5,6,5,6,7,5,6,7,5,6,5,5,5,6,5,5,6,5,5,7,5,5,9,5,6,5,9,6,5,6,7,5,6,4,9,5,6,6,5,5,6,5,9,6,6,10,4,6,5,6,5,7,8,5,6,6,6,5,5,7,6,7,5,6,7,5,6,6,6,5,5,5,5,6,-1.8552103103532545,-9.702670656807273
10,7,6,4,5,5,5,5,5,5,8,7,6,6,4,7,6,5,4,5,7,4,6,6,5,5,4,6,4,6,6,5,5,7,6,6,5,5,7,4,5,5,5,6,7,6,5,5,6,5,8,6,6,7,5,6,7,5,6,4,8,5,6,7,6,6,6,6,6,7,6,6,5,5,5,7,4,5,5,7,7,9,6,5,5,6,7,7,5,5,7,5,6,5,7,4,4,5,5,6,-2.4635713966020916,-9.546618537602113
10,7,6,5,5,5,5,5,5,6,8,7,4,6,4,7,6,5,7,5,6,4,6,5,5,5,4,6,4,6,6,5,5,7,5,6,5,5,4,5,5,5,6,6,7,7,5,5,9,5,9,6,9,7,5,6,7,5,6,4,9,5,6,7,5,5,6,6,6,7,6,9,4,6,5,7,5,5,7,6,6,9,6,5,5,6,6,7,5,5,7,5,6,5,7,5,5,5,5,9,-2.2849046485194817,-9.615369094454019
10,7,6,5,5,5,5,5,5,5,8,6,9,6,4,7,6,5,4,7,7,4,6,6,5,4,4,6,7,6,6,5,5,7,6,6,5,5,7,6,5,4,5,4,6,7,5,6,6,5,8,7,6,7,6,5,7,5,6,4,9,5,6,6,7,6,6,5,6,7,6,5,5,5,5,7,4,5,6,4,6,9,6,5,5,5,7,7,5,5,7,4,7,10,7,5,4,6,4,6,-2.405997377131293,-9.57108676455447
10,9,6,5,5,6,5,5,6,6,5,7,10,6,6,7,6,6,5,6,6,7,6,5,5,6,6,6,6,5,7,5,6,6,5,6,5,6,6,5,5,5,6,5,5,7,5,4,6,10,6,5,9,6,6,6,7,5,6,4,9,5,6,6,5,5,6,5,6,6,6,10,5,6,5,6,6,7,9,7,6,10,6,5,5,7,6,7,5,6,7,5,6,5,6,5,5,6,5,6,-1.7458355192999147,-9.726173018033537
10,7,6,4,5,5,5,5,5,5,8,7,6,6,4,7,6,5,4,5,7,4,6,6,5,5,4,6,4,6,6,5,5,7,6,6,5,5,7,4,5,5,5,6,7,6,5,5,6,5,8,6,6,7,5,6,7,5,6,4,9,5,6,7,6,5,6,6,6,7,7,7,5,5,5,7,4,5,5,7,7,9,6,5,5,6,7,7,5,5,7,5,6,5,7,4,4,5,5,6,-2.2256423699380354,-9.65516436641169
5,7,6,5,5,5,5,5,5,5,7,7,6,6,4,7,6,5,4,5,6,4,6,6,5,5,4,5,5,5,7,5,4,7,5,6,5,5,7,4,5,5,5,6,4,6,5,10,6,6,7,5,6,7,5,6,4,5,6,4,6,5,6,6,6,6,6,6,9,7,5,7,5,5,5,7,4,4,5,7,7,9,6,5,5,6,7,7,5,5,7,5,6,5,6,4,5,6,5,6,-3.707825240784194,-9.385118907357079
10,7,6,5,5,7,6,5,5,6,4,7,7,6,4,6,6,5,6,5,7,4,6,6,5,5,4,10,4,5,6,5,5,6,5,5,5,5,6,5,5,5,6,6,5,6,5,10,6,6,6,5,6,6,5,5,7,5,6,4,6,5,6,6,6,5,6,6,9,7,5,5,5,6,5,7,5,4,5,7,7,9,9,5,5,5,8,6,5,5,7,5,6,5,7,4,5,6,5,6,-2.1612575577680384,-9.69224775953138
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,6,7,6,7,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,6,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.6294065552746064,-9.750492941702388
10,10,9,5,9,7,6,5,6,7,5,5,7,6,9,6,6,7,6,7,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,6,6,6,6,6,7,5,5,7,6,7,4,5,7,10,6,6,6,5,5,6,6,6,-1.3688589368909072,-10.219552440248874
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,6,7,6,6,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.4142519133066853,-10.063447219152357
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,6,7,6,7,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,5,5,6,5,9,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.3489244694239073,-10.719532988845366
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,6,7,6,7,6,5,6,6,10,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.3380303010941352,-10.85225254860971
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,9,7,6,7,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,6,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.4802777107187748,-9.899507826407689
10,10,9,5,9,7,6,5,6,6,5,5,7,6,9,6,6,7,6,7,6,5,6,6,5,6,5,6,5,5,7,5,7,5,5,5,5,5,5,6,5,5,5,5,5,6,5,6,6,6,9,5,9,5,6,6,6,9,6,4,6,5,6,6,7,5,7,6,6,6,9,5,5,7,5,7,5,7,6,6,6,6,7,5,5,7,6,7,4,5,7,5,6,6,6,5,5,6,6,6,-1.5788310782629478,-9.842721978647814
5,7,5,5,5,5,5,5,5,6,8,7,7,6,4,7,6,5,5,6,6,4,6,5,5,5,4,5,5,5,6,5,4,7,5,5,5,5,7,6,5,5,5,5,7,7,5,5,9,6,7,6,9,6,5,6,6,5,6,4,6,5,6,6,5,6,6,6,9,7,5,5,5,6,5,7,5,4,5,7,6,9,6,5,5,6,6,7,5,5,7,5,6,5,6,5,5,5,5,6,-3.8741688725410905,-9.281402341194944
10,6,5,4,5,5,5,6,5,5,8,5,6,6,4,7,6,5,4,5,7,4,6,6,5,5,5,6,4,6,6,5,5,7,6,5,5,5,7,7,5,5,5,6,7,6,5,5,6,5,8,5,6,7,5,6,6,5,6,4,9,5,6,7,7,6,6,5,6,7,6,4,5,6,5,7,4,5,5,7,6,9,6,10,5,6,6,7,5,5,7,5,6,5,7,4,4,5,5,6,-2.8730457360315773,-9.515516622495358
5,6,5,4,5,5,5,5,5,5,4,5,6,6,10,7,6,6,5,5,6,4,9,6,5,5,4,5,4,6,5,5,5,6,6,5,5,5,7,7,5,5,5,6,5,7,4,5,6,5,7,5,6,6,5,5,6,10,6,4,6,5,6,6,7,6,6,5,6,6,6,5,5,6,5,7,4,4,6,7,6,6,6,10,5,6,6,7,5,6,7,5,6,5,7,5,5,6,5,6,-5.595327246851221,-9.146713228882616
10,10,9,5,9,6,6,5,6,6,5,6,7,6,6,7,6,6,6,6,6,4,6,5,5,6,5,6,6,5,7,5,6,5,5,6,5,5,6,5,5,5,6,5,5,7,5,6,6,5,9,5,9,5,6,6,6,6,6,4,6,5,6,6,7,5,6,5,6,6,6,5,5,6,5,6,5,7,9,6,6,9,6,5,5,7,6,7,4,5,7,5,6,5,6,5,5,6,5,6,-1.594133456341061,-9.836966482652775
5,6,5,4,5,5,5,5,5,5,8,5,6,6,7,7,6,6,4,5,7,4,9,6,5,5,5,6,4,6,5,5,5,6,6,5,5,5,7,6,5,5,5,6,5,6,4,10,6,5,7,5,6,6,5,6,6,5,6,4,6,5,6,6,7,6,6,5,6,6,6,4,5,6,5,7,4,4,5,7,6,9,6,10,5,6,6,7,5,6,7,5,6,5,7,5,4,5,5,6,-5.342228083259746,-9.167543629100734
5,6,6,4,5,5,5,5,5,6,8,7,5,6,4,7,6,6,7,5,6,4,6,5,5,5,5,6,4,6,5,5,5,7,5,5,5,5,4,6,5,5,5,6,6,9,5,5,9,5,7,5,6,6,5,6,7,5,6,4,6,5,6,6,6,6,6,6,6,7,6,8,5,6,5,7,5,4,4,7,6,9,6,5,5,6,6,7,5,6,7,5,6,5,7,5,4,5,5,6,-4.941019462058982,-9.178269580130065
5,7,5,5,5,5,5,5,5,5,8,5,7,6,4,7,6,6,4,5,6,4,6,6,5,5,5,6,4,6,5,5,4,6,5,5,5,10,7,6,5,5,5,6,4,7,4,5,9,6,7,6,9,6,5,6,6,5,6,4,6,5,6,6,5,6,6,6,9,6,5,5,5,6,5,7,5,4,5,7,6,9,6,5,5,6,6,7,5,5,7,5,6,5,6,5,5,5,5,6,-3.806340515413195,-9.343011797503546
5,7,5,5,5,5,5,5,5,5,8,5,6,6,7,7,6,6,4,5,6,4,9,6,5,5,5,6,4,6,5,5,5,7,6,5,5,10,7,5,5,5,5,6,5,6,5,5,6,5,7,5,6,6,5,6,6,5,6,4,6,5,6,6,7,6,6,5,6,6,5,4,5,6,5,7,4,4,5,7,7,9,6,10,5,6,6,7,5,6,7,5,6,5,7,5,4,5,5,6,-4.222460669978619,-9.218519024762418
