0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
6,7,5,5,5,7,5,6,5,6,5,6,5,4,6,6,4,6,5,5,9,7,4,5,7,6,5,5,4,6,6,5,6,5,10,4,7,5,6,4,5,6,5,4,5,5,6,7,4,6,6,6,3,5,6,6,6,5,4,5,5,6,6,4,6,6,6,7,6,7,4,4,5,5,7,4,5,6,5,7,7,5,5,5,9,5,6,4,5,5,4,5,6,10,7,7,5,5,6,5,-4.049675844011673,-9.340593064927035
10,7,5,4,5,4,5,6,5,6,5,5,5,4,6,6,7,5,5,5,9,7,7,5,7,6,5,6,5,5,6,4,6,5,10,7,7,5,9,4,5,6,5,4,4,5,6,7,4,6,6,6,4,5,6,5,6,6,4,5,6,5,7,7,6,6,7,7,4,6,4,7,5,5,7,5,5,6,5,5,7,5,5,6,9,5,6,4,5,6,6,6,6,5,9,7,5,6,6,5,-2.86524060341213,-9.554774252126961
9,7,5,4,5,7,5,6,5,5,10,6,5,4,5,6,6,4,6,5,6,8,7,5,6,6,6,6,5,5,6,7,6,5,10,7,7,4,5,7,5,6,5,4,5,5,6,7,4,6,6,6,4,5,6,4,6,5,4,5,8,5,7,7,6,6,6,7,4,6,4,7,5,5,7,5,5,5,5,5,6,5,6,7,9,5,6,7,5,7,5,6,6,4,9,7,5,6,6,5,-2.95325942235891,-9.540480553705851
6,7,5,5,6,7,6,6,5,9,5,6,5,7,6,6,6,6,6,5,9,9,5,5,6,6,5,9,5,6,7,5,6,5,10,4,7,5,6,7,5,6,6,5,5,5,6,9,7,6,6,5,5,5,7,7,6,5,4,5,5,6,6,7,6,6,7,6,5,7,4,4,5,5,7,5,5,6,5,5,6,5,5,6,9,5,6,7,6,4,4,5,6,10,7,7,5,5,6,6,-3.481485785124001,-9.393576918143241
10,9,5,5,4,7,6,6,5,9,5,6,5,6,6,6,6,6,5,5,6,9,6,5,6,6,6,5,5,6,7,10,6,5,9,5,8,5,5,7,5,6,5,5,5,5,6,9,7,6,6,6,5,5,6,5,6,6,6,5,6,6,7,7,6,6,7,9,5,6,4,7,7,5,6,5,5,6,5,4,7,5,5,6,6,5,6,7,6,7,5,5,5,5,7,7,5,5,6,6,-1.8692204509340025,-9.616017764826998
10,9,10,6,7,7,6,6,5,9,5,6,5,7,7,6,6,7,6,5,6,9,6,5,6,6,6,8,6,6,7,10,6,5,9,6,7,5,5,7,5,6,5,5,5,5,6,9,7,6,6,5,5,5,7,5,6,6,10,5,6,5,7,6,6,5,7,9,5,6,7,7,7,5,6,5,5,6,6,5,6,5,5,6,6,5,6,7,6,7,5,5,6,5,7,7,6,5,6,6,-1.4892383437360945,-9.87533484319769
9,7,5,5,5,7,5,6,5,9,5,5,5,7,5,7,5,7,5,5,9,6,4,5,6,6,7,6,5,6,7,5,6,5,9,6,7,5,6,7,5,6,5,5,10,5,6,7,4,5,6,6,5,5,6,4,6,7,5,5,5,6,7,5,6,6,6,8,5,5,4,4,5,5,6,5,5,6,5,7,7,5,5,6,6,5,6,7,5,4,5,5,6,5,6,7,5,5,6,6,-2.660750672456024,-9.571287742447165
10,9,10,6,7,7,6,6,5,9,5,6,5,7,7,6,9,7,6,5,6,9,6,5,6,6,6,8,6,6,7,10,6,5,9,6,4,5,5,7,5,6,5,5,5,5,6,9,7,6,7,5,5,5,7,4,6,6,10,5,6,5,7,6,6,5,7,9,5,6,5,7,7,5,6,5,5,6,5,5,6,5,5,6,6,5,6,7,5,7,5,5,6,5,7,7,6,5,6,6,-1.5334041339484115,-9.847836073918783
10,6,5,5,7,7,6,6,5,9,5,6,5,7,8,6,6,6,6,5,9,9,6,5,6,6,5,8,6,6,7,10,6,5,10,7,7,5,5,7,5,6,6,5,5,5,6,9,7,6,6,5,5,5,7,6,9,5,4,5,5,6,7,6,6,6,7,6,5,6,5,7,5,5,7,5,5,6,5,5,6,5,5,6,6,5,6,6,6,4,4,5,6,10,7,7,5,5,6,6,-2.5160796882148,-9.601067052832757
10,9,10,6,7,7,5,6,5,9,5,6,5,7,7,6,6,7,6,5,6,9,6,4,6,6,6,8,6,6,7,10,6,5,9,6,7,5,5,7,5,6,5,5,5,5,6,9,7,6,7,5,5,5,7,4,7,6,10,5,6,5,7,6,6,5,7,9,5,6,5,7,7,5,6,5,5,6,5,5,6,5,5,6,6,5,6,7,6,7,5,6,6,5,7,7,6,5,6,6,-1.681420070680669,-9.699433640454261
