0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
7,9,7,6,5,4,5,6,6,5,6,7,6,6,5,4,6,7,7,10,6,7,5,6,5,5,7,10,7,4,6,7,6,7,7,5,6,5,6,7,5,5,6,6,6,5,4,5,5,7,6,5,6,6,6,7,6,5,5,7,5,6,5,5,5,6,5,9,6,5,6,6,4,6,6,9,9,10,5,6,6,5,5,7,9,4,6,6,5,6,5,6,6,5,7,6,6,5,7,6,-2.395566370868002,-9.63249419916922
8,5,6,5,5,5,5,6,6,5,6,7,5,7,10,4,7,7,5,5,6,6,5,5,5,6,5,5,5,7,6,7,6,4,6,5,6,7,6,5,5,5,7,5,6,5,4,7,5,7,7,5,10,6,6,7,5,7,5,4,9,7,5,5,6,6,7,9,7,4,6,6,4,6,5,6,6,5,5,6,6,5,5,5,7,6,5,5,5,6,6,6,5,6,6,5,7,6,6,6,-3.963180548574432,-9.357914445229135
10,10,7,6,5,6,6,6,6,5,5,6,5,5,5,6,6,6,6,5,9,6,6,5,5,6,5,9,6,5,6,7,6,7,6,5,9,8,5,5,9,10,7,5,6,6,5,5,5,7,7,5,6,6,6,7,5,7,6,4,6,6,5,5,6,5,5,9,6,5,7,6,4,7,6,6,6,5,5,5,5,5,5,6,7,6,5,10,9,5,5,9,5,6,5,6,7,8,6,6,-1.7145619724395642,-9.737657905887389
8,10,6,6,5,6,5,6,6,5,5,7,5,7,5,8,6,7,5,5,5,6,5,5,5,6,8,10,5,5,5,7,6,4,5,5,10,8,6,5,9,9,7,6,6,6,6,5,5,7,7,5,9,6,7,6,6,5,5,4,6,6,5,5,6,5,9,6,7,6,6,6,4,7,5,6,6,5,4,5,5,5,5,7,7,7,5,5,10,6,5,9,6,5,6,5,7,7,6,6,-1.994302757246872,-9.695990538766706
7,7,6,5,5,6,5,6,6,5,5,4,5,5,6,7,6,4,5,5,9,6,6,5,5,6,4,9,5,7,6,7,6,4,5,5,5,7,5,5,10,10,7,5,5,6,5,5,4,7,7,5,5,7,7,5,5,6,4,4,9,9,5,5,8,4,5,6,6,5,7,6,4,4,6,6,5,5,5,7,5,5,5,7,7,7,5,4,10,6,5,9,5,6,6,6,7,4,6,9,-3.210125274485632,-9.45460005303484
4,5,5,5,5,6,5,6,6,5,5,7,5,7,10,7,7,7,5,5,6,6,4,5,5,9,5,5,5,4,6,7,6,7,6,5,6,7,6,4,5,10,7,5,6,6,4,6,5,7,4,5,5,7,6,7,5,7,5,4,9,7,5,5,6,6,6,10,6,5,7,6,4,7,5,6,6,5,4,5,5,5,5,5,6,6,5,5,6,6,6,6,6,5,6,4,6,7,6,6,-5.362904876787693,-9.29155826382024
10,10,6,6,5,6,6,6,6,5,5,6,5,7,5,7,7,7,6,5,5,6,6,5,5,6,6,5,5,6,6,7,6,7,6,5,9,6,6,5,6,10,7,5,6,7,5,6,5,7,7,5,6,6,6,7,6,7,6,7,6,6,5,5,6,6,7,9,6,5,7,4,4,7,6,6,6,5,5,6,5,5,5,6,8,6,6,5,6,5,5,9,5,6,5,5,7,8,6,6,-1.3274365338010192,-10.43855578285377
1,9,5,6,5,5,5,6,6,5,6,7,5,7,10,5,6,7,6,5,6,7,5,6,5,5,7,10,7,4,6,7,6,7,6,5,6,6,6,7,5,5,6,5,6,6,7,5,5,7,6,5,6,6,6,7,6,6,6,7,5,6,5,5,6,6,5,9,6,6,6,6,4,7,6,6,8,10,5,6,6,5,5,4,6,5,5,5,6,6,5,9,6,5,7,6,6,7,6,6,-3.2042067300439054,-9.50939664188213
10,10,8,10,5,6,6,6,6,5,5,6,6,5,5,7,9,7,5,5,6,6,7,6,5,5,6,9,6,5,6,7,5,7,6,5,6,7,5,5,6,10,7,5,6,6,7,6,5,7,6,5,6,6,6,7,6,6,5,7,5,7,5,5,6,7,10,9,7,6,7,7,4,7,6,6,6,5,5,5,5,5,5,7,7,7,6,10,9,5,5,9,5,5,5,6,6,7,6,6,-1.5027285167113118,-9.954554972670996
7,6,7,6,5,5,5,6,6,5,5,4,5,5,5,7,6,4,7,10,6,6,5,5,5,6,4,9,6,7,6,7,6,7,6,5,6,5,5,5,5,5,7,5,5,6,4,5,5,7,6,5,6,6,6,7,6,6,4,4,6,6,5,5,8,6,5,9,6,5,7,6,4,7,6,6,10,5,5,6,5,5,5,7,7,7,6,4,10,6,5,9,5,5,7,6,7,5,6,6,-3.1269545280078,-9.520718162587096
10,10,7,10,5,6,6,6,6,5,5,6,5,6,5,7,9,7,5,5,9,6,7,5,5,6,6,9,6,5,6,7,5,7,6,5,9,6,6,6,6,10,7,5,6,6,5,5,5,7,6,5,9,6,6,7,6,7,5,7,6,9,6,5,6,6,8,6,6,5,7,6,4,7,6,6,6,5,5,5,5,5,5,7,8,7,6,9,9,5,5,9,5,6,6,5,6,9,6,6,-1.564348061559908,-9.866444865601274
7,8,7,6,5,6,5,6,6,5,5,7,6,7,5,4,5,7,4,5,5,6,4,6,5,5,7,10,7,4,5,7,5,7,7,5,6,5,6,6,5,5,6,5,5,5,4,5,5,7,6,5,6,6,7,7,5,5,5,7,5,6,5,5,5,6,5,6,6,6,6,6,4,6,6,9,9,10,5,6,6,5,5,6,8,7,6,6,5,6,5,9,6,4,7,5,6,5,7,6,-2.5050652400603575,-9.608241299976651
6,6,6,5,5,5,5,6,6,5,5,6,5,5,10,6,7,7,5,5,5,6,4,5,5,6,7,5,5,4,6,7,6,7,6,5,5,7,5,5,10,5,7,6,6,5,5,6,5,4,7,5,6,6,7,4,5,5,5,6,6,9,5,5,7,5,6,6,6,5,7,6,4,7,6,6,5,5,5,7,5,5,5,7,6,7,6,5,10,6,5,9,5,6,6,6,7,8,6,6,-3.7285935060321735,-9.405911519536057
8,5,6,5,5,5,5,6,6,5,5,7,5,7,10,8,7,7,6,5,5,6,5,5,5,6,7,5,5,7,6,7,6,4,5,5,5,8,6,5,9,9,7,5,6,6,4,7,4,7,7,5,10,6,6,7,6,6,5,4,5,7,5,5,6,5,8,9,7,6,6,6,4,7,5,6,6,5,4,5,6,5,5,7,7,7,5,5,5,6,5,6,6,6,6,5,7,7,6,6,-3.672448192416626,-9.436802017688699
10,10,8,10,5,6,6,6,6,5,5,6,6,5,5,7,9,7,5,5,9,6,6,5,5,6,6,9,6,5,6,7,5,7,6,6,9,6,6,6,6,10,6,10,6,6,7,5,5,7,7,5,9,6,6,7,6,7,5,7,5,6,6,5,6,7,8,9,7,9,7,7,4,7,5,6,6,5,5,5,5,5,5,7,9,7,6,6,9,6,6,9,5,6,6,6,7,7,6,6,-1.3901258919584571,-10.129849736208028
10,10,8,10,5,6,6,6,6,5,5,6,5,5,5,7,9,7,5,5,9,6,7,6,5,5,7,9,6,5,6,7,5,7,6,5,9,6,6,6,6,10,7,5,6,6,6,5,5,7,6,5,6,6,6,7,6,6,5,7,5,7,5,5,6,6,9,6,7,6,7,6,4,7,5,6,6,5,5,5,5,5,5,7,8,7,6,9,9,5,5,9,5,6,6,5,6,8,6,6,-1.3580898579275558,-10.237858344816761
7,10,5,6,5,6,5,6,6,5,5,7,5,7,5,7,6,7,5,5,5,9,4,5,5,9,7,5,5,4,5,7,6,4,5,5,5,8,6,5,9,9,7,5,6,6,5,5,5,7,7,5,10,7,6,7,6,6,5,4,9,6,5,5,6,6,6,9,6,6,7,6,4,7,5,6,6,5,4,5,5,5,5,5,7,6,5,5,5,6,6,6,6,5,6,5,6,7,6,6,-2.6018190641918424,-9.55121802470882
8,8,7,6,5,6,5,6,6,5,5,7,5,7,5,8,5,7,5,5,5,6,5,5,5,6,7,10,5,4,5,7,6,7,5,5,5,4,6,5,10,6,7,6,6,6,4,5,5,7,7,5,6,6,7,6,5,5,5,4,5,6,5,5,5,6,6,6,6,6,6,6,4,7,6,9,6,5,5,5,6,5,5,6,7,7,6,6,5,6,5,9,6,5,6,5,5,4,6,6,-2.2566338798584367,-9.683743263113518
10,10,8,5,5,6,5,6,6,5,5,6,5,5,5,7,6,7,5,5,9,6,7,6,5,5,6,10,5,5,6,7,5,7,6,5,10,6,6,5,9,10,7,5,6,6,6,5,5,7,6,5,6,6,6,7,6,6,5,7,5,7,5,5,6,6,9,9,6,6,7,7,4,7,6,6,6,5,5,5,5,5,5,7,7,7,6,10,9,5,5,9,5,6,5,6,6,8,6,6,-1.6385391328335104,-9.817696272038964
10,10,7,5,5,6,6,6,6,5,5,6,5,5,5,9,9,7,6,10,9,6,6,5,5,6,6,5,6,5,6,8,6,7,6,5,9,6,6,6,6,10,7,10,6,6,5,5,5,7,7,5,9,6,6,7,6,6,5,7,6,9,6,5,6,6,10,6,7,5,7,6,4,7,6,6,6,10,6,5,5,5,5,5,6,7,6,6,6,5,5,6,5,5,6,9,7,9,6,6,-1.4253835421764398,-10.101815004667174
10,10,7,5,5,6,6,6,6,5,4,6,5,5,5,9,9,7,6,10,9,6,6,5,5,6,6,5,6,5,6,7,6,7,6,5,9,6,6,6,6,10,7,9,6,6,5,5,5,7,7,5,9,6,6,7,6,6,5,7,6,9,6,5,6,6,10,6,7,5,7,6,4,7,6,6,6,10,6,5,5,5,5,5,6,7,6,6,6,5,5,6,5,5,6,9,7,9,6,6,-1.5163221749339775,-9.89406292027306
10,10,7,5,5,6,6,6,6,5,5,6,5,5,5,9,9,7,6,10,9,6,6,5,5,6,6,6,6,5,6,7,6,7,6,5,9,6,6,6,6,10,7,10,6,6,5,5,5,7,7,5,9,6,6,7,6,6,5,7,6,9,6,5,6,6,10,6,7,5,7,6,4,7,5,6,6,10,6,5,5,5,5,5,6,7,6,6,6,5,5,6,5,5,6,9,7,9,6,6,-1.6239633164707588,-9.842773466135839
10,10,7,5,5,6,5,6,6,5,5,6,5,5,5,9,9,7,6,10,9,6,6,5,5,6,6,5,6,5,6,7,6,7,6,5,10,6,6,5,6,10,7,10,6,6,5,5,5,7,7,5,9,6,6,7,6,6,5,7,6,9,6,5,6,6,9,6,7,6,7,6,4,7,6,6,6,10,5,5,5,5,5,7,6,7,6,9,9,5,10,9,5,5,5,6,6,9,6,6,-1.3396181924162371,-10.41746245143377
10,10,7,5,5,6,6,6,6,5,5,6,5,5,5,9,9,7,6,10,9,6,6,5,5,6,6,5,6,5,6,7,6,7,6,5,9,6,6,6,6,10,7,10,6,6,5,5,5,7,7,5,9,6,6,7,6,6,5,7,6,9,6,5,6,6,10,6,7,5,7,6,4,7,6,6,6,10,6,5,5,5,5,5,6,7,6,6,6,5,5,6,5,5,6,9,8,9,6,6,-1.4572211230744154,-10.01278471311574
