0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
10,10,9,6,7,6,7,6,10,6,5,6,6,6,6,6,5,6,7,6,6,6,5,8,7,5,7,5,6,6,5,4,5,5,10,7,10,5,5,6,6,7,5,5,7,9,6,5,5,6,6,5,5,5,7,6,7,5,5,7,6,6,5,7,5,5,6,5,4,7,5,7,6,6,6,6,5,5,5,6,5,5,7,7,5,5,7,6,7,5,6,6,6,5,5,5,5,5,6,6,-1.3875757774207316,-10.012939383776178
5,5,5,6,5,5,5,5,5,6,6,4,6,6,6,5,10,7,6,6,7,5,5,9,6,5,4,5,7,6,5,4,5,6,5,6,9,4,5,6,7,6,6,5,5,5,4,4,6,4,6,7,5,4,6,5,4,6,5,7,6,7,4,8,5,7,5,6,4,6,5,6,9,7,6,6,5,5,5,4,4,5,7,6,5,6,6,6,8,5,5,6,9,5,4,5,5,5,5,6,-5.063954644038697,-9.20915143688719
5,6,6,6,5,5,7,5,5,7,6,6,5,9,6,5,6,4,6,6,5,9,6,9,7,5,7,5,6,6,5,7,5,5,10,6,10,5,5,7,7,7,5,5,6,5,9,6,9,6,6,6,6,5,7,5,7,6,5,5,6,6,6,8,6,5,6,7,4,6,5,6,5,5,6,6,5,5,5,4,8,5,4,5,5,5,7,6,7,5,5,6,5,5,5,5,5,5,6,8,-3.7238855308754433,-9.324151447762944
6,6,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,4,6,7,5,6,6,9,7,5,4,5,6,7,5,7,5,5,5,6,10,7,5,7,7,7,5,6,4,5,9,6,9,5,6,6,6,5,7,6,6,5,5,5,6,7,6,8,5,5,6,9,5,6,5,6,5,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,5,6,5,5,5,5,5,6,6,6,-3.435452377117264,-9.365564580758734
6,6,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,4,6,7,5,6,6,9,7,5,4,5,6,7,5,7,5,5,5,6,10,7,5,7,7,6,5,6,4,5,9,6,9,5,6,6,6,5,7,6,6,6,5,5,6,7,6,8,5,5,6,9,5,6,5,6,5,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,5,6,5,5,5,5,5,5,6,6,-3.167138913600527,-9.507279415446742
6,6,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,4,6,7,5,6,6,9,7,5,4,5,6,6,5,7,5,5,5,6,10,7,5,7,7,7,5,6,4,5,9,6,9,5,6,6,6,5,7,6,6,6,5,5,6,7,6,8,5,5,6,9,5,6,5,6,5,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,5,6,5,5,5,5,5,5,6,6,-3.185759550999135,-9.441181678435216
6,10,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,7,6,7,5,9,6,9,7,5,4,5,6,7,5,7,5,5,5,6,10,7,5,7,6,7,5,6,4,6,9,6,9,5,6,6,6,5,7,6,7,6,5,5,6,7,6,8,5,6,6,9,5,6,5,6,9,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,6,6,6,5,5,5,5,5,6,6,-2.245072226681182,-9.522370850011718
6,6,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,4,6,7,5,6,6,9,7,5,4,5,6,5,5,7,5,5,5,6,10,7,5,7,7,7,5,6,4,5,9,6,9,5,6,6,6,5,7,6,6,6,5,5,6,7,6,8,5,5,6,9,5,6,5,6,5,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,5,6,5,5,5,5,5,5,6,6,-3.3738777743402153,-9.384154783789015
6,6,6,6,6,5,7,6,5,7,6,6,5,9,6,5,9,4,6,7,5,6,6,9,7,5,4,5,6,6,5,7,5,5,5,6,10,7,5,7,7,7,5,6,4,5,9,6,9,5,6,6,6,5,7,6,6,6,5,5,6,7,6,8,5,5,6,9,5,6,5,6,5,4,6,6,5,6,5,7,7,5,4,5,5,5,6,10,7,5,5,6,5,5,5,5,5,5,6,6,-3.1725002343387723,-9.494067671142785
10,10,9,6,6,6,7,6,5,6,5,6,6,7,6,5,6,6,7,6,5,6,5,9,6,5,7,5,6,6,5,7,5,5,10,7,10,5,5,6,6,7,5,5,6,9,9,6,7,6,6,5,5,5,6,6,7,6,5,7,6,7,5,7,5,6,6,9,6,6,5,6,9,5,6,6,5,5,5,6,5,5,7,6,5,6,6,6,7,5,5,6,5,5,5,5,5,5,6,6,-1.3469816910314432,-10.340885848128744
10,10,9,7,7,6,7,6,5,6,5,5,6,7,6,5,6,6,7,6,5,6,6,6,6,5,7,5,6,6,5,7,5,5,10,8,9,5,5,6,6,7,5,5,6,9,9,6,6,6,6,5,5,5,6,6,7,6,5,7,5,7,5,7,5,6,6,10,6,6,6,6,9,5,6,6,5,5,5,6,6,5,7,6,5,6,6,6,7,5,5,6,5,5,5,5,5,5,6,6,-1.3264697110578738,-10.376114261047103
10,10,9,7,7,6,7,6,5,6,5,5,6,7,6,6,6,6,7,6,5,9,6,6,6,5,4,5,6,6,6,7,5,10,5,8,8,5,5,6,6,7,6,6,6,9,6,6,6,6,5,5,5,5,7,6,7,6,5,7,5,6,5,4,5,6,6,5,5,7,6,6,5,5,6,6,5,5,5,6,6,5,7,6,5,7,7,6,7,5,5,6,6,5,5,5,5,5,5,6,-1.7979915798342656,-9.619266213825279
10,10,9,7,7,6,7,6,5,6,5,5,6,7,6,6,6,6,7,6,5,9,6,6,6,5,4,5,7,6,6,7,5,10,5,8,8,5,5,6,6,7,6,6,6,9,6,6,6,6,5,5,5,5,7,6,7,6,5,7,5,6,5,7,5,6,6,5,5,7,6,6,5,5,6,6,5,5,5,6,6,5,7,9,5,7,7,6,7,5,5,6,6,5,5,5,5,5,5,6,-1.3647177250349507,-10.339488174529153
10,10,9,7,7,6,7,6,5,6,5,5,6,7,6,6,6,7,7,6,5,9,6,6,6,5,4,5,6,6,6,7,5,10,5,8,8,5,5,6,6,7,6,6,6,9,6,6,6,6,5,5,5,5,7,6,7,6,5,7,5,6,5,7,5,6,6,5,5,7,6,6,5,5,6,6,5,5,5,7,6,5,7,6,5,7,7,6,7,10,5,6,6,5,5,5,5,5,5,6,-1.6538391471285494,-9.795908726986722
10,10,9,7,7,6,7,6,5,6,5,5,6,6,6,5,5,6,7,6,6,9,6,6,6,5,7,5,6,6,5,7,5,5,5,7,8,5,5,6,6,7,5,6,6,9,6,5,6,6,5,5,5,5,7,6,7,5,5,7,6,7,5,7,5,5,6,5,5,7,6,6,6,5,6,6,5,5,5,5,5,5,7,6,4,7,7,7,7,5,6,6,6,6,5,5,5,6,6,6,-1.5119850588986479,-9.872519516331879
10,10,9,7,6,6,7,6,5,6,5,5,6,7,6,6,6,6,7,6,5,6,5,6,6,5,7,5,6,6,5,7,5,10,5,8,8,5,5,6,6,7,6,5,6,9,9,6,6,6,5,5,5,5,7,6,7,6,5,7,6,7,5,7,5,6,6,9,5,7,5,6,5,5,6,6,5,5,5,6,6,5,7,6,5,7,7,6,7,5,5,6,5,5,5,5,5,5,6,6,-1.4632464233921374,-9.917945200850458
10,10,9,7,7,6,7,6,5,6,5,5,6,7,6,6,6,6,7,6,5,9,6,6,6,5,4,5,6,6,6,7,5,10,5,8,8,5,5,6,6,7,6,6,6,9,6,6,6,6,5,5,5,5,7,6,7,6,5,7,5,6,5,7,5,6,6,5,5,7,6,6,5,5,6,6,5,5,5,6,6,5,7,6,5,7,7,6,7,10,5,6,6,5,5,5,5,5,5,6,-1.335551608451832,-10.356393736650835
10,10,9,6,6,6,7,6,5,6,5,5,6,7,6,5,6,6,7,6,5,6,5,6,6,5,7,5,6,6,5,7,5,5,5,8,10,5,5,6,6,7,6,6,6,9,9,6,6,6,6,5,5,5,6,6,7,6,5,7,5,6,5,4,5,6,6,10,6,7,5,6,5,5,6,6,5,5,5,6,5,5,7,6,5,6,6,6,7,5,5,6,6,5,5,5,10,5,5,6,-1.6037659807147207,-9.851930567191026
10,10,9,7,6,6,7,6,5,6,5,5,6,7,6,5,6,6,7,6,5,9,6,6,6,5,4,5,6,6,5,7,5,10,5,8,9,5,5,6,6,7,6,6,6,9,9,6,6,6,6,5,5,5,6,6,7,6,5,7,5,6,5,4,5,6,6,10,6,7,5,6,5,5,6,6,5,5,5,6,5,5,7,6,5,6,7,6,7,5,5,6,6,5,5,5,5,5,5,6,-1.738956865073593,-9.721087927698427
