0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
10,10,7,6,6,7,5,6,10,6,5,5,7,5,9,5,5,5,6,7,5,5,6,5,5,6,6,5,5,5,6,6,5,5,6,5,6,7,8,6,5,5,5,5,5,9,10,5,5,7,7,5,6,7,6,10,7,5,5,5,5,6,7,6,6,6,6,5,6,6,6,6,4,9,6,10,6,6,5,5,10,5,6,5,6,6,5,7,6,5,7,6,5,5,6,5,7,6,9,6,-1.4999987840361042,-9.906510646701992
7,10,7,5,6,7,5,4,6,5,6,5,6,5,6,5,10,5,5,7,5,5,5,5,5,6,4,5,5,5,7,5,5,10,6,5,6,5,7,7,5,5,5,5,5,6,9,5,5,7,5,5,6,4,6,5,4,5,5,5,5,7,6,6,6,7,6,6,7,6,7,6,4,6,6,7,7,5,5,5,10,5,6,6,5,5,5,7,5,4,7,6,5,5,7,5,7,6,9,6,-2.21443346993958,-9.632157713943919
8,9,7,5,5,4,5,5,4,5,5,5,6,5,6,5,6,5,5,7,5,5,5,5,6,5,7,4,5,5,5,5,6,6,6,6,6,5,6,4,5,5,5,5,5,4,9,5,5,4,5,5,5,7,5,5,6,5,5,10,5,7,6,6,6,7,6,6,6,9,7,7,4,6,6,6,9,5,4,5,5,4,5,5,5,6,5,7,6,5,4,6,5,5,5,6,7,6,9,6,-2.5242215978326303,-9.481264284613676
10,10,7,6,6,7,5,6,10,6,10,5,7,6,9,5,5,5,5,7,5,5,6,5,5,6,6,5,5,5,6,6,5,10,6,5,6,7,8,6,5,5,5,5,5,9,9,5,5,7,6,5,6,7,6,10,7,5,5,5,6,6,7,6,9,7,6,5,7,6,6,6,4,9,6,9,7,6,5,5,10,5,5,5,6,9,5,7,6,5,7,6,5,5,6,5,7,6,6,6,-1.3227296345403414,-10.5329411379278
10,10,7,6,5,7,5,7,10,6,5,5,7,5,6,5,5,5,5,7,5,9,6,5,5,6,6,6,5,5,7,6,5,5,6,5,6,7,5,6,5,5,5,10,5,8,10,5,5,7,6,5,6,7,6,10,7,4,5,5,6,6,4,6,6,7,6,5,6,9,6,6,4,9,6,5,7,6,5,5,10,4,5,5,6,5,5,7,5,5,7,6,5,5,5,6,7,6,9,6,-1.5561133898528157,-9.777439560481735
10,10,7,5,5,4,5,7,5,6,5,5,6,5,6,5,5,5,5,7,5,9,5,5,6,5,5,5,5,5,7,6,5,5,6,5,6,7,8,6,5,5,5,10,5,7,5,5,5,7,5,6,5,5,6,10,7,4,5,5,6,7,4,6,6,7,6,5,7,9,6,6,4,6,5,4,7,5,4,5,5,4,5,6,6,6,5,7,5,5,6,6,5,5,5,6,6,6,6,5,-1.7783421104491195,-9.741401140909877
10,10,7,6,5,7,5,7,10,6,10,5,7,6,9,5,5,5,5,7,5,9,6,5,5,6,6,5,5,5,7,6,5,5,6,5,6,7,8,6,5,5,5,10,5,8,10,5,5,7,6,5,6,7,6,10,7,4,5,5,6,6,7,6,6,7,7,5,6,9,6,6,4,9,6,10,7,6,5,5,10,5,5,5,6,6,5,7,5,5,7,6,5,5,5,6,7,6,9,6,-1.356977953540274,-10.448787458378728
10,10,7,6,5,7,5,7,10,6,10,5,7,5,6,5,5,5,5,7,5,10,6,5,5,6,6,5,5,5,7,5,5,5,6,5,6,7,8,6,5,5,5,10,5,8,10,5,5,7,5,5,6,7,6,10,7,5,5,5,6,6,7,6,6,7,6,5,6,6,6,6,4,9,6,5,7,6,5,5,10,4,5,5,6,5,5,6,5,5,7,6,5,5,5,6,7,6,6,6,-1.6796555474922412,-9.758390447343679
10,10,7,6,6,7,5,6,10,6,10,5,7,6,9,4,5,5,5,7,5,5,6,5,5,6,6,6,5,5,6,5,5,6,6,5,6,7,9,6,5,5,5,10,5,9,9,5,5,7,6,5,6,7,6,10,7,5,5,5,6,6,7,6,9,6,6,5,6,6,6,6,4,9,6,10,6,6,5,5,10,5,5,5,6,6,5,7,6,10,7,6,5,5,6,5,7,6,6,6,-1.3731356698064658,-9.962880306665774
9,5,7,5,5,5,5,5,4,5,5,5,6,6,6,6,6,5,5,7,5,5,5,5,5,5,5,4,5,5,5,5,6,5,6,6,6,6,9,6,6,5,5,5,4,4,5,5,5,4,5,5,5,4,5,5,6,5,5,5,5,6,7,7,6,7,6,5,6,9,7,6,4,6,6,5,9,5,5,5,10,4,7,5,5,5,5,7,5,6,5,6,5,5,6,6,7,6,9,5,-3.1865070473154757,-9.353939584697894
10,5,7,5,5,5,5,5,10,6,5,5,7,5,6,5,5,5,5,7,5,5,4,5,5,5,6,5,5,5,5,5,6,5,6,5,6,7,6,6,5,5,5,5,5,10,3,5,5,4,10,5,6,7,5,10,6,5,5,10,5,6,7,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,5,5,5,4,6,5,6,5,5,7,5,6,7,6,5,5,4,5,7,6,6,6,-2.5733038161212365,-9.423648243459715
5,5,7,5,5,5,5,5,4,5,5,5,7,2,6,5,5,5,5,7,5,10,4,5,5,5,5,5,5,5,4,4,5,5,6,5,6,5,9,6,5,6,5,5,5,9,4,5,5,7,5,5,6,5,6,10,5,5,5,10,5,6,7,6,7,7,6,7,6,6,6,6,4,6,6,6,7,5,5,5,5,4,6,5,5,5,5,7,5,5,5,6,5,5,4,5,7,6,6,6,-4.9492458721856165,-9.056858591786057
7,10,7,5,6,7,5,5,10,6,6,5,7,5,6,5,10,5,5,7,5,5,4,5,5,6,5,5,5,5,7,5,5,10,6,5,6,6,6,7,5,5,5,5,5,5,9,4,5,4,5,5,6,7,6,5,6,5,5,10,5,6,7,6,6,6,6,6,6,6,7,6,4,6,6,6,6,5,5,5,5,5,6,5,6,5,5,7,5,6,7,6,5,5,4,5,7,6,9,6,-2.225219132877379,-9.60470201572453
10,5,7,5,5,5,5,5,5,5,5,5,7,5,6,6,5,5,5,7,5,5,4,5,5,5,6,5,5,5,5,5,6,5,6,5,6,6,6,7,5,5,5,5,5,10,5,5,5,4,5,5,6,7,5,5,5,5,5,5,5,6,7,6,6,6,6,5,6,6,6,6,4,6,6,7,6,5,5,5,5,4,6,5,6,5,5,7,5,6,7,6,5,5,4,5,7,6,6,6,-2.1566293151148805,-9.660557285368046
