0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
10,10,5,6,5,5,6,5,4,7,5,5,5,6,7,5,4,5,5,5,6,6,9,6,5,6,6,7,6,6,6,7,5,6,5,7,6,5,6,7,5,5,7,6,7,5,10,5,5,7,9,5,7,6,5,6,5,9,5,6,7,5,9,6,4,5,6,5,7,6,5,7,5,6,4,6,7,7,6,5,4,6,6,5,5,7,4,5,5,5,5,6,5,7,5,5,6,6,6,6,-1.7939397137347373,-9.595620763922723
10,10,6,6,5,5,6,5,7,6,5,5,5,6,7,5,5,5,5,6,5,6,5,7,5,6,9,5,6,6,6,4,5,6,5,5,9,5,7,7,6,4,7,6,7,5,5,7,6,7,6,5,6,5,5,6,5,9,5,5,5,5,5,5,7,9,6,5,7,6,5,6,5,6,7,7,7,7,6,7,5,7,6,4,6,7,10,6,6,5,5,6,5,7,5,5,6,5,6,6,-1.5277339957487686,-9.864331146354003
10,5,5,5,5,5,6,5,4,5,5,5,5,6,7,6,5,5,5,6,6,6,6,6,5,5,6,6,6,6,6,7,5,5,5,6,5,5,7,6,5,5,6,7,6,5,5,6,5,7,6,6,7,5,5,5,5,4,5,5,7,5,5,5,6,6,6,5,7,6,5,7,5,6,4,6,7,7,5,5,7,4,5,5,5,7,4,5,5,5,5,6,5,7,5,5,4,5,6,6,-2.999758331574705,-9.375122081421464
5,5,6,6,5,5,6,5,6,4,5,6,5,6,7,5,5,5,5,5,5,6,5,6,5,5,7,6,5,7,10,4,5,5,5,5,5,5,7,9,5,5,6,6,7,5,5,6,5,7,9,5,7,5,4,6,5,6,5,5,6,5,5,5,4,6,6,5,7,7,5,6,5,6,4,6,7,7,5,6,5,6,6,5,6,7,7,5,6,6,5,6,5,7,7,5,5,5,6,6,-4.086727533807739,-9.31993914280327
10,5,6,5,5,5,6,5,4,5,6,6,6,5,7,6,5,6,5,5,6,6,5,7,5,5,6,6,6,6,6,7,5,6,10,7,9,6,6,6,5,5,7,6,5,5,5,5,5,7,9,5,6,5,5,5,5,7,5,5,6,6,5,6,5,6,6,5,7,6,5,7,5,5,7,7,7,7,5,6,6,7,5,5,6,7,4,5,5,5,5,6,6,7,5,5,4,5,6,6,-2.6266459104498705,-9.426740570478838
10,10,5,6,5,5,6,5,6,7,6,5,6,5,7,6,5,4,5,5,6,6,6,7,5,5,7,7,6,7,9,7,5,6,5,9,10,5,6,6,5,5,7,6,7,5,5,6,6,6,9,5,7,5,5,6,5,5,5,6,6,5,5,6,6,5,6,5,7,6,5,6,5,6,7,7,7,7,6,5,5,7,5,5,5,7,5,5,6,6,5,6,5,7,5,5,6,5,6,6,-1.3742054929896395,-10.34475356374945
6,5,6,6,5,5,6,5,5,5,5,6,6,7,7,5,4,6,5,6,6,6,9,4,5,5,6,6,6,5,6,7,5,5,5,7,6,6,6,7,5,5,4,6,5,5,5,5,5,7,9,5,7,5,5,5,5,9,6,5,6,6,5,6,5,5,6,5,7,6,5,7,5,10,7,7,7,7,5,6,5,7,5,4,5,7,4,5,5,5,5,6,6,7,5,5,6,6,6,6,-4.012155241493161,-9.32371681177228
10,10,6,6,5,5,6,5,6,7,5,5,5,5,7,5,5,5,5,5,5,6,5,7,5,5,6,5,6,7,6,4,5,6,5,5,10,5,7,7,6,4,7,6,6,5,5,6,5,7,6,5,6,5,5,6,5,6,5,5,5,5,5,5,7,6,6,5,7,6,5,6,5,6,7,7,7,7,6,7,6,7,5,4,6,7,7,5,6,6,5,6,6,7,5,5,6,5,6,6,-1.7122320830399207,-9.688018603482307
10,5,6,5,5,5,6,5,4,6,5,5,6,6,7,5,5,6,5,5,5,6,5,7,5,5,6,5,6,6,6,4,5,6,10,5,9,5,6,6,6,5,7,6,6,5,5,5,5,7,6,5,6,5,5,5,5,6,5,5,6,6,5,6,5,6,6,5,7,6,5,7,5,5,7,7,7,7,5,7,5,7,5,5,6,7,10,6,5,5,5,6,6,7,5,5,5,5,6,6,-2.4813944651827637,-9.449509153815082
5,5,6,6,5,5,6,5,5,5,5,6,5,7,7,5,4,6,5,6,6,6,10,4,5,6,9,6,6,6,6,7,5,5,5,7,10,5,6,7,5,5,7,6,5,5,5,5,5,7,9,5,7,5,5,5,5,9,6,5,5,5,5,6,7,5,6,5,7,6,5,6,5,10,7,7,7,7,6,6,5,7,6,4,6,7,10,6,6,5,5,6,6,7,5,5,6,5,6,6,-4.201655083440673,-9.072353777930168
