epsilon_progress,nfe
0,0
7,100
44,1197
77,2296
102,3391
116,4490
126,5588
138,6685
145,7784
162,8881
166,9976
168,11003
173,12050
181,13091
190,14131
203,15170
208,16207
210,17237
211,18276
221,19313
221,20321
226,21385
227,22405
228,23445
230,24467
231,25519
233,26570
233,27623
238,28677
239,29728
240,30780
240,31831
244,32875
248,33899
249,34933
251,35983
256,37038
258,38087
258,39139
260,40185
261,41211
261,42284
262,43328
262,44379
263,45420
265,46463
265,47508
265,48540
266,49587
266,50629
266,51685
268,52767
268,53819
270,54870
271,55953
271,57035
271,58111
271,59186
271,60194
271,61200
271,62208
271,63219
272,64221
273,65269
273,66336
273,67383
273,68450
273,69484
273,70535
273,71557
273,72601
273,73676
273,74748
273,75773
274,76843
274,77875
274,78925
274,79993
275,81062
275,82112
275,83165
275,84214
276,85278
276,86331
276,87362
276,88414
277,89422
277,90473
277,91546
277,92546
277,93617
277,94703
277,95762
277,96762
277,97824
277,98837
277,99847
278,100914
278,101972
278,103027
278,104093
278,105141
278,106144
278,107206
278,108270
278,109279
278,110288
278,111297
279,112305
282,113307
283,114381
283,115431
283,116452
283,117491
285,118523
286,119533
288,120534
289,121593
290,122611
290,123648
290,124706
290,125748
290,126765
290,127803
290,128828
290,129854
290,130875
290,131880
291,132909
291,133912
291,134913
291,135956
291,137002
291,138039
291,139089
291,140144
291,141198
291,142211
292,143259
293,144295
293,145344
293,146369
293,147398
293,148445
294,149453
295,150460
296,151494
297,152530
297,153572
297,154583
297,155588
297,156594
298,157617
298,158652
298,159692
298,160737
298,161770
298,162809
298,163855
298,164914
298,165939
298,166979
299,167994
299,169024
299,170066
299,171126
299,172128
301,173132
302,174162
302,175192
302,176218
303,177247
303,178273
303,179294
303,180315
304,181373
305,182399
306,183431
308,184484
308,185512
308,186565
308,187625
309,188636
309,189697
310,190698
311,191728
311,192802
311,193861
311,194921
311,195966
313,197006
313,198067
313,199074
