0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,avg upstream_flooding,avg water_demand
0,5,6,7,6,5,5,5,9,5,7,4,4,5,5,5,7,4,5,6,5,6,8,5,10,6,6,8,6,7,5,6,5,5,6,6,6,5,5,4,5,6,5,5,7,5,6,7,5,5,6,5,7,7,6,7,9,5,5,6,5,5,4,5,7,4,7,7,6,6,4,7,5,6,6,6,5,6,6,5,5,5,6,6,6,4,9,5,9,5,7,6,7,6,6,5,5,6,5,6,-4.02398478489436,-9.314665512675795
7,5,6,7,6,5,5,5,6,5,7,7,7,5,5,6,6,7,5,5,4,6,8,6,10,6,6,7,4,4,5,5,5,5,6,6,6,5,5,7,6,5,5,5,6,5,6,7,5,6,5,5,6,7,7,4,6,5,5,6,5,9,7,5,6,6,7,7,6,5,5,6,5,5,6,6,5,6,6,5,6,7,5,4,5,7,6,10,6,5,5,6,7,7,7,5,6,6,6,6,-3.3437587627188274,-9.374796411875957
8,10,6,7,5,5,5,5,9,6,4,6,4,5,5,5,7,6,5,6,5,6,7,7,10,6,5,6,6,6,5,6,5,5,6,7,6,5,5,6,5,5,5,5,7,5,7,6,5,6,5,5,6,7,7,7,9,5,5,6,5,6,7,5,7,4,6,7,6,6,6,7,5,6,5,6,5,5,6,10,5,5,5,6,5,5,6,6,7,5,8,5,7,6,6,5,5,6,5,6,-1.9647954393683067,-9.632442242911708
8,10,6,7,10,5,5,5,9,6,4,6,4,5,5,5,7,6,5,6,5,6,7,7,10,6,5,6,6,6,5,6,5,5,6,7,6,5,5,6,5,5,6,5,7,5,7,6,5,6,5,5,6,7,7,7,9,5,5,6,5,6,7,5,7,4,6,7,6,6,6,7,5,6,5,6,5,5,6,10,5,5,5,6,5,5,6,6,7,5,7,10,7,6,6,5,5,6,5,6,-1.8759536462416784,-9.718280097521934
10,10,6,7,5,5,5,5,9,6,7,6,4,5,5,5,7,6,5,6,5,6,7,7,10,6,6,6,6,9,5,6,5,5,7,7,6,5,5,6,5,5,5,5,6,5,6,6,5,6,6,5,6,7,7,7,9,5,5,6,6,6,7,5,7,5,6,7,6,6,7,7,5,9,5,6,5,7,6,10,5,5,5,7,5,5,9,6,7,5,6,5,7,6,6,5,5,6,5,6,-1.4778844774459743,-9.892148799113173
8,10,6,7,5,5,5,5,9,6,4,6,4,5,5,5,7,6,5,6,5,6,6,7,10,6,5,6,6,6,5,6,5,5,6,7,6,2,5,6,5,5,5,5,7,5,7,6,5,6,5,5,6,7,7,7,9,5,5,6,5,6,7,5,7,4,6,7,6,6,6,7,5,6,5,6,5,5,6,10,5,5,5,6,5,5,6,6,7,5,8,5,7,6,6,5,5,6,5,6,-2.3479641280311223,-9.613915259252067
10,5,6,7,5,5,5,5,9,6,4,6,4,5,5,5,7,6,5,6,5,6,7,7,10,6,5,6,6,6,5,6,5,5,6,7,6,5,5,6,5,5,5,5,7,5,7,7,5,6,5,5,6,7,7,7,9,5,5,5,5,6,7,5,7,7,6,7,6,6,6,7,5,6,5,6,5,5,6,10,5,5,5,6,5,5,6,6,7,5,7,5,7,6,6,5,5,6,5,6,-2.4093137695965483,-9.533666682375108
9,10,6,7,5,5,5,5,9,6,7,6,4,5,5,5,7,6,5,6,5,6,7,7,10,6,5,6,6,6,5,6,5,5,6,7,6,5,5,6,5,5,5,5,7,5,7,6,5,6,5,5,6,7,7,7,9,5,5,6,5,6,7,5,7,5,6,7,6,6,6,7,5,6,5,6,5,5,6,10,5,5,5,6,5,5,6,6,7,5,8,5,7,6,6,5,5,6,5,6,-1.8078986562035289,-9.72867365021981
10,10,9,8,5,5,5,5,9,6,7,6,4,5,5,5,7,5,5,6,5,6,7,7,5,6,5,7,6,6,6,6,5,5,6,7,6,5,5,6,5,5,5,5,6,5,7,6,5,6,5,5,6,7,7,7,10,5,5,6,5,6,7,5,7,6,6,7,6,6,6,6,6,9,5,6,5,5,6,10,5,5,5,6,6,5,4,6,7,6,8,5,7,6,6,5,5,6,5,6,-1.6986357149720774,-9.744587348758408
10,10,6,7,5,6,5,5,9,6,7,5,7,6,5,5,7,5,5,6,5,6,7,7,5,6,6,6,6,6,6,9,5,5,7,7,6,5,5,6,5,5,5,5,7,5,7,6,5,5,5,5,6,7,7,7,10,5,5,6,5,9,7,5,7,6,6,7,6,6,6,7,5,8,10,6,5,5,6,5,5,5,5,6,6,5,6,6,6,5,8,5,7,6,6,5,5,6,5,6,-1.5434743106454207,-9.808640428803777
