0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.3533364536256669,0.3558087882477652,0.3547385322574536,0.3520840061975499,0.3533524301598565,0.35765536963815536,0.35804827299096886,0.35711291968886766,0.3579566583658166,0.35741448146719706,0.3552400509082679,0.3509625832758445,0.35290582755875194,0.3537657313623441,0.35714240774105893,0.3534574166338328,0.35027500950678664,0.3544271128524671,0.35642764833224366,0.35337591346654595
