epsilon_progress,nfe
0,0
5,100
23,1192
34,2285
39,3382
39,4479
39,5571
39,6668
39,7765
39,8864
39,9956
39,10961
39,11976
39,12993
39,14014
39,15026
39,16035
39,17036
39,18054
39,19066
