upstream_flooding,water_demand,electricity_demand
-12.153226602663974,-9.502898319740904,-0.11344159484275496
-15.455890957599207,-9.131501018047853,-0.08416501754472074
-8.26245570507323,-9.209137705179725,-0.22693756392845657
-2.322716314966113,-9.74525330570986,-0.5136183214502478
-23.022927438226112,-9.250377296097755,-0.0245890600161762
-27.344810923509907,-9.706478564809112,-0.008494966469813577
-23.055451036329366,-9.296227412234519,-0.02320363561178791
-6.651225034826317,-9.284068405221525,-0.30266903853252886
-17.226497373630178,-9.223659703632515,-0.05902139544047951
-32.818155050792015,-9.360388958708993,-0.004310866220629834
-38.362910972519096,-9.384048061906721,-0.0015529068953392493
-12.206796367871673,-9.546963638457996,-0.10299145507663184
-27.50669437858551,-9.288860715772145,-0.011875834424195613
-25.04622440629955,-9.238191136935896,-0.016802243328533997
-20.455857662027253,-9.267139975592094,-0.03465806306071446
-3.3686472042905624,-9.442642348423076,-0.4661135552981952
-21.85777784095772,-9.268605978119016,-0.02883029881530682
-1.6333826082861436,-10.369383742001242,-0.5936548979367658
-1.7687018732128477,-9.961910273297766,-0.5679897987081642
-17.81966620107102,-9.14925084151062,-0.05741127650051046
-7.476825081499222,-8.988810475928112,-0.3518227481722944
-26.947949480125068,-9.287515817600395,-0.01250914740890132
-12.998694235947896,-9.192106574814494,-0.12304035561942216
-7.880764697046531,-9.019010679158018,-0.3121891937570013
-5.634024939989239,-9.187984945955828,-0.40602364255593953
-8.96262948089583,-9.404167275139372,-0.18642046070904408
-14.552255071110732,-9.130319266755366,-0.09389838671102083
-1.6144842435969822,-10.41820356813644,-0.5955522147865399
-33.10643191397823,-9.326524133832146,-0.004139290750500804
-3.247597883177611,-9.47116888070943,-0.489037094906019
-8.383810217403635,-9.327732067845016,-0.20374793351990422
-14.724882157793825,-9.182867014651716,-0.09288902719531081
-1.6570864942433852,-10.279872233407517,-0.5850525794114235
-15.71479795980161,-9.36501843921586,-0.07027934752165671
-25.830438206615103,-9.302171174188977,-0.01380162483130668
-15.75679293025362,-9.20805732063208,-0.07907499499745671
-4.6853890950125745,-9.04008481933449,-0.5131070494458204
-13.339148145824021,-9.10618203046956,-0.11873153336576686
-11.367376100978358,-9.078440225409981,-0.16099482232961168
-23.133645914567666,-9.21140272658967,-0.024413877149907545
-6.719869166572784,-9.010807408946716,-0.3575176224968345
-14.483546658263453,-9.157664655071851,-0.09505197630765096
-23.363918964396458,-9.416713231849565,-0.019746323432225613
-39.49417982892245,-9.410458052429025,-0.0014541271839626434
-20.549024712291313,-9.386162739172374,-0.03133647564370209
-27.28279968710651,-9.911434614690833,-0.009129708931397218
-14.418562899146716,-9.18876690327,-0.097040443351281
-28.21490087005685,-9.289915402201187,-0.009666254669988439
-3.4842320118152013,-9.33281003783554,-0.5013007121573624
-2.7764704411145975,-9.567296305450741,-0.49530044146231156
-14.742122255946411,-9.11773456730907,-0.08955682181559628
-16.480084435524134,-9.24002686476546,-0.06824179340811015
-13.743229248601626,-9.129198428212728,-0.10758600005946317
-1.578808292953437,-10.497141646830155,-0.5973595347496348
-9.520267970335786,-9.066603534329762,-0.21785897081309968
-13.204331906912078,-9.118732362357687,-0.11759386370099206
-10.056059318578166,-9.734669077961783,-0.1320023531476076
-6.090576984517011,-9.521025990649562,-0.2701931899525447
-3.893479166290962,-10.651408603312277,-0.3738846920050752
-5.872149846467898,-8.942905018603822,-0.4734682552828017
-5.56889280313008,-8.977523258491242,-0.4948119958310562
-40.00284615412087,-9.388190779664484,-0.001161663703241314
-16.136519493573573,-9.133531359810561,-0.07346486357978446
-31.764997922442184,-9.320750965281539,-0.00514530721821544
-4.29777231922105,-9.463733986992127,-0.3898424264904168
-30.75130272348119,-9.307712686170742,-0.005827224743627564
-19.71042832884941,-9.216176965256341,-0.04101068409281619
-9.24472694665422,-9.039163874390375,-0.24112222612403109
-29.71761195089078,-9.31488937862437,-0.007032987799063919
-5.677262308580898,-8.990143149118282,-0.4921641306496867
-24.565339652463962,-9.264888273040297,-0.018620134602119403
-33.8025174516143,-9.403061988463731,-0.00362427781925598
-9.707069104966962,-9.089913797537092,-0.18672039668534898
-25.572986648718587,-9.285180701772425,-0.015239678845363532
-10.932990536416888,-9.023229294714568,-0.17581858918997173
-13.38136097457298,-9.11227864167777,-0.11655433499917739
-2.750185604547055,-9.389831666492396,-0.5328744094068677
-16.43368973408966,-9.203191098943096,-0.06915501375138006
-21.584345655177152,-9.218645418165117,-0.031170952591981542
-20.20929812469586,-9.166109893023696,-0.03808967356972229
-16.9784277915907,-9.169858753863764,-0.06557713190358382
-16.540537112522674,-9.168246498212412,-0.07069853192783693
-22.336073708992203,-9.259555589717056,-0.026349691727960103
-12.700509650615611,-9.34837593724471,-0.10533953348019084
-20.87348538937293,-9.373700049357467,-0.0296587659576371
-20.706525381255204,-9.203189381069226,-0.03519075948986673
-23.32820528204737,-9.226531831799102,-0.023508709344237468
-8.812520704716247,-9.044578659956409,-0.2423872166802913
-4.759050718440305,-10.528936234912068,-0.3141351615563764
-36.06357759724988,-9.415749439314698,-0.0022753861436009613
-13.114931691971945,-9.110839108813092,-0.12270786297154379
-5.097923600976241,-9.407114691243976,-0.3452823495671735
-26.85013857087631,-9.248702192028636,-0.014013965608565347
-4.273722356545288,-9.11027400045766,-0.5180867352839573
-23.081744730101313,-9.385259497775325,-0.02175912359107182
-20.171856078120516,-9.481541208325476,-0.030508431176709826
-15.618143727259731,-9.232324199253567,-0.0797432078607477
-13.174851382433559,-9.12954125818788,-0.10103661855678571
-17.116751967632922,-9.719327495691614,-0.045048820154514
-13.624028625861614,-9.435495818682883,-0.08820055449091856
-40.15475223129579,-9.3971788715328,-0.0011386195230482159
-24.752807142149585,-9.271189615446724,-0.01652317747053208
-25.368297395788918,-9.258179138457,-0.016230698462717234
-10.454646345413279,-9.075016416511113,-0.1926213520756321
-15.876382737678467,-9.371559260975662,-0.06734788385859396
-20.624065823119842,-9.398977214164839,-0.03009196239466635
-3.1112199558502804,-9.344002694276057,-0.52245632522478
-7.024348314070436,-9.12581459498292,-0.3249453644939346
-24.200770755116753,-9.247052992717864,-0.019321275245035553
-8.356652485887674,-8.988637096768754,-0.28733843330230013
-26.35624199828565,-9.298718702858416,-0.01322072229701604
-20.98211866305062,-9.281243450994385,-0.03398831372759922
-28.513195199947802,-9.330291604118537,-0.009358702153506489
-34.66275435907535,-9.360011128530939,-0.0028587460018006717
-2.070877211976818,-9.6859066715891,-0.5351434119416187
-19.9844046966801,-9.144277078080467,-0.03906446745497984
-15.061454828626568,-9.155644778617527,-0.08887035246853017
-32.28157197146937,-9.443826918436738,-0.004492793338764605
-31.776041829069282,-9.37778278986889,-0.004613484481430575
-2.2485923419727185,-9.926039226824798,-0.5125656669767606
-6.830436504351196,-9.041519165069563,-0.3543962855412715
-13.019552163076021,-9.111473218822407,-0.12247495295276428
-14.222589415236236,-9.150259805694137,-0.0977726171334148
-6.013842804145699,-11.168699830896053,-0.25709051121894855
-23.277511861971274,-9.253925311135896,-0.023051159664627924
-4.451758225782409,-9.082314150190166,-0.514716974305159
-1.6827241829526027,-10.21340333429045,-0.5811474601556004
-21.099901910028986,-9.250063235203825,-0.032736918676568125
-6.15733161126412,-9.079733141454087,-0.4020223142889299
-10.017646430267675,-9.615780760311438,-0.13913494854248085
-2.3688769519944843,-9.500470580332586,-0.5330649077780673
-15.426045862766125,-9.150995133757835,-0.08354558851058226
-23.63048496028244,-10.693388218074947,-0.015537986513639761
-10.598519764085124,-9.068674724103941,-0.18793762925440377
-22.99374751220329,-9.288229787372483,-0.023873780128656867
-41.45060400244033,-10.69,-0.0005943383815815164
-9.21961820078987,-9.064531884071865,-0.22150750859277998
-23.096328863992042,-9.256078679671653,-0.02356794602765032
-3.660680906297047,-9.210943493632787,-0.5254922556396541
-2.0896938136447347,-9.61398274189573,-0.5483029985903275
-13.009778435638284,-9.131631377893058,-0.1236156002114861
-28.948203627351337,-9.81621096767364,-0.006462125677094951
-10.898911395069158,-9.068635525781406,-0.1750373521006978
-7.291960406937981,-9.768367022858875,-0.20661901544575617
-20.986332089768876,-9.144387167907542,-0.03281953603632184
-10.52388981054823,-10.246342991478322,-0.12589187459753406
-9.907339594615314,-9.488874306206966,-0.15098295863023617
-26.07088216119922,-9.228650012473329,-0.014738595171083654
-2.5283029363029708,-9.77647692453942,-0.49008907673498336
-8.831378032650257,-9.89662458692283,-0.15767779046543054
-8.809953609957073,-9.438727822253894,-0.18475145425003983
-17.11280082559853,-9.172432752531892,-0.06334807311612778
-16.01678081147889,-9.485115364609909,-0.057904951377213396
-20.623334444307886,-9.213574554984119,-0.03559470052979833
-25.846426342741193,-9.250177287979607,-0.01565076054395745
-8.660402383777692,-10.000070519398538,-0.16349499937073256
-1.8924011157403478,-9.786186104768335,-0.5518437857864531
-27.48864846834624,-9.298206265354962,-0.010614183138589443
-3.380320491715972,-9.394339148308434,-0.4942654675664838
-21.819285978800792,-9.20610297842856,-0.02929781681358607
-29.686323238914493,-9.374518708918934,-0.0075812473043623905
-17.006224048665324,-9.204911498935074,-0.0642299018341493
-17.072939909559494,-9.157396539992297,-0.06362548057850424
-6.864209468985731,-9.26762643510402,-0.281513088729366
-13.197631914661281,-9.52149856380804,-0.0888878163684563
-6.4761959083161065,-8.988141160456722,-0.41155705769079065
-15.116789981406747,-9.165076756390532,-0.08669689748351178
-5.255103773361006,-8.988277824719955,-0.5128778099687579
-2.6434992959103085,-9.595194744958231,-0.49781458951278
-18.02523699560324,-9.165664695196993,-0.053530410345470736
-9.280539132782451,-9.397405622650298,-0.18182207766200606
-25.878145590262903,-9.244245622529048,-0.014230620937328143
-2.197520754758688,-9.759423542335233,-0.526205411496514
-24.886447774566054,-9.509432616125903,-0.014594121894250293
-1.6919363209632752,-10.155270701775116,-0.5796836420744109
-32.369455562059485,-9.320462392272617,-0.005057196082446003
-10.645263399515693,-9.037877150318534,-0.18710107432496517
-19.294435415084724,-9.212082510446812,-0.04263899174039817
-2.3625795505928253,-9.48628913802653,-0.5405702476632605
-27.18874870442201,-9.249734875770105,-0.012177774737915655
-6.2416833559381075,-8.961404352926348,-0.4460019538924183
-3.528747874663987,-9.417872993821414,-0.43604325799226096
-33.84310650514913,-9.375492459180522,-0.003827786626460423
-26.97367057177363,-9.282522985474825,-0.012080249508824489
-2.998647355370882,-10.13763561532743,-0.44390860966598705
-30.390848035191123,-9.32627459604749,-0.006992733993289434
-26.62865826554971,-9.289269976994278,-0.012832795066236602
-22.512634583164854,-9.202023792881821,-0.02536125346055001
-1.760264607309794,-10.025446779620554,-0.5725896757237631
-3.0529701950728403,-9.629970403506283,-0.4527653417150576
-14.863917926865485,-9.145485485610013,-0.08894257355250952
-24.585721645557342,-9.30666323798117,-0.017699064709906842
-3.478917970353215,-9.22288604958445,-0.5242249621434976
-12.470841236214207,-9.44473360999142,-0.10460953209561583
-7.170663128510847,-9.009981487714631,-0.33674258337340746
-5.041546575090953,-9.4416375772965,-0.3591999327519811
-7.008380633377405,-9.052774269764013,-0.34735364671574936
-13.424259773710066,-9.086406130687974,-0.11325103401448541
-29.100518808616343,-9.290923109518273,-0.00763807017506202
-44.56547645721948,-9.5208,-0.0003695066758266151
-26.357227759579697,-9.258956942597228,-0.01406545212023919
-20.079620018494605,-9.21601045191263,-0.03803001749000924
-1.8821628359391485,-9.807828982059451,-0.5556849867883135
-4.622969059788964,-10.055878200734819,-0.32969602655742736
-1.5693676334522613,-10.507755614393263,-0.6017309109482949
-7.782885712763871,-8.990215101593426,-0.32537616390675145
-13.896826724465868,-9.11576744971229,-0.10436770140880404
-2.535799199921154,-10.052874161648234,-0.4837238076423505
-20.51354577620304,-9.214971250297566,-0.035339899483111836
-21.664335940538276,-9.26685913899928,-0.03007436466491931
-5.743123757801986,-9.053168900678154,-0.4672200366235354
-2.0289506925445,-9.658040991503835,-0.5496265271292077
-5.294560422875114,-12.521641413104252,-0.31336344575148134
-35.65926188270995,-9.410996381611305,-0.0024408662598635676
-14.375876102443856,-9.268815628421912,-0.09637819187688826
-15.931254754366924,-9.182487468861178,-0.07471066747658993
-5.456067799479342,-8.952928610249288,-0.5086319677105295
-16.15012292169331,-9.221253011336165,-0.07311789646813031
-5.61929716509972,-8.937297767878114,-0.5053256352963509
-12.890443778208645,-9.605470916446661,-0.08960213575941774
-16.876098042985156,-9.16298195830357,-0.06726218259249955
-24.70570559230196,-9.266358969874819,-0.01860743044420006
-3.302180937642322,-9.426694588996446,-0.47308885534012607
-15.796278442196066,-9.144879508385708,-0.07792641429253626
-24.85454651827839,-9.242416370343303,-0.017444342196854742
-15.40065058434794,-9.159453842178548,-0.08352826502753435
-25.408021659751817,-9.265289031092655,-0.015897136579921742
-14.584485366146609,-10.32073260698091,-0.07148869790924518
-32.083816172230385,-9.328203599140084,-0.004579991458228442
-28.089129876329125,-9.298743724589757,-0.010358794316676799
-2.607528845975702,-9.648709454261104,-0.49091661320872354
-15.205545301099713,-9.153931322603682,-0.08513598557586917
-23.05400928007221,-9.283291459511853,-0.02359523652882515
-15.2868894222482,-9.157215692517296,-0.08498856899866848
-36.11118356298443,-9.345887477389757,-0.0021588655716683557
-1.6906737426389342,-10.195661657657201,-0.5845442950669593
-21.680284570869183,-9.185924851410695,-0.030414535270635656
-21.70510485338679,-9.2249783960596,-0.029704587477910913
-2.011405212163786,-9.693884992420488,-0.551715767357793
-3.3757522954261905,-10.09760791016573,-0.4118525839319731
-58.90436831592942,-9.676791860051555,-1.667575810137068e-05
-5.812078908355438,-8.965020909994696,-0.44805191243289516
-17.11456789488617,-10.000162868357064,-0.04512577019019343
-3.2531751637624367,-9.404722135316693,-0.4748738196057229
-11.665267823407426,-9.087563296193334,-0.1290750443282402
-40.94954039659319,-9.386580466510376,-0.0008228349351184058
-11.127048711045664,-9.079237566186496,-0.16833173220883585
-19.280906852349144,-9.154420330253055,-0.04534374415660456
-5.157223449527268,-8.999953869666424,-0.5146659110754283
-16.620090936415224,-9.168740170731533,-0.06614742926793951
-20.936383354865654,-9.200601786207473,-0.035582632250846034
-2.408538619766411,-10.106350840058138,-0.4949253921441363
-37.37209149208005,-9.414109402948025,-0.0015544566309677993
-31.363435098461046,-9.324504117075074,-0.005363920703779688
-14.216264972494946,-9.15282798178347,-0.0972682697343092
-34.54000024248351,-9.745750117024283,-0.002222792301593127
-20.532189153483834,-9.203067226660874,-0.03597898272076675
-13.066013403376619,-9.32159109573915,-0.10196687892953792
-10.567937071038907,-9.10919257987622,-0.18541180576756755
-25.666915134686985,-9.359929595959988,-0.013424391139571374
-16.478613362939956,-9.404287734332543,-0.059953385603053556
-4.29179805422798,-9.92585842599789,-0.3541590727534556
-20.294330917768317,-9.217589029815615,-0.037812377583057895
-35.03466729969197,-9.334228075361219,-0.0025396558293420517
-33.86071809925619,-9.385890230056667,-0.0033750239653379537
-6.120129753825717,-9.01186074964665,-0.44404066084091154
-23.245229674397795,-9.455401170271319,-0.02057096759093519
-25.352889075473826,-9.295452218048762,-0.015601157678312693
-5.675781449094811,-8.912154918343235,-0.5075189945602611
-21.23609689351759,-9.584620225242299,-0.025055739029373043
-24.487980637658787,-9.306779555986212,-0.018389023488821273
-10.30362853962259,-9.088402361240766,-0.1977932652399211
-6.2404510288834585,-9.300805057090813,-0.3148629211929243
-28.441602823216535,-9.40361802575499,-0.007968643868828777
-24.72420242365312,-9.270325058383662,-0.01792260906413869
-16.737054354807427,-9.321009365666063,-0.06009431212110839
-31.03710852905581,-9.298318645269825,-0.005460719406567056
-21.38751293938955,-9.501192578416687,-0.02774591230262338
-1.8029158106164884,-9.93552434025132,-0.5654255679977769
-29.885728030897003,-9.366294519953335,-0.00694832568708417
-2.1434894164923133,-9.548198809578771,-0.5420130604007223
-17.822593100099574,-9.602300569300313,-0.042950354635025126
-26.46079011448336,-9.274761290499267,-0.012941468496088357
-7.361186682584831,-9.057722382484792,-0.3172904344206053
-12.718729976884909,-9.130381215077104,-0.1286547984700463
-20.636616271369633,-9.510392973433689,-0.02937388417686627
-10.508988288960765,-9.385971501592513,-0.14553512953493003
-28.411325926461178,-9.336160100477672,-0.00958232560489948
-29.004950769085625,-9.312475625161749,-0.008504318497544
-23.936096731607638,-9.218985893476264,-0.020176742499668998
-13.923728747952634,-9.31754291494066,-0.09575082143034491
-27.043957056100858,-9.239346089667267,-0.012553175499579952
-28.768281969024514,-9.322066784893408,-0.009074578337833938
-23.284581740135486,-9.249613361950695,-0.022460002484822633
-12.76265177453218,-9.106353148566086,-0.12719203526619505
-16.713432612395646,-9.279429173190453,-0.06241317365670531
-18.782842465721835,-9.185352870541475,-0.0478170475909733
-21.549653974280947,-9.251767293442219,-0.030591538079693812
-5.564640829270874,-8.919918264738568,-0.5060778444589898
-6.363998786539739,-8.99893504684041,-0.42402446678872696
-21.445504679052615,-9.214443099851072,-0.03178061241669929
-16.519490286145285,-9.112562860117556,-0.07195061531302864
-33.44827564273786,-9.466138509133518,-0.0035968856688239157
-21.53890497446457,-9.236345255532731,-0.030905538006595117
-30.197857063596185,-9.338968081829167,-0.007014584613514165
-20.724185687432836,-9.25541190808837,-0.03496533136159462
-10.89748293972263,-9.057786870970444,-0.177176711116729
-37.632121730509695,-9.467829724105574,-0.0013871257656601218
-7.393500315806014,-9.033686175372623,-0.2953763182866255
-8.231831877961321,-9.002406280060542,-0.28436818773015127
-23.78539880774219,-9.231435105313412,-0.020231674942029362
-47.81117907037146,-9.510084704022091,-0.00021248131271305108
-22.885745807059326,-9.228211426468171,-0.024822896414358246
-45.99970576498764,-9.550215557120202,-0.00025106876571892665
-5.521844272862032,-8.939873686842535,-0.5062200319799298
-13.043046248890628,-9.1190207483741,-0.11964987565376825
-7.771153921567507,-9.648522089016463,-0.19414438360129327
-6.6617906830613425,-9.176176801750492,-0.34424701924923956
-24.257567318508453,-9.388721454847172,-0.01865304350166648
-7.24891951567292,-9.388622831787645,-0.24799220908001385
-4.445070764789423,-9.061906321833373,-0.5156747207415492
-42.85893252698735,-9.4222,-0.00046814603975551736
-3.440201307137269,-10.02923686232999,-0.4056170394912609
-33.82980619123134,-9.370667734413935,-0.0038556975532235797
-25.417651696327418,-9.264576972844345,-0.015281164159074762
-30.907049466739373,-9.369041620233771,-0.005719217982617822
-16.489025962500367,-9.352160218340668,-0.06345277709054481
-1.8873171330983054,-9.77468111699735,-0.5558236915185435
-28.19082153703229,-9.320983791262536,-0.009958231348033985
-7.755819855515483,-8.973025515655147,-0.3299906601512006
-17.227301927752695,-9.151828676936171,-0.059739592349263515
-26.997381568243974,-9.309063551234598,-0.011613272755405525
-5.761880526478455,-9.691744732772033,-0.28141448771707506
-21.494987490716127,-9.327369341354192,-0.027891804007618197
-2.7635675834435007,-9.641783669267507,-0.4741220540727669
-5.744899985467472,-8.929893583705667,-0.4790523614946115
-1.5560987750778086,-10.528255047816312,-0.6047287923282743
-24.28616738495491,-9.25825676243015,-0.018759503199976966
-24.341672123343894,-9.463943523329842,-0.01615777046647551
-27.978455462146048,-9.268832303759474,-0.010377884351845274
-1.944148383060352,-9.756431241669146,-0.5558756683339473
-25.2749609042099,-9.190688428783167,-0.016235873993787082
-20.26723751532908,-9.224985637224497,-0.03672122728755969
-28.791745745544105,-9.289370577428013,-0.009032530763799826
-10.062558127043536,-9.549572093617895,-0.1422948095486886
-28.77677341111388,-9.233683128860282,-0.009576767215560004
-1.590948122419114,-10.480576979380496,-0.5987102222863748
-6.690523825668887,-8.959128576863334,-0.37435290279332495
-31.41393904109046,-9.356990350444738,-0.005116676721851382
-37.15179937921113,-9.452018031717667,-0.0015570984659397918
-39.352956102229584,-9.40534406095712,-0.001499923751519744
-2.8509679028158197,-9.55621795142364,-0.5187670032975418
-17.08062486458604,-9.460987110649715,-0.052124405418623294
-17.44904388360035,-9.359740955670414,-0.0489713686120575
-2.1601521924331406,-9.781495296946119,-0.5307185632608208
-15.769106665933316,-9.284051985386096,-0.06958933439034763
-5.264125164643589,-8.964546633129492,-0.5037786020853559
-16.18106782548094,-9.120949814784927,-0.07104358165706454
-26.171670313279684,-9.27387414816773,-0.013936989873143615
-19.60099888503097,-9.239896302938952,-0.04255346863607484
-10.005243137147987,-9.180832917686232,-0.18483257341240145
-12.732520671385172,-9.439712340962764,-0.09795920347153277
-1.8136119826543098,-9.929468200108348,-0.5665142197479367
-35.88369161453041,-9.479288171408308,-0.0024235458597481985
-8.051518368915866,-9.673781015397006,-0.18797123127485696
-6.03580637137231,-10.456825472642237,-0.24992176973786853
-2.586459194148075,-9.404284386794668,-0.5336228376748269
-29.95729142608127,-11.024570375231987,-0.004832116970246183
-7.720644091339534,-9.002775484690778,-0.31269187983563534
-9.665386418567092,-9.34037404281578,-0.16501349944889168
-31.959107561024727,-9.324367815347967,-0.004977913969522522
