epsilon_progress,nfe
0,0
5,100
23,1193
46,2287
57,3382
61,4382
62,5476
62,6572
62,7667
62,8765
62,9862
62,10884
68,11905
71,12919
71,13939
71,14950
71,15968
71,16989
71,18006
71,19025
73,20043
73,21062
73,22079
73,23089
73,24103
73,25115
73,26130
73,27145
73,28161
73,29176
