0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.22525491243221182,0.2228234957697537,0.22249461881215876,0.2236920460259963,0.2240959176301447,0.22800561625262078,0.22185607771234694,0.22273569003096372,0.22525402550667334,0.21976421645054767,0.2319999682824009,0.23016649773876957,0.22328377324413412,0.22191031857642873,0.22354475998508344,0.22426828433217993,0.2239484588206443,0.2182495208032384,0.2228117465697673,0.2262900383901162
