0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.22503857781724884,0.22295461342463166,0.22544709486373343,0.22334747323000453,0.2237096360130495,0.2239182676272789,0.22681832998747653,0.22313511448896334,0.2230110678565455,0.22442906234615775,0.23375403459770921,0.23828720230778158,0.22311200271266984,0.23446655532891003,0.22372126679819948,0.22278302124981364,0.2222671715654552,0.22193039699082784,0.22310278886153068,0.22399563192547417
