0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.19142419920952475,0.1943404580823626,0.19569245232398919,0.20171919902827834,0.18432868983033707,0.19811089772333756,0.18708989158311778,0.19327981753129742,0.1893851010428051,0.1931542196125554,0.19225032237116768,0.19379389672192981,0.19195822002114754,0.19257348024187587,0.20015649638427468,0.19687317750927685,0.18844147057761945,0.19426160117215738,0.1917104669295408,0.19140639518704566
