0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.19142419920952475,0.199602298423567,0.19656551731876637,0.19218961260472514,0.1861259510264403,0.1934398953785456,0.18937912601928922,0.19353992073650522,0.1896726226595227,0.1931542196125554,0.19437953699271127,0.20262524153544667,0.19195822002114754,0.19257348024187587,0.19785356485694888,0.1952869984043868,0.1896266813878084,0.18073318694485563,0.1916185295372354,0.19709791292738205
