0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.18335594317794102,0.176365136977635,0.17562337605777933,0.18707447405327357,0.18124660867188627,0.18285582672619194,0.18881068059671782,0.17871595863757775,0.17512699232558326,0.18409359721113214,0.19903924774103676,0.18304936875667052,0.18857708985473298,0.18184153561792826,0.1794542546360193,0.19376055867570074,0.1892569261636033,0.18438659787150563,0.19054792891438532,0.185213113184058
