0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.18335594317794102,0.18957011856636924,0.17308067210007294,0.18768277119027454,0.18007822249368144,0.18641330751164975,0.1887436497145092,0.19782596969847777,0.1916583849528652,0.18757383347043588,0.19903924774103676,0.18603332052762656,0.18495778900703136,0.18425745455256398,0.17781291693405177,0.1863865231382642,0.18793703491384256,0.18334102180882816,0.1894692276734104,0.18629759283412323
