0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.2247661002390801,0.22311945447715845,0.22487469306321722,0.2230362405704781,0.22252379971488565,0.22441533862567004,0.22624864907728912,0.22330356420369163,0.22333717832264655,0.22442906234615775,0.2350675262400212,0.2381873824483249,0.2235142920507205,0.2322967201210716,0.22372126679819948,0.22315553255451598,0.22238570718404826,0.22193039699082784,0.22310212676723096,0.22469201934272154
