0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.22540785406798514,0.22308836266713145,0.22233888633310311,0.22383447751538926,0.22449731649336843,0.2283661500243875,0.2224305737696317,0.22319587477532074,0.2255362367742318,0.21953273656469624,0.231112890941294,0.22932509176914062,0.22287030388117504,0.22187056253497542,0.22314542664098744,0.22455068450095708,0.2239484588206443,0.21879549282546468,0.2232363014470361,0.22593791973828586
