0,1,2,3
-2.2050015493540074,0.7363588688495536,0.6881414141414132,0.6641700000000003
-1.4741926048395617,0.4206159721078815,0.6858383838383827,0.7925800000000004
-1.2540333690974699,0.20693041513062166,0.9181212121212102,0.8210800000000004
-1.2442891303600712,0.23982601331067424,0.774202020202019,0.8252300000000004
-1.3463033464781125,0.3507304609874803,0.6075858585858578,0.8141900000000004
-1.9940874322743438,0.47916344764499,0.9295555555555539,0.6890700000000004
-1.6934642365017358,0.5518985135846756,0.6298686868686861,0.7570900000000004
-1.2201304869125669,0.17982969160166695,0.9409797979797961,0.8257800000000003
-2.1048123701413934,0.6564463969896424,0.7963131313131301,0.6819800000000003
-1.5136310570797447,0.4691995882292643,0.5931515151515145,0.7893600000000004
-1.483568593490907,0.4676769187514689,0.5651818181818175,0.7950100000000004
-2.3352359085021326,0.7389714062817236,0.7944343434343423,0.6353000000000004
-2.279385183123482,0.724173118980168,0.7844949494949482,0.6473700000000003
-1.802408496328659,0.4486686100335209,0.8912020202020188,0.7290200000000003
-2.1758073542338785,0.5108641795863516,0.9902626262626243,0.6515500000000004
-1.226854805530972,0.2064111023402797,0.8897777777777762,0.8263600000000003
-2.2481738217520495,0.7458926634125506,0.7463737373737362,0.6554000000000003
-1.7475926525122107,0.5889577765279996,0.5611212121212115,0.7492800000000003
-3.3751186275195386,0.9091469036175247,0.9795555555555537,0.3574500000000002
-1.1443009564390345,0.11604512729158231,0.9876262626262605,0.8292800000000004
-1.1550082804705548,0.12321955055038691,0.9877373737373716,0.8283400000000004
-2.5740424357505773,0.830954994823786,0.7823131313131301,0.5855000000000004
-3.2441701676427255,0.9546495086094724,0.8621818181818166,0.4090100000000002
-3.2135674456815133,0.9487237953428044,0.9074242424242408,0.41753000000000023
-3.018380006574358,0.9081442743755476,0.8530202020202005,0.4689100000000003
-2.248470124596808,0.5223458253790147,0.9956969696969677,0.6358800000000003
-1.7642279395835638,0.6083756537739506,0.5723030303030296,0.7472700000000003
-2.6651149903009252,0.792421756001843,0.8647878787878774,0.5577800000000003
-3.8197411726347372,1.0381747707751503,0.9999797979797961,0.2092700000000001
-3.2945497022393755,0.8592282042682475,0.9911616161616141,0.3737900000000002
-1.641788316402512,0.5526007124044298,0.5589797979797974,0.7708300000000003
-1.1377735864578995,0.10395581428416734,0.997848484848483,0.8357900000000004
-3.375571004831826,0.9128273585841492,0.9823333333333314,0.3571600000000002
-1.7080689093964014,0.527452016094821,0.64580808080808,0.7530800000000004
-3.2218472564372806,0.9495344843442167,0.8977979797979783,0.4160000000000002
-3.4777778561324824,0.9872817712483382,0.9446969696969679,0.3363300000000002
-2.879541267941816,0.8743338109478836,0.873343434343433,0.5072400000000002
-2.758914433075729,0.8121013520302427,0.8795555555555541,0.5340300000000003
-3.487655025827252,0.9267807111812917,0.9950808080808061,0.3179000000000001
-2.4251241782926383,0.7649286560959456,0.7650909090909079,0.6150800000000004
-1.901715589915067,0.638011831052235,0.5963232323232317,0.7218300000000004
-1.529978358057273,0.49399086394688096,0.5720404040404033,0.7889200000000004
-3.2992141069496257,0.860309571127903,0.9928181818181799,0.37243000000000015
-2.4863818506532356,0.5553583231877142,0.9923737373737354,0.5821700000000003
-1.813352630837286,0.4415872164833754,0.9868282828282807,0.7309700000000002
-1.198903785564752,0.17023690831050392,0.9204848484848467,0.8291300000000004
-2.7652828834640832,0.8261555218730343,0.8742424242424228,0.5323600000000004
-1.242746225022493,0.22784882222613959,0.7599797979797969,0.8250800000000004
-1.2986583124292461,0.26547126442537433,0.8055757575757562,0.8166000000000003
-1.614832970235867,0.2781397635791768,0.99691919191919,0.7582600000000004
-3.493073910708036,0.9288477713583938,0.9960606060606042,0.31517000000000017
-1.8430780316082864,0.5965138194628005,0.6831212121212111,0.7308700000000004
-3.271320400666869,0.9549907111401866,0.9108383838383822,0.4010900000000003
-3.298496733619797,0.8602942892754121,0.9928181818181799,0.3724800000000002
-1.3337412391019556,0.31809657630447735,0.7725959595959581,0.8115200000000004
-1.214594861630173,0.15743434665244466,0.9865151515151495,0.8257600000000005
