upstream_flooding,water_demand,upstream_flooding_std,water_demand_std
-4.24574385011492,-9.081151670232996,1.3710103084640584,0.9758973803061246
-1.574323188609745,-10.529620840945746,0.4731187220491516,0.8258344921541273
-1.883678106378244,-9.785775039388527,0.5963330288180342,0.9762924382898959
-3.31838280778159,-9.258403945490743,1.368732350092691,1.0074967102079617
-1.5801416632806358,-10.458047246640803,0.4981653382087009,0.8836574810850285
-2.0568372699945714,-9.60677428900408,0.6797719158877481,0.9857954686074208
-1.5775189182602702,-10.511644526238076,0.4719531488188722,0.8556271235203403
-2.301402041652638,-9.466162216296423,0.831079891454283,1.0009463630257807
-1.7081717616708056,-10.12839883649927,0.5368555894306324,0.9190044741952048
-2.197599398410647,-9.516561620320532,0.7481255797025823,0.983225891072015
-1.6288490039615633,-10.300968822093923,0.4960501340312946,0.8699254544634026
-2.1194636868854806,-9.560057001139981,0.708936832687092,1.0054732349247162
-2.113366777816444,-9.571825964654924,0.7109959032259852,0.9636948846119133
-5.322502974916536,-8.966692249681968,1.8689542273687374,0.9937998745218958
-3.3180602446446454,-9.262418500690881,1.2484372723217674,0.9667866900843363
-2.4942940062282717,-9.414767730835676,0.89657878391851,1.0013428606086678
-3.7578521727787435,-9.177885916650462,1.301214579359886,0.9775219657456442
-1.9593381506526155,-9.691315270744798,0.6428827848951267,0.9399161634127017
-1.7804262792631858,-9.959101140158028,0.5483532559220811,0.9161750961623206
-4.462019134045054,-9.0341577665403,1.446255915661705,1.0049003735898163
-1.596953631222211,-10.402257752875034,0.4847944685479383,0.8752591747295717
-1.6202913301334148,-10.337213186410695,0.48336208849085305,0.8859018064284901
-2.264202166803044,-9.494546079847002,0.7672978668080749,0.9966393575926947
-1.6572386481398371,-10.277978056862594,0.5098855904541817,0.907567967437481
-1.686700382695886,-10.2055170342969,0.5139502550430743,0.9049946945804886
-1.8764795330165263,-9.805475395009855,0.5758564738159949,0.9822039127690055
-6.678322592392984,-8.882869724521548,3.1663582434998316,0.9927568641792469
-3.882566886039449,-9.148362418852795,1.1839035467796908,0.9780371078623478
-2.274033667749082,-9.490050987127304,0.803848840677324,0.9636523260503218
-4.798759735145565,-8.991214447201324,1.6029831949284308,1.0079179765358572
-2.56052128683641,-9.383572345140905,0.9531678492833296,0.9492267621483681
-2.0379304184690916,-9.636464243201724,0.6821570009786062,0.9825150317768578
-1.8206242747345815,-9.870044604842663,0.5673180778669965,0.926270650331194
-2.0482154028324278,-9.61309480977678,0.6790031108690068,0.9857825330853006
-1.7947843343984133,-9.941669645245122,0.5529022007193458,0.8819066195315413
-2.260519041185594,-9.494759637152859,0.8134687905704484,1.028728469469748
-4.454521710259467,-9.059806500733979,1.3956629894015962,0.9501044802479209
-1.9525166439058161,-9.699004306952364,0.6361409421120681,0.9926071270937622
-1.9769495994531907,-9.688219629803529,0.6471424528562701,0.9813608395321254
-1.9239526687745148,-9.737550881498661,0.6158627701661923,0.9531026293032376
-3.467561248432706,-9.182603818056515,1.3291744130963246,0.9481511994360593
-1.865834428159376,-9.818323439965221,0.5672510511847202,0.949347594094675
-1.6067091642285047,-10.397514147576988,0.49717098999161474,0.8576663357360452
-3.1071273039570446,-9.265210487093325,1.0650757364571048,0.9632503136450375
-2.3895575502577904,-9.428301143791948,0.8630095750514989,1.010786443826843
-1.6973992529992774,-10.140391843217069,0.5277751549753578,0.9265320410981391
-4.773072007560602,-9.012042720570212,1.6134004820141732,0.9726019737909739
-2.3296207113087557,-9.46561217741211,0.8206355926109409,0.9480717654820465
-3.3770135385585554,-9.243295576725545,1.2330203392793178,1.009495707724539
-1.8065552162078329,-9.906669656774476,0.5486580709032487,0.9261963518368845
-1.6056392066423126,-10.400004963960004,0.5124024346555811,0.8748193124935489
-1.849552876048017,-9.826211969536395,0.5774631503286374,0.9417268228419685
-4.041900804218794,-9.127107233787054,1.240713673479646,0.9570585933707161
-4.082724531737536,-9.093671826709421,1.2782273138500193,1.0072359840605176
-2.0432489970894023,-9.626658599769547,0.7094822644689107,0.9880846514515331
-2.181835105633955,-9.524879497323413,0.7390951695961397,0.9854624284085871
-3.9900827884561276,-9.133031904734347,1.21351927261813,0.9612424123235437
-1.9384048153148725,-9.729610207483526,0.6117426160998374,0.9566066798439838
-5.55356744653625,-8.92545607468962,1.976509564125781,0.974325773397626
-4.069770298087899,-9.118268958710358,1.2061816013409008,0.9773005567987872
-1.9071519660193135,-9.766880074884774,0.606413686956757,0.9212268058808396
-2.4634459798019472,-9.424500786026728,0.8726248715203886,0.9694944013255326
-1.5793086731621093,-10.464766349112104,0.48650342303707533,0.8799635152638927
-1.6138400069146543,-10.347396277188624,0.48658807074395277,0.8746165784068207
-1.7625048622104103,-10.010079154940403,0.5411130665564118,0.9103549051061308
-3.4514216455841913,-9.219446172587821,1.2512808804718958,0.9816007634516852
-1.6394171293362498,-10.28152726514858,0.4890288792771556,0.8682498280265483
-2.343447481675632,-9.46239931049816,0.807044193180458,1.0039660864442421
-2.680201915822397,-9.310172606957705,0.9969446369656081,0.9944592151397544
-1.723969925927578,-10.012655245615028,0.5174789817913582,0.9119022339084857
