upstream_flooding,water_demand,upstream_flooding_std,water_demand_std
-1.6988936144209457,-10.125864930331872,0.5151773960744741,0.9141905528481071
-1.6423973048214668,-10.29192265292103,0.5100801857000787,0.916121469388493
-1.8631694452917769,-9.809307530427292,0.5832605472385991,0.970115566634534
-1.705630577591752,-10.090980723742646,0.5251493253304008,0.8804042475472867
-1.8277326738132178,-9.895731335534474,0.5755035090790154,0.9653770105895542
-2.468595736836221,-9.410360760089414,0.902854507338007,0.9928312023446684
-2.608599655228084,-9.377742897392553,1.0094227411937242,1.0204553481455885
-1.621904685164418,-10.308908618725573,0.5073486758177097,0.8731109903822992
-4.293363138278297,-9.08771875995207,1.6290645037193157,0.9749160190144979
-4.552038410785207,-9.056771167380719,1.6409088974501604,1.0150765487525881
-2.6788416371074013,-9.36704444643898,1.0221076506605442,1.0108002261923534
-1.796246057345108,-9.920418667978495,0.5513195422305253,0.9289291369980557
-1.6772126867424735,-10.170271556712745,0.5092250345873888,0.913443918734633
-3.53626446763913,-9.210265492163071,1.3677916888420845,0.9710517332788315
-1.8575938382620039,-9.83219385778527,0.5814892830683622,0.9668542814782328
-4.681232215197471,-9.046460235986432,1.8668139599803926,0.9735982601152025
-3.143675427306334,-9.257051536843719,1.2977148940965495,0.9703556695486598
-1.7326286951278203,-10.037920861806871,0.5308537953862233,0.9130628210023563
-2.173201986149986,-9.530676571248616,0.7494048964675006,1.0034742177210036
-2.832500890109454,-9.296599209251488,1.0809920652930687,1.0098297049017864
-1.9883266740886902,-9.690283291769035,0.6342599206307806,0.9739771988759778
-1.88494380453773,-9.791969991073893,0.5638382556261852,0.9589434083435454
-1.8278165141736809,-9.882460159307222,0.5672693712652682,0.9616251384692355
-2.0990857115805683,-9.582831414796772,0.7112973141929327,0.9779449010104233
-3.6738008960825947,-9.193403442258255,1.3822813202169322,0.9810295818573296
-5.215802580113497,-8.923760482734343,1.9889507044320087,0.9946865666467858
-2.407023376836115,-9.422203250336024,0.8789595021003701,1.0114187064739502
-2.010807761082971,-9.657828666742557,0.638319612264208,0.9717093150027848
-2.6743901787705244,-9.36868213190672,1.0248778649997468,1.0158284041540222
-2.0155918742793464,-9.637253908780906,0.6588406681371821,1.0055912833039373
-1.7919475803483202,-9.92073019355083,0.5530344448195961,0.9267466910602599
-1.731267037504771,-10.058000239292952,0.5276102349175128,0.8909033916084171
-4.316432556432167,-9.069789816462924,1.7446329584786497,0.9960737057790461
-2.548576196306636,-9.407308813154414,0.9576656951017125,0.9736137843739295
-1.9366079307481714,-9.728259471367137,0.6016260240754524,0.9768245938910375
-3.9825649688474427,-9.128800367066804,1.5439135978899396,1.0289519474262665
-5.193838682843562,-8.960573689056865,2.0149933058866205,0.9673591277343343
-2.009940333506883,-9.660509065174285,0.6777794907990008,1.0183299785758793
-1.604036278166148,-10.415960551782721,0.48930421660422835,0.8611177612426228
-1.5957103206156196,-10.43104003818165,0.49483471589090894,0.8560217488068617
-2.0674261513623664,-9.597202220754884,0.7192050602889971,0.9507625995218858
