epsilon_progress,nfe
0,0
15,100
68,1192
117,2291
172,3386
221,4483
273,5578
315,6676
358,7769
401,8864
447,9961
464,11010
508,12093
544,13181
577,14265
611,15353
646,16439
675,17523
708,18606
735,19690
772,20775
800,21863
830,22949
857,24037
880,25124
893,26210
921,27295
943,28381
965,29467
993,30551
1019,31635
1037,32721
1070,33807
1097,34893
1120,35978
1137,37062
1155,38146
1173,39230
1189,40318
1199,41401
1215,42485
1231,43570
1245,44654
1272,45740
1286,46825
1305,47912
1318,48998
1333,50080
1354,51165
1365,52252
1390,53333
1404,54420
1412,55505
1425,56587
1436,57672
1446,58758
1459,59836
1469,60922
1487,62005
1500,63093
1516,64181
1519,65188
1524,66292
1533,67393
1548,68496
1557,69600
1571,70703
1578,71806
1586,72909
1598,74012
1605,75112
1610,76215
1615,77317
1619,78421
1628,79522
1637,80625
1646,81725
1652,82827
1662,83927
1670,85030
1679,86130
1686,87228
1694,88331
1703,89434
1714,90538
1725,91640
1736,92740
1745,93842
1757,94945
1766,96047
1775,97147
1785,98250
1796,99353
1805,100456
1815,101557
1824,102657
1829,103759
1834,104862
1845,105964
1854,107064
1858,108165
1869,109268
1877,110371
1887,111473
1895,112569
1904,113671
1908,114768
1918,115871
1925,116973
1935,118070
1941,119174
1950,120272
1958,121370
1968,122467
1973,123569
1982,124668
1994,125769
2004,126872
2013,127970
2015,129073
2021,130177
2026,131278
2033,132379
2035,133483
2040,134586
2049,135688
2063,136789
2065,137892
2076,138992
2084,140091
2087,141194
2095,142296
2102,143399
2109,144496
2116,145599
2127,146698
2143,147799
2144,148899
2154,150003
2166,151103
2174,152205
2178,153307
2185,154406
2188,155510
2197,156610
2206,157713
2213,158812
2221,159914
2229,161013
2236,162110
2240,163211
2251,164312
2256,165409
2269,166509
2272,167612
2278,168715
2286,169816
2290,170914
2295,172016
2299,173115
2307,174214
2318,175316
2324,176419
2331,177522
2333,178623
2341,179721
2347,180823
2352,181925
2358,183024
2365,184126
2375,185225
2382,186322
2386,187422
2394,188521
2405,189625
2411,190725
2422,191822
2430,192924
2436,194025
2438,195124
2442,196225
2450,197329
2454,198428
2464,199530
2472,200633
2480,201736
2484,202836
2491,203937
2496,205040
2501,206140
2504,207241
2506,208342
2511,209443
2513,210546
2518,211649
2523,212750
2529,213851
2529,214953
2532,216053
2538,217153
2543,218255
2548,219356
2553,220458
2557,221557
2561,222655
2561,223751
2564,224845
2569,225937
2576,227029
2583,228130
2587,229226
2592,230329
2597,231429
2598,232530
2603,233632
2607,234731
2610,235832
2611,236926
2615,238022
2621,239120
2624,240222
2631,241320
2638,242422
2644,243524
2651,244621
2652,245722
2654,246823
2662,247924
2662,249026
2664,250182
2665,251338
2668,252495
2671,253653
2677,254813
2685,255972
2687,257131
2696,258287
2697,259444
2702,260601
2707,261759
2715,262914
2719,264073
2725,265231
2730,266383
2731,267541
2741,268698
2744,269856
2749,271013
2754,272173
2759,273332
2765,274490
2771,275649
2771,276807
2772,277966
2778,279124
2783,280284
2786,281438
2791,282595
2797,283753
2804,284909
2809,286064
2814,287222
2816,288376
2818,289533
2824,290693
2829,291852
2837,293008
2839,294167
2844,295324
2849,296482
2853,297637
2857,298793
2862,299949
2863,301109
2867,302268
2867,303426
