epsilon_progress,nfe
0,0
31,100
80,1196
135,2288
191,3385
242,4481
298,5573
343,6667
390,7762
439,8859
496,9955
537,11052
578,12141
617,13240
650,14337
691,15433
731,16522
769,17618
796,18714
831,19807
865,20902
895,21999
924,23095
950,24191
985,25288
1006,26386
1026,27482
1045,28576
1070,29673
1083,30734
1092,31781
1104,32821
1117,33871
1139,34919
1156,35967
1170,37012
1196,38060
1219,39110
1241,40154
1260,41199
1276,42243
1293,43291
1309,44337
1318,45383
1343,46432
1356,47480
1370,48529
1386,49572
1399,50618
1413,51664
1427,52713
1445,53758
1463,54805
1476,55854
1487,56900
1499,57945
1517,58994
1526,60040
1544,61084
1572,62126
1590,63174
1602,64221
1613,65267
1628,66314
1642,67360
1658,68405
1668,69452
1678,70499
1687,71546
1698,72593
1707,73641
1716,74686
1730,75733
1747,76780
1769,77826
1784,78868
1795,79916
1811,80963
1818,82011
1830,83054
1844,84100
1855,85145
1869,86190
1880,87237
1891,88278
1898,89324
1906,90373
1926,91419
1938,92462
1953,93511
1961,94554
1972,95601
1982,96650
1991,97696
2004,98742
2014,99787
2025,100834
2037,101884
2047,102930
2059,103975
2071,105016
2082,106062
2089,107108
2097,108154
2105,109200
2114,110248
2120,111297
2127,112346
2133,113393
2144,114439
2152,115486
2161,116529
2167,117576
2178,118621
2182,119663
2193,120709
2202,121757
2215,122802
2223,123851
2229,124898
2240,125944
2250,126993
2259,128043
2273,129091
2279,130140
2285,131184
2292,132230
2303,133278
2315,134326
2319,135402
2321,136440
2324,137475
2330,138511
2334,139548
2341,140585
2348,141623
2351,142663
2359,143700
2367,144735
2373,145773
2379,146812
2387,147850
2395,148887
2400,149925
2408,150964
2411,152003
2414,153043
2422,154083
2425,155120
2430,156160
2435,157198
2444,158236
2452,159275
2459,160315
2466,161354
2469,162392
2471,163432
2474,164468
2482,165506
2489,166544
2492,167582
2499,168621
2501,169661
2507,170700
2514,171739
2522,172778
2527,173817
2534,174855
2536,175895
2544,176932
2550,177972
2557,179006
2562,180044
2566,181084
2569,182118
2573,183154
2581,184193
2587,185226
2594,186263
2597,187299
2601,188339
2605,189377
2609,190407
2617,191443
2624,192480
2627,193514
2633,194547
2637,195586
2643,196622
2645,197662
2649,198698
2653,199738
2658,200774
2661,201811
2668,202843
2670,203880
2677,204920
2681,205958
2684,206993
2685,208032
2696,209069
2698,210109
2704,211146
2706,212186
2713,213223
2715,214258
2720,215294
2722,216329
2729,217362
2734,218398
2736,219432
2741,220468
2743,221500
2745,222537
2750,223576
2753,224616
2757,225655
2762,226686
2767,227721
2773,228759
2781,229795
2785,230832
2790,231867
2793,232904
2800,233941
2804,234978
2811,236013
2813,237046
2817,238079
2820,239116
2823,240153
2825,241185
2829,242218
2832,243253
2835,244292
2840,245323
2847,246356
2849,247386
2852,248419
2853,249450
2859,250471
2864,251506
2867,252546
2872,253584
2878,254623
2885,255658
2895,256692
2896,257730
2901,258768
2902,259807
2907,260843
2909,261883
2914,262919
2915,263959
2917,264996
2919,266030
2922,267070
2926,268109
2934,269147
2938,270186
2941,271223
2942,272260
2945,273296
2950,274332
2953,275372
2954,276408
2959,277440
2965,278476
2968,279512
2971,280543
2978,281582
2979,282615
2986,283652
2989,284691
2996,285729
2999,286763
3004,287801
3006,288838
3011,289874
3015,290913
3020,291946
3022,292984
3029,294017
3035,295056
3037,296093
3042,297131
3044,298168
3049,299208
3055,300244
3058,301283
3060,302323
3063,303361
3068,304400
3071,305436
3072,306472
3076,307506
3078,308543
3082,309579
3083,310613
3086,311653
3090,312686
3091,313719
3094,314757
3098,315794
3100,316828
3103,317862
3104,318902
3109,319937
3115,320974
3120,322010
3125,323050
3130,324081
3137,325114
3141,326148
3144,327186
3146,328224
3149,329256
3149,330288
3153,331306
3155,332324
3160,333360
3163,334394
3168,335432
3176,336462
3178,337499
3182,338537
3184,339571
3185,340602
3187,341641
3187,342647
3187,343725
3189,344803
3190,345882
3192,346961
3195,348041
3196,349119
3198,350197
3202,351274
3205,352354
3208,353431
3209,354509
3214,355588
3217,356666
3223,357744
3225,358824
3227,359904
3234,360983
3241,362060
3245,363139
3246,364216
3247,365291
3249,366370
3253,367448
3256,368526
3259,369606
3262,370682
3265,371760
3269,372838
3271,373913
3271,374991
3276,376068
3280,377145
3283,378220
3289,379293
3290,380370
3291,381448
3295,382520
3305,383599
3306,384675
3309,385752
3312,386826
3319,387900
3323,388964
3327,390032
3329,391075
3334,392106
3335,393184
3339,394261
3340,395340
3343,396416
3349,397494
3351,398570
3355,399644
3356,400722
3360,401799
3364,402878
3365,403954
3367,405032
3368,406107
3371,407185
3373,408263
3377,409339
3382,410412
3385,411486
3387,412562
3390,413638
3394,414715
3397,415793
3398,416865
3399,417943
3400,419016
3402,420091
3404,421168
3408,422243
3409,423322
3415,424395
3417,425474
3419,426552
3422,427628
3422,428705
3424,429784
3425,430862
3430,431941
3435,433018
3438,434094
3443,435164
3446,436241
3446,437316
3448,438392
3450,439469
3453,440548
3453,441626
3455,442703
3457,443779
3460,444859
3464,445938
3465,447017
3469,448095
3473,449169
3480,450248
3482,451319
3485,452394
3489,453469
3491,454546
3493,455625
3494,456702
3497,457775
3499,458850
3501,459923
3501,461002
3507,462079
3509,463150
3510,464223
3513,465301
3515,466377
3518,467449
3521,468524
3522,469602
3525,470674
3526,471746
3527,472817
3527,473894
3530,474970
3535,476049
3535,477128
3538,478204
3541,479282
3543,480360
3544,481433
3546,482507
3546,483581
3550,484655
3551,485726
3552,486800
3559,487872
3561,488950
3562,490022
3563,491100
3569,492170
3569,493247
3573,494325
3578,495402
3578,496478
3580,497557
3582,498630
3585,499706
3587,500781
3589,501854
3591,502931
3593,503999
3596,505064
3596,506122
3599,507177
3601,508248
3603,509319
3604,510396
3605,511472
3608,512552
3610,513628
3613,514699
3616,515769
3619,516846
3622,517917
3628,518990
3629,520055
3630,521113
3631,522172
3633,523241
3636,524314
3639,525393
3641,526470
3642,527546
3647,528623
3648,529696
3649,530776
3650,531853
3652,532927
3654,533999
3659,535070
3661,536143
3663,537219
3664,538288
3665,539364
3666,540437
3667,541496
3671,542548
3672,543602
3673,544680
3674,545757
3675,546832
3675,547905
3675,548983
3676,550059
3677,551136
3680,552216
3680,553294
3680,554370
3682,555446
3686,556524
3686,557570
3687,558728
3688,559883
3688,561041
3688,562201
3690,563360
3694,564520
3697,565672
3697,566830
3697,567988
3699,569138
3701,570295
3702,571452
3702,572609
3704,573765
3706,574923
3709,576080
3713,577237
3718,578391
3722,579549
3722,580707
3724,581867
3728,583025
3732,584183
3732,585338
3734,586488
3737,587642
3740,588799
3742,589954
3743,591112
3745,592268
3748,593423
3750,594580
3751,595740
3755,596895
3758,598045
3761,599197
3762,600353
3763,601507
3764,602664
3766,603822
3767,604978
3768,606131
3768,607285
3772,608436
3773,609584
3774,610726
3775,611884
3776,613036
3778,614186
3780,615340
3783,616489
3784,617639
3785,618780
3788,619929
3788,621081
3789,622234
3792,623382
3795,624529
3799,625661
3802,626761
3803,627908
3805,629062
3807,630222
3811,631382
3813,632534
3814,633690
3816,634845
3817,635994
3817,637142
3819,638291
3821,639447
3823,640604
3825,641760
3827,642913
3832,644063
3833,645205
3833,646362
3834,647514
3838,648668
3838,649827
3841,650986
3843,652136
3845,653285
3847,654435
3847,655588
3847,656737
3849,657891
3850,659045
3852,660202
3852,661359
3853,662514
3855,663671
3855,664823
3858,665976
3858,667133
3858,668292
3860,669445
3863,670601
3866,671757
3868,672914
3870,674068
3871,675223
3873,676380
3873,677535
3873,678687
3874,679839
3876,680990
3876,682146
3878,683293
3880,684440
3882,685574
3888,686696
3889,687786
3891,688894
3892,690035
3893,691182
3893,692331
3893,693477
3896,694622
3896,695726
3898,696759
3899,697876
3901,699031
3904,700189
3905,701340
3906,702495
3908,703650
3910,704804
3912,705952
3914,707106
3916,708261
3917,709419
3918,710574
3919,711729
3921,712886
3924,714041
3928,715192
3933,716350
3933,717502
3934,718656
3934,719815
3935,720964
3937,722112
3939,723262
3942,724420
3942,725576
3944,726735
3945,727885
3948,729041
3948,730196
3950,731354
3953,732509
3954,733665
3955,734818
3956,735973
3956,737130
3960,738282
3961,739440
3961,740593
3962,741747
3965,742903
3970,744055
3971,745210
3972,746367
3973,747523
3977,748678
3978,749834
3979,750988
3983,752143
3985,753302
3986,754455
3989,755608
3992,756764
3993,757920
3994,759077
3994,760231
3996,761383
3997,762537
3997,763693
3999,764845
4002,765996
4004,767150
4004,768306
4007,769465
4008,770612
4011,771755
4012,772909
4016,774066
4019,775222
4020,776377
4022,777532
4022,778686
4023,779836
4024,780985
4025,782142
4028,783298
4028,784446
4029,785596
4031,786752
4031,787860
4031,789089
4031,790315
4033,791545
4034,792774
4034,794001
4034,795230
4034,796457
4035,797686
4037,798915
4039,800145
4042,801373
4044,802597
4044,803826
4045,805056
4047,806285
4048,807513
4049,808743
4050,809968
4052,811198
4055,812427
4055,813651
4057,814879
4058,816108
4059,817336
4062,818564
4065,819791
4068,821018
4070,822247
4072,823477
4073,824704
4074,825930
4074,827157
4076,828385
4080,829614
4082,830840
4084,832069
4086,833296
4087,834523
4089,835752
4089,836982
4090,838207
4091,839434
4092,840660
4093,841883
4097,843106
4097,844329
4098,845557
4101,846781
4103,848007
4103,849234
4103,850461
4103,851685
4106,852907
4108,854128
4111,855342
4114,856566
4116,857787
4119,858999
4121,860218
4121,861440
4122,862666
4122,863885
4124,865108
4124,866334
4125,867559
4127,868780
4128,869998
4129,871215
4131,872432
4132,873656
4135,874883
4138,876113
4138,877339
4138,878564
4139,879792
4140,881015
4141,882241
4143,883466
4144,884691
4145,885916
4146,887141
4149,888361
4149,889586
4150,890803
4151,892027
4153,893253
4154,894479
4155,895700
4155,896925
4161,898148
4163,899371
4164,900591
4166,901816
4166,903044
4168,904261
4169,905474
4170,906692
4171,907902
4173,909100
4174,910324
4174,911554
4175,912782
4175,914007
4177,915233
4178,916460
4179,917687
4180,918913
4180,920134
4183,921359
4187,922583
4187,923803
4187,925026
4187,926254
4187,927483
4190,928704
4191,929930
4196,931155
4198,932376
4199,933597
4199,934823
4201,936044
4204,937263
4204,938484
4205,939709
4207,940927
4211,942140
4212,943358
4215,944580
4216,945792
4216,947015
4217,948221
4218,949419
4220,950579
4220,951795
4221,953012
4222,954237
4223,955459
4224,956682
4227,957901
4228,959118
4228,960320
4229,961501
4232,962704
4234,963930
4234,965155
4234,966380
4235,967600
4235,968816
4237,970028
4239,971235
4240,972424
4243,973593
4243,974822
4244,976047
4245,977270
4246,978494
4249,979718
4251,980930
4252,982142
4255,983337
4257,984553
4258,985780
4258,987003
4262,988227
4264,989450
4264,990666
4265,991880
4267,993064
4270,994252
4271,995425
4273,996585
4276,997744
4276,998942
4277,1000163
4279,1001382
4280,1002601
4281,1003813
4284,1005009
4286,1006199
4289,1007382
4292,1008587
4295,1009791
4299,1010991
4300,1012183
4301,1013357
4302,1014534
4302,1015651
4303,1016706
4305,1017726
4305,1018780
4307,1019811
4309,1020871
4309,1021926
4310,1022984
4313,1024000
4313,1025040
4315,1026087
4317,1027106
4318,1028130
4319,1029130
4319,1030333
4319,1031347
4319,1032363
4319,1033376
4321,1034390
4321,1035406
4321,1036421
4321,1037431
4322,1038444
4322,1039458
4322,1040470
4324,1041486
4328,1042501
4329,1043514
4330,1044529
4331,1045542
4332,1046556
4332,1047567
4334,1048580
4335,1049595
4336,1050608
4336,1051623
4339,1052635
4340,1053645
4343,1054661
4345,1055677
4345,1056688
4349,1057701
4351,1058709
4353,1059722
4354,1060730
4356,1061737
4357,1062750
4358,1063764
4360,1064775
4361,1065776
4362,1066789
4363,1067798
4366,1068811
4367,1069820
4367,1070829
