utility,reliability
1.4370234786669023,0.1111111111111111
1.2240210323565675,0.21212121212121218
1.0660875828214555,0.30303030303030315
1.1115888833443417,0.2626262626262627
0.6221474702484897,0.6969696969696964
1.2817348267821191,0.19191919191919196
0.9850728290033438,0.3535353535353537
0.8603217416193103,0.4646464646464649
1.3593266137813955,0.1414141414141414
1.4338313061115113,0.1212121212121212
0.8700738621468649,0.4444444444444447
0.5342685215913754,0.8282828282828271
1.4723082786669026,0.10101010101010101
0.8169398767060135,0.49494949494949525
0.8213909587891135,0.48484848484848514
0.9523660062448576,0.38383838383838403
0.8912535453426139,0.4343434343434346
1.2003280353854642,0.24242424242424251
0.9362688144483327,0.39393939393939414
1.407946439589314,0.1313131313131313
0.7342589274005602,0.5555555555555556
1.3100550020763755,0.17171717171717174
0.8023351178510042,0.5050505050505053
1.5524130606014739,0.07070707070707072
0.7429454840791986,0.5454545454545455
0.5541207234301174,0.808080808080807
1.0379844717415443,0.31313131313131326
0.9221686572761065,0.41414141414141437
0.5278322731890013,0.999999999999998
0.7761969862170304,0.5252525252525254
0.6904338897159891,0.6060606060606059
0.7961113335082738,0.5151515151515154
1.110429799184018,0.2727272727272728
0.6585315838380293,0.6464646464646461
0.9246716993713955,0.40404040404040426
1.4943075886014738,0.09090909090909091
1.5564130606014739,0.060606060606060615
0.7161558510052767,0.5757575757575757
1.526565665117831,0.08080808080808081
1.3411297843362737,0.15151515151515152
0.7567212732999797,0.5353535353535355
